,adj_close,close,date,high,low,open,volume
1710,83.12,85.47,2006-12-18,88.0,84.59,87.63,25770600
1711,83.94,86.31,2006-12-19,86.68,83.62,84.73,32550200
1712,82.43,84.76,2006-12-20,86.67,84.74,86.47,20274700
1713,80.62,82.9,2006-12-21,85.48,82.2,84.7,32271400
1714,79.94,82.2,2006-12-22,84.04,81.6,83.46,21903700
1715,79.27,81.51,2006-12-26,82.57,80.89,82.15,17524600
1716,79.28,81.52,2006-12-27,82.0,76.77,78.15,69134100
1717,78.65,80.87,2006-12-28,81.25,79.65,80.22,39995600
1718,82.51,84.84,2006-12-29,85.4,83.36,83.95,38443900
1719,81.5,83.8,2007-01-03,86.58,81.9,86.29,44225700
1720,83.31,85.66,2007-01-04,85.95,83.82,84.05,30259300
1721,82.72,85.05,2007-01-05,86.2,84.4,85.77,29812200
1722,83.12,85.47,2007-01-08,86.53,85.28,85.96,28468100
1723,90.03,92.57,2007-01-09,92.98,85.15,86.45,119617800
1724,94.34,97.0,2007-01-10,97.8,93.45,94.75,105460000
1725,93.17,95.8,2007-01-11,96.78,95.1,95.94,51437600
1726,92.02,94.62,2007-01-12,95.06,93.23,94.59,46881800
1727,94.43,97.1,2007-01-16,97.25,95.45,95.68,44431300
1728,92.34,94.95,2007-01-17,97.6,94.82,97.56,58795000
1729,86.63,89.07,2007-01-18,92.11,89.05,92.1,84450200
1730,86.07,88.5,2007-01-19,89.65,88.12,88.63,48731200
1731,84.41,86.79,2007-01-22,89.16,85.65,89.14,51929500
1732,83.35,85.7,2007-01-23,87.51,85.51,85.73,43122300
1733,84.32,86.7,2007-01-24,87.15,86.08,86.68,33136200
1734,83.88,86.25,2007-01-25,88.5,86.03,87.11,32356200
1735,83.04,85.38,2007-01-26,87.37,84.99,87.11,35245500
1736,83.58,85.94,2007-01-29,86.65,85.53,86.3,32202300
1737,83.2,85.55,2007-01-30,86.49,85.25,86.43,20641800
1738,83.38,85.73,2007-01-31,86.0,84.35,84.86,30573900
1739,82.41,84.74,2007-02-01,86.27,84.74,86.23,23726500
1740,82.42,84.75,2007-02-02,85.25,83.7,84.12,22197500
1741,81.64,83.94,2007-02-05,85.23,83.94,84.3,20673300
1742,81.84,84.15,2007-02-06,84.47,82.86,84.45,30871200
1743,83.79,86.15,2007-02-07,86.38,83.55,84.48,38100900
1744,83.81,86.18,2007-02-08,86.51,85.41,85.43,24251100
1745,80.98,83.27,2007-02-09,86.2,83.21,85.88,30733600
1746,82.55,84.88,2007-02-12,85.18,83.63,84.43,25859700
1747,82.38,84.7,2007-02-13,85.29,84.3,85.16,20749500
1748,82.96,85.3,2007-02-14,85.64,84.57,84.63,18142200
1749,82.87,85.21,2007-02-15,85.62,84.78,85.44,12987900
1750,82.5,84.83,2007-02-16,85.41,84.66,85.25,14281000
1751,83.54,85.9,2007-02-20,86.16,84.16,84.65,22060800
1752,86.75,89.2,2007-02-21,89.49,85.96,85.98,41261200
1753,87.05,89.51,2007-02-22,90.81,88.53,90.8,29936600
1754,86.63,89.07,2007-02-23,90.34,88.85,89.16,18496200
1755,86.08,88.51,2007-02-26,90.0,87.61,89.84,21994600
1756,81.63,83.93,2007-02-27,87.08,83.41,86.3,40921900
1757,82.29,84.61,2007-02-28,85.6,83.0,83.0,32838400
1758,84.67,87.06,2007-03-01,88.31,83.75,84.03,50554600
1759,83.07,85.41,2007-03-02,87.54,85.21,86.77,30714300
1760,83.95,86.32,2007-03-05,88.65,85.76,85.89,29960700
1761,85.77,88.19,2007-03-06,88.31,87.4,87.8,25828100
1762,85.31,87.72,2007-03-07,88.97,87.45,88.05,22367300
1763,85.58,88.0,2007-03-08,88.72,87.46,88.59,18250400
1764,85.56,87.97,2007-03-09,88.85,87.4,88.8,16137000
1765,87.4,89.87,2007-03-12,89.99,87.99,88.07,26050300
1766,85.97,88.4,2007-03-13,90.6,88.4,89.41,30996100
1767,87.53,90.0,2007-03-14,90.0,87.92,88.6,28449500
1768,87.11,89.57,2007-03-15,90.36,89.31,89.96,19982100
1769,87.13,89.59,2007-03-16,89.99,89.32,89.54,20418000
1770,88.63,91.13,2007-03-19,91.55,89.59,90.24,25462900
1771,88.97,91.48,2007-03-20,91.84,91.06,91.35,17461300
1772,91.29,93.87,2007-03-21,94.0,91.65,91.99,24532000
1773,91.38,93.96,2007-03-22,94.36,93.0,93.73,20053300
1774,90.95,93.52,2007-03-23,94.07,93.3,93.35,16103000
1775,93.22,95.85,2007-03-26,95.9,93.3,93.99,30892400
1776,92.84,95.46,2007-03-27,96.83,95.0,95.71,33287600
1777,90.68,93.24,2007-03-28,95.4,93.15,94.88,33654900
1778,91.18,93.75,2007-03-29,94.19,92.23,94.19,25918700
1779,90.36,92.91,2007-03-30,94.68,92.75,94.28,21448500
1780,91.08,93.65,2007-04-02,94.25,93.02,94.14,17928300
1781,91.91,94.5,2007-04-03,95.23,93.76,94.14,20854800
1782,91.68,94.27,2007-04-04,95.14,94.13,94.94,17028000
1783,92.08,94.68,2007-04-05,94.68,93.52,94.12,12697000
1784,91.08,93.65,2007-04-09,95.3,93.04,95.21,14762200
1785,91.66,94.25,2007-04-10,94.26,93.41,93.67,12588100
1786,90.05,92.59,2007-04-11,93.95,92.33,93.9,19607800
1787,89.66,92.19,2007-04-12,92.31,90.72,92.04,23452700
1788,87.76,90.24,2007-04-13,91.4,90.06,90.9,25712200
1789,88.92,91.43,2007-04-16,91.5,90.25,90.57,21751200
1790,87.87,90.35,2007-04-17,92.3,89.7,92.0,26854300
1791,87.92,90.4,2007-04-18,90.85,89.6,90.16,16573000
1792,87.79,90.27,2007-04-19,91.25,89.83,90.19,15211200
1793,88.47,90.97,2007-04-20,91.18,90.55,90.89,18670700
1794,90.94,93.51,2007-04-23,93.8,91.42,91.59,27867500
1795,90.68,93.24,2007-04-24,96.39,91.3,93.96,37687600
1796,92.73,95.35,2007-04-25,95.4,93.8,94.23,42398000
1797,96.13,98.84,2007-04-26,102.5,98.3,101.58,62063500
1798,97.18,99.92,2007-04-27,99.95,97.69,98.18,24978700
1799,97.06,99.8,2007-04-30,101.0,99.67,100.09,22018200
1800,96.74,99.47,2007-05-01,100.35,98.55,99.59,19018700
1801,97.63,100.39,2007-05-02,100.54,99.47,99.65,18040900
1802,97.64,100.4,2007-05-03,101.45,100.01,100.73,20574200
1803,98.04,100.81,2007-05-04,101.6,100.5,100.8,13642400
1804,101.07,103.92,2007-05-07,104.35,101.01,101.08,30769900
1805,102.18,105.06,2007-05-08,105.15,103.42,103.47,27999900
1806,103.95,106.88,2007-05-09,106.96,104.89,104.91,25634200
1807,104.39,107.34,2007-05-10,108.84,105.92,106.63,42759200
1808,105.76,108.74,2007-05-11,109.13,106.78,107.74,23346300
1809,106.36,109.36,2007-05-14,110.0,108.25,109.62,23283800
1810,104.57,107.52,2007-05-15,110.2,106.48,109.57,34089800
1811,104.39,107.34,2007-05-16,108.83,103.42,108.53,40241700
1812,106.44,109.44,2007-05-17,109.87,107.15,107.15,26260400
1813,107.0,110.02,2007-05-18,110.64,109.77,110.23,22190900
1814,108.91,111.98,2007-05-21,112.45,110.05,110.31,22853300
1815,110.42,113.54,2007-05-22,113.75,112.01,112.49,20443200
1816,109.79,112.89,2007-05-23,115.0,112.59,114.02,32549100
1817,107.65,110.69,2007-05-24,114.46,110.37,112.81,31691500
1818,110.5,113.62,2007-05-25,113.78,111.5,112.0,22605700
1819,111.21,114.35,2007-05-29,114.86,112.69,114.45,23060500
1820,115.51,118.77,2007-05-30,118.88,113.53,114.3,52801600
1821,117.86,121.19,2007-05-31,122.17,119.54,120.07,46323800
1822,115.15,118.4,2007-06-01,121.19,118.29,121.1,31616500
1823,118.0,121.33,2007-06-04,121.73,117.9,118.63,31666900
1824,119.3,122.67,2007-06-05,122.69,120.5,121.41,32885200
1825,120.25,123.64,2007-06-06,124.05,121.95,122.3,39722900
1826,120.66,124.07,2007-06-07,127.61,123.19,124.99,68395700
1827,121.07,124.49,2007-06-08,125.83,122.29,125.82,44345800
1828,116.89,120.19,2007-06-11,126.15,119.54,126.0,66937800
1829,117.08,120.38,2007-06-12,121.71,118.31,119.35,50948800
1830,114.27,117.5,2007-06-13,121.19,115.4,121.15,61476900
1831,115.49,118.75,2007-06-14,119.45,116.42,117.2,34759500
1832,117.19,120.5,2007-06-15,120.67,119.86,120.62,28972100
1833,121.66,125.09,2007-06-18,125.18,122.54,123.28,32521600
1834,120.27,123.66,2007-06-19,125.01,122.91,124.69,33679500
1835,118.21,121.55,2007-06-20,124.66,121.5,123.87,32054000
1836,120.5,123.9,2007-06-21,124.29,120.72,121.7,30965900
1837,119.62,123.0,2007-06-22,124.45,122.38,123.85,22567000
1838,118.98,122.34,2007-06-25,125.09,121.06,124.19,34478700
1839,116.37,119.65,2007-06-26,124.0,118.72,123.98,48035900
1840,118.54,121.89,2007-06-27,122.04,119.26,120.61,34810600
1841,117.25,120.56,2007-06-28,122.49,120.0,122.36,29933700
1842,118.69,122.04,2007-06-29,124.0,121.09,121.97,40637200
1843,117.93,121.26,2007-07-02,122.09,119.3,121.05,35530800
1844,123.68,127.17,2007-07-03,127.4,121.5,122.0,41517200
1845,129.11,132.75,2007-07-05,132.97,128.69,128.8,51894700
1846,128.67,132.3,2007-07-06,133.34,130.4,133.13,31239100
1847,126.75,130.33,2007-07-09,132.9,129.18,132.38,35565000
1848,128.72,132.35,2007-07-10,134.5,128.81,128.88,44821700
1849,128.76,132.39,2007-07-11,133.7,131.31,132.07,29349000
1850,130.39,134.07,2007-07-12,134.24,132.39,133.85,25164600
1851,133.95,137.73,2007-07-13,137.85,134.52,135.03,32414500
1852,134.31,138.1,2007-07-16,139.98,137.5,138.39,33432600
1853,135.1,138.91,2007-07-17,139.6,137.5,138.3,25355700
1854,134.33,138.12,2007-07-18,138.44,136.04,138.19,27030600
1855,136.16,140.0,2007-07-19,140.81,139.65,140.3,26174700
1856,139.8,143.75,2007-07-20,144.18,140.0,141.65,41706200
1857,139.76,143.7,2007-07-23,145.22,140.93,143.31,37017500
1858,131.19,134.89,2007-07-24,141.0,134.15,138.88,64117600
1859,133.49,137.26,2007-07-25,138.36,135.0,137.35,53435100
1860,141.99,146.0,2007-07-26,148.5,136.96,145.91,78093900
1861,139.9,143.85,2007-07-27,148.92,143.78,146.19,41467800
1862,137.55,141.43,2007-07-30,145.45,139.57,144.33,39535300
1863,128.14,131.76,2007-07-31,143.48,131.52,142.97,62942600
1864,131.29,135.0,2007-08-01,135.38,127.77,133.64,62505600
1865,132.74,136.49,2007-08-02,136.96,134.15,136.65,30451600
1866,128.23,131.85,2007-08-03,135.95,131.5,135.26,24256700
1867,131.54,135.25,2007-08-06,135.27,128.3,132.9,33041800
1868,131.32,135.03,2007-08-07,137.24,132.63,134.94,33926300
1869,130.33,134.01,2007-08-08,136.86,132.0,136.76,28860600
1870,122.92,126.39,2007-08-09,133.0,125.09,131.11,40192700
1871,121.57,125.0,2007-08-10,127.75,120.3,123.12,50383900
1872,124.28,127.79,2007-08-13,129.35,126.5,128.32,26889700
1873,120.63,124.03,2007-08-14,128.3,123.71,128.29,26393100
1874,116.61,119.9,2007-08-15,124.86,119.65,122.74,35459000
1875,113.84,117.05,2007-08-16,118.5,111.62,117.01,66667500
1876,118.71,122.06,2007-08-17,123.5,119.82,122.01,42680800
1877,118.87,122.22,2007-08-20,124.5,120.5,123.96,28689900
1878,124.07,127.57,2007-08-21,128.96,121.0,122.21,46537400
1879,128.87,132.51,2007-08-22,132.75,130.33,131.22,37920200
1880,127.47,131.07,2007-08-23,133.34,129.76,133.09,30958500
1881,131.59,135.3,2007-08-24,135.37,129.81,130.53,32565500
1882,128.62,132.25,2007-08-27,134.66,132.1,133.39,25265700
1883,123.34,126.82,2007-08-28,132.41,126.63,130.99,42120200
1884,130.4,134.08,2007-08-29,134.18,129.54,129.88,41673600
1885,132.51,136.25,2007-08-30,138.25,132.3,132.67,51270800
1886,134.68,138.48,2007-08-31,139.65,137.41,139.49,31317400
1887,140.2,144.16,2007-09-04,145.73,139.84,139.94,47030100
1888,133.01,136.76,2007-09-05,145.84,136.1,144.97,83150800
1889,131.3,135.01,2007-09-06,137.57,132.71,135.56,67902200
1890,128.15,131.77,2007-09-07,132.3,130.0,132.01,51092000
1891,132.96,136.71,2007-09-10,138.04,133.95,136.99,53137100
1892,131.77,135.49,2007-09-11,138.3,133.75,137.9,34710200
1893,133.09,136.85,2007-09-12,139.4,135.75,135.99,36527500
1894,133.43,137.2,2007-09-13,139.0,136.65,138.83,23434400
1895,135.0,138.81,2007-09-14,138.98,136.2,136.57,21690000
1896,134.61,138.41,2007-09-17,140.59,137.6,138.99,28334700
1897,137.05,140.92,2007-09-18,142.85,137.83,139.06,38003200
1898,136.91,140.77,2007-09-19,143.16,139.4,143.02,36674300
1899,136.46,140.31,2007-09-20,141.79,139.32,140.15,24708600
1900,140.19,144.15,2007-09-21,144.65,140.31,141.14,40674300
1901,144.21,148.28,2007-09-24,149.85,146.65,146.73,37577200
1902,148.98,153.18,2007-09-25,153.22,146.82,146.84,42591100
1903,148.58,152.77,2007-09-26,155.0,151.25,154.47,34831000
1904,150.26,154.5,2007-09-27,154.52,152.32,153.77,23507100
1905,149.26,153.47,2007-09-28,154.6,152.75,153.44,21967900
1906,152.05,156.34,2007-10-01,157.41,152.93,154.63,29895300
1907,154.1,158.45,2007-10-02,158.59,155.89,156.55,28288200
1908,153.59,157.92,2007-10-03,159.18,157.01,157.78,24732800
1909,151.95,156.24,2007-10-04,158.08,153.5,158.0,23462800
1910,157.02,161.45,2007-10-05,161.58,157.7,158.37,33695400
1911,163.3,167.91,2007-10-08,167.91,162.97,163.49,29854600
1912,163.25,167.86,2007-10-09,171.11,166.68,170.2,39438800
1913,162.21,166.79,2007-10-10,167.88,165.6,167.55,23842500
1914,157.78,162.23,2007-10-11,171.88,153.21,169.49,58714000
1915,162.66,167.25,2007-10-12,167.28,161.8,163.01,35292000
1916,162.4,166.98,2007-10-15,169.57,163.5,167.98,38497500
1917,164.93,169.58,2007-10-16,170.18,165.15,165.54,38136800
1918,168.01,172.75,2007-10-17,173.04,169.18,172.69,40271900
1919,168.74,173.5,2007-10-18,174.19,171.05,171.5,29417000
1920,165.74,170.42,2007-10-19,174.63,170.0,174.24,46135000
1921,169.57,174.36,2007-10-22,174.9,169.96,170.35,58910700
1922,181.05,186.16,2007-10-23,188.6,182.76,188.56,64113000
1923,180.83,185.93,2007-10-24,187.21,179.24,185.81,46017200
1924,177.76,182.78,2007-10-25,185.9,181.66,184.87,34771500
1925,179.63,184.7,2007-10-26,185.37,182.88,185.29,25219800
1926,180.01,185.09,2007-10-29,186.59,184.7,185.45,19305500
1927,181.87,187.0,2007-10-30,189.37,184.73,186.18,33550500
1928,184.74,189.95,2007-10-31,190.12,184.95,187.63,29761100
1929,182.3,187.44,2007-11-01,190.1,180.0,188.6,28751300
1930,182.71,187.87,2007-11-02,189.44,183.49,189.21,35789800
1931,181.07,186.18,2007-11-05,188.96,184.24,185.29,28720600
1932,186.53,191.79,2007-11-06,192.0,185.27,187.05,34097400
1933,181.19,186.3,2007-11-07,192.68,186.13,190.61,35473400
1934,170.65,175.47,2007-11-08,186.9,167.77,186.67,67458500
1935,160.83,165.37,2007-11-09,175.12,165.21,171.15,54458700
1936,149.54,153.76,2007-11-12,167.7,150.63,165.28,63057700
1937,165.3,169.96,2007-11-13,170.98,153.76,160.85,62034100
1938,161.55,166.11,2007-11-14,177.57,163.74,177.16,51695400
1939,159.79,164.3,2007-11-15,169.59,160.3,166.39,53095600
1940,161.82,166.39,2007-11-16,167.02,159.33,165.3,49391300
1941,159.45,163.95,2007-11-19,168.2,162.1,166.1,41196800
1942,164.22,168.85,2007-11-20,171.79,163.53,165.67,55130100
1943,163.84,168.46,2007-11-21,172.35,164.67,165.84,43493200
1944,166.83,171.54,2007-11-23,172.05,169.75,172.0,16634200
1945,167.8,172.54,2007-11-26,177.27,172.35,173.59,46634100
1946,170.01,174.81,2007-11-27,175.79,170.01,175.22,47036800
1947,175.27,180.22,2007-11-28,180.6,175.35,176.82,41104000
1948,179.23,184.29,2007-11-29,185.17,179.15,179.43,37533100
1949,177.22,182.22,2007-11-30,187.7,179.7,187.34,42421500
1950,173.95,178.86,2007-12-03,184.14,177.7,181.86,34338200
1951,174.87,179.81,2007-12-04,180.9,176.99,177.15,27635700
1952,180.41,185.5,2007-12-05,186.0,182.41,182.89,31871500
1953,184.74,189.95,2007-12-06,190.1,186.12,186.19,32136100
1954,188.97,194.3,2007-12-07,194.99,188.04,190.54,38073800
1955,188.88,194.21,2007-12-10,195.66,192.69,193.59,25799200
1956,183.37,188.54,2007-12-11,196.83,187.39,194.75,39675900
1957,185.62,190.86,2007-12-12,194.48,185.76,193.44,43773600
1958,186.56,191.83,2007-12-13,192.12,187.82,190.19,30879200
1959,185.16,190.39,2007-12-14,193.2,189.54,190.37,24082600
1960,179.34,184.4,2007-12-17,192.65,182.98,190.72,36596200
1961,177.96,182.98,2007-12-18,187.33,178.6,186.52,43664400
1962,178.09,183.12,2007-12-19,184.64,180.9,182.98,29552800
1963,182.07,187.21,2007-12-20,187.83,183.33,185.43,27644900
1964,188.59,193.91,2007-12-21,193.91,189.89,190.12,35498600
1965,193.34,198.8,2007-12-24,199.33,194.79,195.03,17150100
1966,193.49,198.95,2007-12-26,200.96,196.82,199.01,25133300
1967,193.12,198.57,2007-12-27,202.96,197.8,198.95,28411700
1968,194.35,199.83,2007-12-28,201.56,196.88,200.59,24987400
1969,192.64,198.08,2007-12-31,200.5,197.75,199.5,19261900
1970,189.49,194.84,2008-01-02,200.26,192.55,199.27,38542100
1971,189.58,194.93,2008-01-03,197.39,192.69,195.41,30073800
1972,175.11,180.05,2008-01-04,193.0,178.89,191.45,51994000
1973,172.76,177.64,2008-01-07,183.6,170.23,181.25,74006900
1974,166.55,171.25,2008-01-08,182.46,170.8,180.14,54422000
1975,174.48,179.4,2008-01-09,179.5,168.3,171.3,64781500
1976,173.13,178.02,2008-01-10,181.0,175.41,177.58,52963400
1977,167.95,172.69,2008-01-11,177.85,170.0,176.0,44010200
1978,173.87,178.78,2008-01-14,179.42,175.17,177.52,39301800
1979,164.4,169.04,2008-01-15,179.22,164.66,177.72,83688500
1980,155.26,159.64,2008-01-16,169.01,156.7,165.23,79065900
1981,156.47,160.89,2008-01-17,165.36,158.42,161.51,62780700
1982,156.93,161.36,2008-01-18,165.75,159.61,161.71,61583700
1983,151.37,155.64,2008-01-22,159.98,146.0,148.06,86955500
1984,135.25,139.07,2008-01-23,140.0,126.14,136.19,120463200
1985,131.88,135.6,2008-01-24,140.7,132.01,139.99,71638100
1986,126.44,130.01,2008-01-25,139.09,129.61,138.99,55526400
1987,126.44,130.01,2008-01-28,133.2,126.45,128.16,52673000
1988,127.93,131.54,2008-01-29,132.79,129.05,131.15,39285100
1989,128.55,132.18,2008-01-30,135.45,130.0,131.37,44394700
1990,131.64,135.36,2008-01-31,136.65,129.4,129.45,48059800
1991,130.08,133.75,2008-02-01,136.59,132.18,136.24,36098000
1992,128.04,131.65,2008-02-04,135.9,131.42,134.21,32115500
1993,125.81,129.36,2008-02-05,134.0,128.9,130.43,40751500
1994,118.65,122.0,2008-02-06,131.92,121.77,130.83,56188300
1995,117.91,121.24,2008-02-07,124.78,117.27,119.97,74404700
1996,122.04,125.48,2008-02-08,125.7,121.6,122.08,48427600
1997,125.9,129.45,2008-02-11,129.98,127.2,128.01,42908300
1998,121.43,124.86,2008-02-12,131.0,123.62,130.7,43785000
1999,125.85,129.4,2008-02-13,129.78,125.63,126.68,34590500
2000,123.96,127.46,2008-02-14,130.8,127.01,129.4,34074900
2001,121.21,124.63,2008-02-15,127.08,124.06,126.27,32189300
2002,118.83,122.18,2008-02-19,126.75,121.44,125.99,35894500
2003,120.42,123.82,2008-02-20,124.6,121.68,122.2,34551400
2004,118.2,121.54,2008-02-21,126.47,120.86,126.05,33504100
2005,116.18,119.46,2008-02-22,122.51,115.87,122.48,54638500
2006,116.45,119.74,2008-02-25,120.17,116.66,118.59,44884800
2007,115.88,119.15,2008-02-26,121.09,115.44,117.64,53746000
2008,119.59,122.96,2008-02-27,123.05,118.09,118.23,52683500
2009,126.34,129.91,2008-02-28,132.2,125.77,127.2,57794800
2010,121.59,125.02,2008-02-29,130.21,124.8,129.29,44838600
2011,118.39,121.73,2008-03-03,125.98,118.0,124.44,56894400
2012,121.2,124.62,2008-03-04,124.88,120.4,121.99,63763700
2013,121.07,124.49,2008-03-05,125.14,122.25,123.58,43637000
2014,117.61,120.93,2008-03-06,127.5,120.81,124.61,52632100
2015,118.89,122.25,2008-03-07,122.98,119.05,120.41,43945100
2016,116.4,119.69,2008-03-10,123.46,119.37,121.98,35699600
2017,123.85,127.35,2008-03-11,127.48,122.0,124.1,41569400
2018,122.57,126.03,2008-03-12,128.68,125.17,127.04,37843900
2019,124.43,127.94,2008-03-13,129.5,123.0,124.1,45075100
2020,123.13,126.61,2008-03-14,130.3,124.2,129.88,41308600
2021,123.25,126.73,2008-03-17,128.59,122.55,122.55,38307100
2022,129.17,132.82,2008-03-18,133.0,128.67,129.18,43040000
2023,126.11,129.67,2008-03-19,134.29,129.67,133.12,36090600
2024,129.61,133.27,2008-03-20,133.29,129.18,131.12,32456700
2025,135.7,139.53,2008-03-24,140.85,133.64,134.01,38104300
2026,137.11,140.98,2008-03-25,143.1,137.33,139.96,37585400
2027,141.08,145.06,2008-03-26,145.74,140.64,140.87,42217300
2028,136.4,140.25,2008-03-27,145.31,139.99,144.95,35708200
2029,139.08,143.01,2008-03-28,144.65,141.6,141.8,25521800
2030,139.56,143.5,2008-03-31,145.71,142.52,143.27,27430900
2031,145.43,149.53,2008-04-01,149.66,143.61,146.3,36877400
2032,143.44,147.49,2008-04-02,151.2,145.85,148.78,37320300
2033,147.45,151.61,2008-04-03,153.63,147.0,147.06,37556000
2034,148.88,153.08,2008-04-04,154.71,150.75,152.19,30514900
2035,151.61,155.89,2008-04-07,159.69,155.11,156.13,41368800
2036,148.64,152.84,2008-04-08,156.45,152.32,153.55,36224800
2037,147.28,151.44,2008-04-09,153.89,150.46,153.31,31192800
2038,150.31,154.55,2008-04-10,155.42,150.6,151.13,34134400
2039,143.1,147.14,2008-04-11,153.3,146.4,152.72,43217000
2040,143.72,147.78,2008-04-14,149.25,144.54,146.77,30181700
2041,144.31,148.38,2008-04-15,149.72,145.72,149.4,24929900
2042,149.48,153.7,2008-04-16,154.1,150.62,151.72,28420500
2043,150.25,154.49,2008-04-17,156.0,153.35,154.17,25152400
2044,156.62,161.04,2008-04-18,162.26,158.38,159.12,36670200
2045,163.54,168.16,2008-04-21,168.5,161.76,162.21,37112600
2046,155.8,160.2,2008-04-22,168.0,158.09,167.4,51413300
2047,158.42,162.89,2008-04-23,164.84,161.08,164.05,53721100
2048,164.3,168.94,2008-04-24,169.98,159.19,165.34,60573800
2049,165.07,169.73,2008-04-25,171.1,166.42,170.7,35445500
2050,167.51,172.24,2008-04-28,173.75,169.13,169.75,28114800
2051,170.25,175.05,2008-04-29,175.66,170.25,171.11,32981300
2052,169.18,173.95,2008-04-30,180.0,172.92,176.19,40697300
2053,175.06,180.0,2008-05-01,180.0,174.86,174.96,32270600
2054,175.97,180.94,2008-05-02,181.92,178.55,180.19,35931500
2055,179.66,184.73,2008-05-05,185.31,181.05,181.92,30519900
2056,181.54,186.66,2008-05-06,187.12,182.18,184.66,32816800
2057,177.58,182.59,2008-05-07,188.2,180.54,186.05,41326200
2058,179.98,185.06,2008-05-08,186.5,183.07,183.77,32110200
2059,178.41,183.45,2008-05-09,184.25,181.37,183.16,24038300
2060,183.0,188.16,2008-05-12,188.87,182.85,185.21,29234400
2061,184.75,189.96,2008-05-13,191.45,187.86,188.61,29401300
2062,181.15,186.26,2008-05-14,192.24,185.57,191.23,32743700
2063,184.52,189.73,2008-05-15,189.9,184.2,186.81,31186000
2064,182.47,187.62,2008-05-16,190.3,187.0,190.11,27348900
2065,178.56,183.6,2008-05-19,188.69,181.3,187.86,33779300
2066,180.8,185.9,2008-05-20,186.16,180.12,181.82,34637500
2067,173.3,178.19,2008-05-21,187.95,176.25,185.67,41344900
2068,172.19,177.05,2008-05-22,181.33,172.0,179.26,43097700
2069,176.2,181.17,2008-05-23,181.99,177.8,180.77,32389900
2070,181.31,186.43,2008-05-27,186.43,181.84,182.75,28210900
2071,181.88,187.01,2008-05-28,187.95,183.72,187.41,26570700
2072,181.57,186.69,2008-05-29,188.2,185.5,186.76,23113800
2073,183.57,188.75,2008-05-30,189.54,187.38,187.45,21792300
2074,180.99,186.1,2008-06-02,189.65,184.53,188.6,24280000
2075,180.28,185.37,2008-06-03,188.2,182.34,186.86,26804300
2076,180.11,185.19,2008-06-04,187.09,183.23,184.02,25963700
2077,184.23,189.43,2008-06-05,189.84,185.7,186.34,26980200
2078,180.54,185.64,2008-06-06,189.95,185.55,188.0,34438700
2079,176.63,181.61,2008-06-09,184.94,175.75,184.79,67442600
2080,180.54,185.64,2008-06-10,186.78,179.02,180.51,40728600
2081,175.85,180.81,2008-06-11,186.0,179.59,184.34,34341100
2082,168.5,173.26,2008-06-12,182.6,171.2,181.49,46726200
2083,167.64,172.37,2008-06-13,174.16,165.31,171.64,48069900
2084,171.99,176.84,2008-06-16,177.9,169.07,171.3,37561800
2085,176.45,181.43,2008-06-17,181.99,177.41,178.1,32130600
2086,173.84,178.75,2008-06-18,182.2,177.35,181.12,28981000
2087,175.93,180.9,2008-06-19,182.34,176.8,178.55,28283900
2088,170.46,175.27,2008-06-20,181.0,175.0,179.35,31727400
2089,168.41,173.16,2008-06-23,175.88,171.56,174.74,23063600
2090,168.49,173.25,2008-06-24,175.78,171.63,172.37,22212400
2091,172.52,177.39,2008-06-25,178.83,173.88,174.61,23016100
2092,163.64,168.26,2008-06-26,174.84,168.01,174.07,31057500
2093,165.42,170.09,2008-06-27,170.57,164.15,166.51,37223200
2094,162.84,167.44,2008-06-30,172.0,166.62,170.19,24435600
2095,169.89,174.68,2008-07-01,174.72,164.0,164.23,39688600
2096,163.56,168.18,2008-07-02,177.45,168.18,175.2,29911400
2097,165.45,170.12,2008-07-03,172.17,165.75,169.59,18691500
2098,170.35,175.16,2008-07-07,177.13,171.9,173.16,29299700
2099,174.62,179.55,2008-07-08,179.7,172.74,175.4,31726800
2100,169.47,174.25,2008-07-09,180.91,174.14,180.2,31992000
2101,171.78,176.63,2008-07-10,177.34,171.37,174.92,30024600
2102,167.84,172.58,2008-07-11,177.11,171.0,175.47,33214700
2103,169.11,173.88,2008-07-14,179.3,173.08,179.24,31644800
2104,164.98,169.64,2008-07-15,173.74,166.39,172.48,37144400
2105,168.07,172.81,2008-07-16,172.93,168.6,170.2,26706800
2106,167.09,171.81,2008-07-17,174.98,171.39,174.1,27054500
2107,160.62,165.15,2008-07-18,169.65,165.0,168.52,31014800
2108,161.73,166.29,2008-07-21,167.5,161.12,166.9,48588200
2109,157.57,162.02,2008-07-22,162.76,146.53,149.0,67128300
2110,161.7,166.26,2008-07-23,168.37,161.56,164.99,37920300
2111,154.67,159.03,2008-07-24,165.26,158.45,164.32,29986400
2112,157.67,162.12,2008-07-25,163.0,158.65,160.4,22629900
2113,150.16,154.4,2008-07-28,162.47,154.02,162.34,27882600
2114,152.77,157.08,2008-07-29,159.45,153.65,155.41,24431100
2115,155.49,159.88,2008-07-30,160.49,156.08,157.78,25899400
2116,154.59,158.95,2008-07-31,162.2,156.98,157.54,22767800
2117,152.36,156.66,2008-08-01,159.99,155.75,159.9,19451400
2118,149.02,153.23,2008-08-04,157.9,152.91,156.6,21161700
2119,156.23,160.64,2008-08-05,160.8,154.82,155.42,24584700
2120,159.68,164.19,2008-08-06,167.4,158.0,159.97,28264600
