Country,Year,fertility,life,population,child_mortality,gdp,region
Mauritius,2007,1.6280000000000001,72.749,1275650.0,16.0,13901.0,Sub-Saharan Africa
Mauritius,2008,1.579,72.87100000000001,1283849.0,15.8,14615.0,Sub-Saharan Africa
Mauritius,2009,1.544,73.001,1291609.0,15.5,15020.0,Sub-Saharan Africa
Mauritius,2010,1.521,73.142,1299172.0,15.2,15599.0,Sub-Saharan Africa
Mauritius,2011,1.51,73.295,1306593.0,14.9,16179.0,Sub-Saharan Africa
Mauritius,2012,1.504,73.453,1313803.0,14.6,16651.0,Sub-Saharan Africa
Mauritius,2013,1.501,73.613,1320785.0,14.3,17146.0,Sub-Saharan Africa
Mayotte,1964,7.91,58.247,29175.0,,,Sub-Saharan Africa
Mayotte,1965,7.91,58.98,30455.0,,,Sub-Saharan Africa
Mayotte,1966,7.91,59.696000000000005,31684.0,,,Sub-Saharan Africa
Mayotte,1967,7.91,60.391999999999996,32881.0,,,Sub-Saharan Africa
Mayotte,1968,7.91,61.068000000000005,34087.0,,,Sub-Saharan Africa
Mayotte,1969,7.91,61.725,35364.0,,,Sub-Saharan Africa
Mayotte,1970,7.912000000000001,62.364,36755.0,,,Sub-Saharan Africa
Mayotte,1971,7.917999999999999,62.985,38290.0,,,Sub-Saharan Africa
Mayotte,1972,7.928,63.588,39955.0,,,Sub-Saharan Africa
Mayotte,1973,7.94,64.17399999999999,41712.0,,,Sub-Saharan Africa
Mayotte,1974,7.95,64.744,43495.0,,,Sub-Saharan Africa
Mayotte,1975,7.952999999999999,65.298,45268.0,,,Sub-Saharan Africa
Mayotte,1976,7.941,65.83800000000001,47016.0,,,Sub-Saharan Africa
Mayotte,1977,7.909,66.36399999999999,48777.0,,,Sub-Saharan Africa
Mayotte,1978,7.854,66.876,50630.0,,,Sub-Saharan Africa
Mayotte,1979,7.777,67.376,52684.0,,,Sub-Saharan Africa
Mayotte,1980,7.681,67.863,55016.0,37.24,,Sub-Saharan Africa
Mayotte,1981,7.5760000000000005,68.337,57665.0,34.95,,Sub-Saharan Africa
Mayotte,1982,7.468999999999999,68.79899999999999,60618.0,32.8,,Sub-Saharan Africa
Mayotte,1983,7.36,69.249,63844.0,30.79,,Sub-Saharan Africa
Mayotte,1984,7.249,69.688,67287.0,28.9,,Sub-Saharan Africa
Mayotte,1985,7.12,70.116,70912.0,27.12,,Sub-Saharan Africa
Mayotte,1986,6.955,70.536,74685.0,25.45,,Sub-Saharan Africa
Mayotte,1987,6.745,70.947,78630.0,23.89,,Sub-Saharan Africa
Mayotte,1988,6.4879999999999995,71.352,82829.0,22.42,,Sub-Saharan Africa
Mayotte,1989,6.193,71.749,87402.0,21.04,,Sub-Saharan Africa
Mayotte,1990,5.88,72.141,92413.0,19.75,,Sub-Saharan Africa
Mayotte,1991,5.577000000000001,72.527,97901.0,18.53,,Sub-Saharan Africa
Mayotte,1992,5.307,72.906,103795.0,17.4,,Sub-Saharan Africa
Mayotte,1993,5.088,73.278,109918.0,16.33,,Sub-Saharan Africa
Mayotte,1994,4.928,73.642,116028.0,15.33,,Sub-Saharan Africa
Mayotte,1995,4.822,74.0,121949.0,14.38,,Sub-Saharan Africa
Mayotte,1996,4.7589999999999995,74.351,127624.0,13.5,,Sub-Saharan Africa
Mayotte,1997,4.718,74.695,133089.0,12.67,,Sub-Saharan Africa
Mayotte,1998,4.678999999999999,75.032,138384.0,11.9,,Sub-Saharan Africa
Mayotte,1999,4.636,75.362,143585.0,11.17,,Sub-Saharan Africa
Mayotte,2000,4.587,75.687,148753.0,10.48,,Sub-Saharan Africa
Mayotte,2001,4.5360000000000005,76.009,153887.0,9.84,,Sub-Saharan Africa
Mayotte,2002,4.488,76.32600000000001,158983.0,9.23,,Sub-Saharan Africa
Mayotte,2003,4.449,76.639,164101.0,8.67,,Sub-Saharan Africa
Mayotte,2004,4.416,76.946,169315.0,8.14,,Sub-Saharan Africa
Mayotte,2005,4.3839999999999995,77.244,174681.0,7.64,,Sub-Saharan Africa
Mayotte,2006,4.3469999999999995,77.529,180217.0,7.17,,Sub-Saharan Africa
Mayotte,2007,4.3,77.79899999999999,185922.0,6.72,,Sub-Saharan Africa
Mayotte,2008,4.24,78.05199999999999,191805.0,6.31,,Sub-Saharan Africa
Mayotte,2009,4.167,78.291,197870.0,5.92,,Sub-Saharan Africa
Mayotte,2010,4.082,78.51899999999999,204114.0,5.56,,Sub-Saharan Africa
Mayotte,2011,3.989,78.742,210552.0,5.23,,Sub-Saharan Africa
Mayotte,2012,3.8939999999999997,78.964,217172.0,4.94,,Sub-Saharan Africa
Mayotte,2013,3.802,79.19,223907.0,4.69,,Sub-Saharan Africa
Mexico,1964,6.767,59.076,43574687.0,127.3,7045.0,America
Mexico,1965,6.769,59.45399999999999,44898430.0,124.6,7283.0,America
Mexico,1966,6.773,59.81399999999999,46229966.0,122.0,7559.0,America
Mexico,1967,6.777,60.172,47572205.0,119.1,7795.0,America
Mexico,1968,6.775,60.543,48943844.0,115.8,8183.0,America
Mexico,1969,6.76,60.93899999999999,50370262.0,112.3,8441.0,America
Mexico,1970,6.72,61.369,51868335.0,108.6,8757.0,America
Mexico,1971,6.643,61.836000000000006,53441943.0,104.9,8810.0,America
Mexico,1972,6.525,62.333,55081201.0,101.1,9253.0,America
Mexico,1973,6.364,62.851000000000006,56771626.0,97.7,9694.0,America
Mexico,1974,6.164,63.38399999999999,58492118.0,94.5,9960.0,America
Mexico,1975,5.932,63.928000000000004,60224601.0,91.5,10234.0,America
Mexico,1976,5.678999999999999,64.47399999999999,61969362.0,88.6,10391.0,America
Mexico,1977,5.417999999999999,65.016,63723359.0,85.6,10456.0,America
Mexico,1978,5.162999999999999,65.548,65461471.0,82.4,11118.0,America
Mexico,1979,4.9239999999999995,66.065,67152555.0,78.8,11912.0,America
Mexico,1980,4.705,66.563,68776411.0,75.1,12716.0,America
Mexico,1981,4.51,67.041,70318386.0,71.3,13501.0,America
Mexico,1982,4.334,67.503,71788766.0,67.6,13126.0,America
Mexico,1983,4.1739999999999995,67.95100000000001,73223336.0,64.3,12384.0,America
Mexico,1984,4.029,68.387,74673296.0,61.4,12546.0,America
Mexico,1985,3.898,68.812,76175154.0,58.7,12562.0,America
Mexico,1986,3.778,69.22800000000001,77741110.0,56.2,11923.0,America
Mexico,1987,3.6689999999999996,69.637,79358780.0,53.8,11894.0,America
Mexico,1988,3.5660000000000003,70.04,81010093.0,51.4,11817.0,America
Mexico,1989,3.468,70.44,82666457.0,49.0,12079.0,America
Mexico,1990,3.375,70.83800000000001,84306602.0,46.6,12479.0,America
Mexico,1991,3.285,71.238,85923799.0,44.1,12738.0,America
Mexico,1992,3.199,71.64,87523328.0,41.7,12925.0,America
Mexico,1993,3.117,72.039,89109703.0,39.4,13172.0,America
Mexico,1994,3.04,72.434,90691331.0,37.2,13516.0,America
Mexico,1995,2.966,72.818,92272749.0,35.0,12491.0,America
Mexico,1996,2.8960000000000004,73.181,93858373.0,33.0,12979.0,America
Mexico,1997,2.8310000000000004,73.52,95441345.0,31.0,13634.0,America
Mexico,1998,2.77,73.832,97001933.0,29.1,14033.0,America
Mexico,1999,2.7119999999999997,74.117,98513690.0,27.3,14177.0,America
Mexico,2000,2.659,74.38,99959594.0,25.6,14704.0,America
Mexico,2001,2.61,74.62899999999999,101329543.0,24.1,14411.0,America
Mexico,2002,2.565,74.872,102634153.0,22.6,14243.0,America
Mexico,2003,2.523,75.116,103902569.0,21.4,14268.0,America
Mexico,2004,2.484,75.36399999999999,105175967.0,20.4,14700.0,America
Mexico,2005,2.448,75.617,106483757.0,19.5,14961.0,America
Mexico,2006,2.4130000000000003,75.87100000000001,107835259.0,18.9,15516.0,America
Mexico,2007,2.379,76.123,109220753.0,18.4,15805.0,America
Mexico,2008,2.346,76.367,110627158.0,17.9,15826.0,America
Mexico,2009,2.313,76.605,112033369.0,17.4,14893.0,America
Mexico,2010,2.281,76.836,113423047.0,16.8,15460.0,America
Mexico,2011,2.248,77.06,114793341.0,16.0,15887.0,America
Mexico,2012,2.2159999999999997,77.281,116146768.0,15.3,16320.0,America
Mexico,2013,2.185,77.501,117478371.0,14.5,16346.0,America
"Micronesia, Fed. Sts.",1964,6.893,59.176,50481.0,113.73,1542.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1965,6.894,59.576,52236.0,109.88,1573.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1966,6.9,59.979,54199.0,106.07,1605.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1967,6.9110000000000005,60.386,56322.0,102.34,1637.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1968,6.9239999999999995,60.797,58403.0,98.78,1670.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1969,6.935,61.211000000000006,60166.0,95.41,1704.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1970,6.938,61.63399999999999,61431.0,92.23,1738.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1971,6.925,62.071000000000005,62105.0,88.68,1760.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1972,6.894,62.519,62297.0,84.88,1774.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1973,6.8420000000000005,62.971000000000004,62288.0,81.24,2377.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1974,6.77,63.419,62474.0,77.75,2735.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1975,6.682,63.843,63143.0,74.42,2709.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1976,6.586,64.225,64383.0,71.22,2667.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1977,6.49,64.55199999999999,66106.0,68.17,2662.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1978,6.398,64.817,68217.0,65.24,2726.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1979,6.311,65.02199999999999,70546.0,62.44,2692.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1980,6.223,65.172,72962.0,61.59,2417.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1981,6.129,65.281,75456.0,57.2,2565.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1982,6.02,65.369,78048.0,58.0,2418.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1983,5.894,65.453,80667.0,58.7,2392.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1984,5.752000000000001,65.542,83232.0,59.0,2229.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1985,5.6,65.642,85682.0,59.0,2529.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1986,5.446000000000001,65.753,87950.0,58.6,2663.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1987,5.2989999999999995,65.868,90037.0,58.0,2656.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1988,5.167000000000001,65.983,92040.0,57.1,2756.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1989,5.052,66.098,94105.0,56.3,2715.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1990,4.958,66.212,96319.0,55.6,2763.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1991,4.882,66.325,98749.0,55.2,2894.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1992,4.82,66.439,101314.0,55.0,2933.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1993,4.766,66.55199999999999,103780.0,55.1,3094.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1994,4.716,66.665,105825.0,55.3,3016.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1995,4.664,66.77600000000001,107233.0,55.6,3185.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1996,4.6080000000000005,66.884,107904.0,55.9,3063.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1997,4.544,66.99,107947.0,56.0,2873.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1998,4.471,67.092,107605.0,55.6,2966.0,East Asia & Pacific
"Micronesia, Fed. Sts.",1999,4.39,67.195,107237.0,54.9,3018.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2000,4.3,67.3,107103.0,53.9,3167.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2001,4.204,67.41199999999999,107290.0,52.8,3230.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2002,4.105,67.535,107728.0,51.6,3256.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2003,4.007,67.668,108325.0,50.2,3320.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2004,3.912,67.81,108926.0,48.8,3220.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2005,3.823,67.959,109419.0,47.4,3301.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2006,3.739,68.11,109789.0,45.9,3312.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2007,3.661,68.257,110092.0,44.6,3262.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2008,3.589,68.398,110367.0,43.1,3197.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2009,3.522,68.53,110676.0,42.0,3243.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2010,3.46,68.654,111064.0,40.7,3337.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2011,3.4019999999999997,68.77,111542.0,39.4,3412.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2012,3.347,68.882,112098.0,38.2,3428.0,East Asia & Pacific
"Micronesia, Fed. Sts.",2013,3.2939999999999996,68.993,112726.0,37.0,3286.0,East Asia & Pacific
Moldova,1964,2.989,63.496,3275331.0,87.48,4162.0,Europe & Central Asia
Moldova,1965,2.891,63.856,3335497.0,83.79,4342.0,Europe & Central Asia
Moldova,1966,2.801,64.186,3391966.0,80.26,4499.0,Europe & Central Asia
Moldova,1967,2.722,64.476,3444753.0,76.87,4646.0,Europe & Central Asia
Moldova,1968,2.66,64.718,3495063.0,73.63,4868.0,Europe & Central Asia
Moldova,1969,2.613,64.908,3544593.0,70.52,4887.0,Europe & Central Asia
Moldova,1970,2.582,65.045,3594501.0,67.55,5212.0,Europe & Central Asia
Moldova,1971,2.56,65.134,3645524.0,64.7,5295.0,Europe & Central Asia
Moldova,1972,2.542,65.186,3697183.0,62.9,5270.0,Europe & Central Asia
Moldova,1973,2.523,65.21300000000001,3747974.0,61.3,5656.0,Europe & Central Asia
Moldova,1974,2.503,65.221,3795721.0,59.5,5765.0,Europe & Central Asia
Moldova,1975,2.483,65.209,3838998.0,57.7,5727.0,Europe & Central Asia
Moldova,1976,2.465,65.172,3877052.0,56.1,5941.0,Europe & Central Asia
Moldova,1977,2.455,65.111,3910760.0,54.5,6027.0,Europe & Central Asia
Moldova,1978,2.454,65.03699999999999,3942280.0,53.1,6124.0,Europe & Central Asia
Moldova,1979,2.4619999999999997,64.971,3974656.0,51.7,6044.0,Europe & Central Asia
Moldova,1980,2.481,64.95100000000001,4009998.0,50.3,6002.0,Europe & Central Asia
Moldova,1981,2.51,65.02199999999999,4048772.0,48.9,6008.0,Europe & Central Asia
Moldova,1982,2.546,65.205,4090009.0,47.2,6104.0,Europe & Central Asia
Moldova,1983,2.585,65.499,4132576.0,45.2,6246.0,Europe & Central Asia
Moldova,1984,2.62,65.887,4174737.0,43.1,6266.0,Europe & Central Asia
Moldova,1985,2.6430000000000002,66.33,4214996.0,40.9,6266.0,Europe & Central Asia
Moldova,1986,2.6460000000000004,66.77199999999999,4252952.0,38.8,6466.0,Europe & Central Asia
Moldova,1987,2.625,67.157,4288276.0,36.7,6494.0,Europe & Central Asia
Moldova,1988,2.5780000000000003,67.44,4319579.0,34.9,6578.0,Europe & Central Asia
Moldova,1989,2.506,67.605,4345236.0,33.6,6643.0,Europe & Central Asia
Moldova,1990,2.4130000000000003,67.643,4363950.0,33.1,6440.0,Europe & Central Asia
Moldova,1991,2.305,67.563,4375242.0,33.3,5395.0,Europe & Central Asia
Moldova,1992,2.191,67.40899999999999,4378913.0,34.2,3822.0,Europe & Central Asia
Moldova,1993,2.079,67.222,4374366.0,35.6,3780.0,Europe & Central Asia
Moldova,1994,1.975,67.031,4361061.0,37.0,2620.0,Europe & Central Asia
Moldova,1995,1.882,66.867,4338750.0,38.2,2596.0,Europe & Central Asia
Moldova,1996,1.801,66.76100000000001,4307683.0,38.5,2466.0,Europe & Central Asia
Moldova,1997,1.73,66.721,4268370.0,38.0,2515.0,Europe & Central Asia
Moldova,1998,1.6669999999999998,66.75,4221290.0,36.6,2353.0,Europe & Central Asia
Moldova,1999,1.6130000000000002,66.84899999999999,4167099.0,34.3,2276.0,Europe & Central Asia
Moldova,2000,1.568,67.007,4106736.0,31.4,2329.0,Europe & Central Asia
Moldova,2001,1.535,67.205,4040204.0,28.4,2476.0,Europe & Central Asia
Moldova,2002,1.511,67.416,3968812.0,25.4,2676.0,Europe & Central Asia
Moldova,2003,1.4969999999999999,67.617,3896409.0,22.9,2860.0,Europe & Central Asia
Moldova,2004,1.489,67.796,3827906.0,20.9,3080.0,Europe & Central Asia
Moldova,2005,1.4869999999999999,67.949,3766876.0,19.5,3318.0,Europe & Central Asia
Moldova,2006,1.4869999999999999,68.078,3714961.0,18.6,3487.0,Europe & Central Asia
Moldova,2007,1.4880000000000002,68.195,3671540.0,18.0,3603.0,Europe & Central Asia
Moldova,2008,1.4869999999999999,68.31,3635059.0,17.6,3890.0,Europe & Central Asia
Moldova,2009,1.483,68.425,3602853.0,17.3,3661.0,Europe & Central Asia
Moldova,2010,1.4769999999999999,68.541,3572885.0,17.1,3925.0,Europe & Central Asia
Moldova,2011,1.469,68.66,3544864.0,16.9,4179.0,Europe & Central Asia
Moldova,2012,1.462,68.779,3519266.0,16.7,4151.0,Europe & Central Asia
Moldova,2013,1.456,68.899,3495657.0,16.4,4542.0,Europe & Central Asia
Mongolia,1964,7.558,51.771,1076571.0,217.76,1383.0,East Asia & Pacific
Mongolia,1965,7.593,52.461000000000006,1109312.0,214.81,1431.0,East Asia & Pacific
Mongolia,1966,7.599,53.097,1142272.0,211.9,1479.0,East Asia & Pacific
Mongolia,1967,7.591,53.701,1175616.0,209.03,1532.0,East Asia & Pacific
Mongolia,1968,7.584,54.285,1209647.0,206.2,1584.0,East Asia & Pacific
Mongolia,1969,7.577999999999999,54.843999999999994,1244846.0,203.4,1637.0,East Asia & Pacific
Mongolia,1970,7.569,55.363,1281535.0,200.65,1695.0,East Asia & Pacific
Mongolia,1971,7.546,55.818000000000005,1319817.0,197.93,1731.0,East Asia & Pacific
Mongolia,1972,7.497000000000001,56.192,1359478.0,195.24,1748.0,East Asia & Pacific
Mongolia,1973,7.412999999999999,56.477,1400150.0,192.6,1854.0,East Asia & Pacific
Mongolia,1974,7.294,56.676,1441311.0,189.99,1886.0,East Asia & Pacific
Mongolia,1975,7.144,56.79600000000001,1482599.0,187.42,1949.0,East Asia & Pacific
Mongolia,1976,6.968999999999999,56.848,1523908.0,184.88,1975.0,East Asia & Pacific
Mongolia,1977,6.78,56.86,1565380.0,182.37,2121.0,East Asia & Pacific
Mongolia,1978,6.587000000000001,56.86,1607212.0,179.9,2167.0,East Asia & Pacific
Mongolia,1979,6.395,56.875,1649710.0,172.7,2211.0,East Asia & Pacific
Mongolia,1980,6.209,56.93600000000001,1693122.0,165.9,2502.0,East Asia & Pacific
Mongolia,1981,6.0329999999999995,57.073,1736994.0,159.4,2223.0,East Asia & Pacific
Mongolia,1982,5.864,57.294,1781213.0,153.3,2587.0,East Asia & Pacific
Mongolia,1983,5.696000000000001,57.593999999999994,1826717.0,147.4,2911.0,East Asia & Pacific
Mongolia,1984,5.526,57.967,1874774.0,141.5,3256.0,East Asia & Pacific
Mongolia,1985,5.345,58.391000000000005,1926002.0,135.8,3188.0,East Asia & Pacific
Mongolia,1986,5.14,58.835,1981170.0,130.0,3359.0,East Asia & Pacific
Mongolia,1987,4.906000000000001,59.266000000000005,2039204.0,124.2,3573.0,East Asia & Pacific
Mongolia,1988,4.644,59.656000000000006,2096653.0,118.5,3694.0,East Asia & Pacific
Mongolia,1989,4.356,59.992,2148850.0,113.1,3609.0,East Asia & Pacific
Mongolia,1990,4.052,60.269,2192553.0,107.8,5122.0,East Asia & Pacific
Mongolia,1991,3.7460000000000004,60.488,2226469.0,102.8,4606.0,East Asia & Pacific
Mongolia,1992,3.451,60.67100000000001,2251861.0,98.0,4132.0,East Asia & Pacific
Mongolia,1993,3.18,60.843,2271236.0,93.4,3966.0,East Asia & Pacific
Mongolia,1994,2.9410000000000003,61.016999999999996,2288370.0,89.0,4020.0,East Asia & Pacific
Mongolia,1995,2.738,61.213,2306131.0,84.6,4244.0,East Asia & Pacific
Mongolia,1996,2.57,61.449,2325369.0,80.3,4304.0,East Asia & Pacific
Mongolia,1997,2.43,61.732,2345618.0,75.9,4435.0,East Asia & Pacific
Mongolia,1998,2.312,62.066,2366895.0,71.5,4544.0,East Asia & Pacific
Mongolia,1999,2.2159999999999997,62.449,2388862.0,67.1,4643.0,East Asia & Pacific
Mongolia,2000,2.144,62.876000000000005,2411369.0,62.7,4655.0,East Asia & Pacific
Mongolia,2001,2.102,63.339,2434515.0,58.4,4748.0,East Asia & Pacific
Mongolia,2002,2.089,63.817,2458853.0,54.3,4925.0,East Asia & Pacific
Mongolia,2003,2.103,64.294,2485177.0,50.4,5216.0,East Asia & Pacific
Mongolia,2004,2.141,64.756,2514462.0,46.8,5706.0,East Asia & Pacific
Mongolia,2005,2.193,65.19,2547339.0,43.4,6047.0,East Asia & Pacific
Mongolia,2006,2.254,65.587,2584143.0,40.3,6480.0,East Asia & Pacific
Mongolia,2007,2.315,65.947,2624509.0,37.4,7046.0,East Asia & Pacific
Mongolia,2008,2.3680000000000003,66.27199999999999,2667474.0,34.8,7563.0,East Asia & Pacific
Mongolia,2009,2.41,66.564,2711659.0,32.3,7357.0,East Asia & Pacific
Mongolia,2010,2.437,66.825,2756001.0,30.0,7708.0,East Asia & Pacific
Mongolia,2011,2.447,67.063,2800114.0,28.0,8905.0,East Asia & Pacific
Mongolia,2012,2.4459999999999997,67.286,2844081.0,26.2,9851.0,East Asia & Pacific
Mongolia,2013,2.436,67.503,2887863.0,24.7,10833.0,East Asia & Pacific
Montenegro,1964,3.093,66.411,500745.0,73.53,8135.0,Europe & Central Asia
Montenegro,1965,2.9939999999999998,66.99,506646.0,69.57,8288.0,Europe & Central Asia
Montenegro,1966,2.906,67.556,510527.0,65.74,8667.0,Europe & Central Asia
Montenegro,1967,2.833,68.126,512701.0,62.47,8756.0,Europe & Central Asia
Montenegro,1968,2.773,68.707,514031.0,58.93,8882.0,Europe & Central Asia
Montenegro,1969,2.7260000000000004,69.293,515746.0,55.57,9816.0,Europe & Central Asia
Montenegro,1970,2.6889999999999996,69.869,518727.0,52.38,10228.0,Europe & Central Asia
Montenegro,1971,2.657,70.413,523214.0,49.83,11328.0,Europe & Central Asia
Montenegro,1972,2.625,70.906,528905.0,47.39,11634.0,Europe & Central Asia
Montenegro,1973,2.59,71.334,535454.0,45.5,11943.0,Europe & Central Asia
Montenegro,1974,2.549,71.695,542304.0,43.63,13388.0,Europe & Central Asia
Montenegro,1975,2.503,71.993,548999.0,41.57,13294.0,Europe & Central Asia
Montenegro,1976,2.4530000000000003,72.242,555632.0,39.61,13601.0,Europe & Central Asia
Montenegro,1977,2.4019999999999997,72.46,562247.0,37.74,14481.0,Europe & Central Asia
Montenegro,1978,2.354,72.664,568285.0,35.96,15175.0,Europe & Central Asia
Montenegro,1979,2.309,72.862,573036.0,34.26,16108.0,Europe & Central Asia
Montenegro,1980,2.266,73.057,576069.0,30.25,16814.0,Europe & Central Asia
Montenegro,1981,2.225,73.245,577041.0,29.68,17041.0,Europe & Central Asia
Montenegro,1982,2.185,73.419,576292.0,29.03,17085.0,Europe & Central Asia
Montenegro,1983,2.145,73.57600000000001,574920.0,28.31,17165.0,Europe & Central Asia
Montenegro,1984,2.104,73.718,574459.0,26.9,17534.0,Europe & Central Asia
Montenegro,1985,2.063,73.84899999999999,575997.0,24.6,17613.0,Europe & Central Asia
Montenegro,1986,2.022,73.97399999999999,579821.0,22.4,18274.0,Europe & Central Asia
Montenegro,1987,1.98,74.09899999999999,585546.0,20.5,18015.0,Europe & Central Asia
Montenegro,1988,1.94,74.225,592740.0,18.9,17714.0,Europe & Central Asia
Montenegro,1989,1.902,74.352,600697.0,17.6,17442.0,Europe & Central Asia
Montenegro,1990,1.869,74.482,608816.0,16.6,16136.0,Europe & Central Asia
Montenegro,1991,1.8430000000000002,74.613,617144.0,16.0,14269.0,Europe & Central Asia
Montenegro,1992,1.825,74.741,625630.0,15.6,10808.0,Europe & Central Asia
Montenegro,1993,1.815,74.854,633443.0,15.3,6780.0,Europe & Central Asia
Montenegro,1994,1.8130000000000002,74.943,639542.0,15.2,6788.0,Europe & Central Asia
Montenegro,1995,1.815,74.985,643227.0,15.1,7635.0,Europe & Central Asia
Montenegro,1996,1.82,74.95100000000001,644121.0,15.0,9559.0,Europe & Central Asia
Montenegro,1997,1.824,74.836,642533.0,14.9,9978.0,Europe & Central Asia
Montenegro,1998,1.8259999999999998,74.645,639309.0,14.6,10482.0,Europe & Central Asia
Montenegro,1999,1.8230000000000002,74.396,635689.0,14.3,9506.0,Europe & Central Asia
Montenegro,2000,1.815,74.125,632606.0,13.8,9803.0,Europe & Central Asia
Montenegro,2001,1.804,73.875,630299.0,13.2,9871.0,Europe & Central Asia
Montenegro,2002,1.7919999999999998,73.687,628594.0,12.6,10019.0,Europe & Central Asia
Montenegro,2003,1.7790000000000001,73.585,627500.0,11.9,10228.0,Europe & Central Asia
Montenegro,2004,1.767,73.58,626912.0,11.1,10659.0,Europe & Central Asia
Montenegro,2005,1.756,73.665,626739.0,10.4,11090.0,Europe & Central Asia
Montenegro,2006,1.745,73.819,627074.0,9.6,12025.0,Europe & Central Asia
Montenegro,2007,1.734,74.002,627962.0,8.9,13288.0,Europe & Central Asia
Montenegro,2008,1.722,74.183,629185.0,8.1,14183.0,Europe & Central Asia
Montenegro,2009,1.71,74.348,630435.0,7.4,13352.0,Europe & Central Asia
Montenegro,2010,1.6980000000000002,74.48899999999999,631490.0,6.8,13656.0,Europe & Central Asia
Montenegro,2011,1.6869999999999998,74.608,632261.0,6.2,14082.0,Europe & Central Asia
Montenegro,2012,1.676,74.715,632796.0,5.7,13712.0,Europe & Central Asia
Montenegro,2013,1.666,74.821,633167.0,5.3,14156.0,Europe & Central Asia
Morocco,1964,7.119,50.167,12959397.0,219.3,2040.0,Middle East & North Africa
Morocco,1965,7.081,50.592,13323000.0,214.1,2064.0,Middle East & North Africa
Morocco,1966,7.024,51.007,13703369.0,208.7,2130.0,Middle East & North Africa
Morocco,1967,6.952999999999999,51.413000000000004,14098444.0,203.4,2198.0,Middle East & North Africa
Morocco,1968,6.871,51.808,14502647.0,198.1,2267.0,Middle East & North Africa
Morocco,1969,6.781000000000001,52.196000000000005,14908265.0,193.2,2338.0,Middle East & North Africa
Morocco,1970,6.687,52.576,15309995.0,188.7,2411.0,Middle East & North Africa
Morocco,1971,6.587999999999999,52.945,15706226.0,184.4,2484.0,Middle East & North Africa
Morocco,1972,6.485,53.31100000000001,16099392.0,180.4,2492.0,Middle East & North Africa
Morocco,1973,6.38,53.684,16493298.0,176.1,2530.0,Middle East & North Africa
Morocco,1974,6.273,54.075,16893643.0,171.4,2616.0,Middle East & North Africa
Morocco,1975,6.167999999999999,54.501999999999995,17304995.0,166.2,2737.0,Middle East & North Africa
Morocco,1976,6.067,54.986999999999995,17726625.0,160.4,2979.0,Middle East & North Africa
Morocco,1977,5.97,55.537,18158169.0,154.1,3066.0,Middle East & North Africa
Morocco,1978,5.876,56.155,18604851.0,147.4,3096.0,Middle East & North Africa
Morocco,1979,5.782,56.838,19073204.0,140.6,3176.0,Middle East & North Africa
Morocco,1980,5.682,57.576,19566920.0,133.8,3402.0,Middle East & North Africa
