state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
OH,Hardin County,13114,5013,7749,352,39.26,east
NJ,Hudson County,211312,154140,55360,1812,73.57,east
IA,Lee County,17224,9821,7062,341,58.17,west
NY,Queens County,640137,480692,155221,4224,75.59,east
NJ,Hunterdon County,69849,29776,39092,981,43.24,east
PA,Lehigh County,152473,87089,63382,2002,57.88,east
NE,Otoe County,7092,2915,4033,144,41.95,west
NJ,Somerset County,151078,79321,70085,1672,53.09,east
IL,McLean County,75750,37689,36767,1294,50.62,east
CO,Phillips County,2260,622,1612,26,27.83,west
IL,Tazewell County,63854,29384,33247,1223,46.92,east
PA,Huntingdon County,18632,6621,11745,266,36.05,east
PA,Blair County,53102,19813,32708,581,37.72,east
NY,Kings County,759848,603525,151872,4451,79.89,east
IN,Benton County,3814,1563,2183,68,41.75,east
NJ,Union County,222097,141417,78768,1912,64.22,east
IN,Carroll County,8736,3736,4858,142,43.50,east
OH,Carroll County,13953,6423,7097,433,47.47,east
OH,Mercer County,21271,5853,15100,318,27.92,east
PA,Cambria County,65670,32451,31995,1224,50.36,east
IL,Fulton County,16323,9732,6251,340,60.89,east
OH,Morrow County,16643,6177,10067,399,38.01,east
OH,Marion County,29017,12870,15454,693,45.45,east
NE,Frontier County,1404,349,1034,21,25.24,west
NE,Adams County,13210,4685,8252,273,36.22,west
NE,Gosper County,1048,260,776,12,25.10,west
NE,Hayes County,553,85,461,7,15.57,west
NE,Chase County,1844,341,1477,26,18.75,west
NE,Fillmore County,2947,962,1913,72,33.46,west
NE,Saline County,5251,2674,2434,143,52.35,west
NE,Clay County,3033,780,2177,76,26.38,west
PA,Juniata County,9711,3068,6484,159,32.12,east
UT,Wasatch County,8531,2892,5430,209,34.75,west
NE,Kearney County,3150,876,2224,50,28.26,west
OH,Auglaize County,23486,6727,16395,364,29.07,east
NE,Phelps County,4473,1050,3360,63,23.81,west
PA,Westmoreland County,176873,72721,102294,1858,41.55,east
PA,Berks County,180000,97047,80513,2440,54.66,east
PA,Allegheny County,651436,373153,272347,5936,57.81,east
OH,Holmes County,11113,3141,7720,252,28.94,east
OH,Tuscarawas County,42950,21498,20454,998,51.28,east
PA,Dauphin County,129529,69975,58238,1316,54.58,east
IN,Grant County,26299,11293,14734,272,43.38,east
NY,Richmond County,166578,79311,86062,1205,47.96,east
IL,Hancock County,9469,4141,5161,167,44.52,east
WV,Hancock County,13220,5504,7518,198,42.26,east
IL,McDonough County,13042,6783,6055,204,52.83,east
PA,Perry County,19745,6396,13058,291,32.88,east
MO,Clark County,3456,1572,1782,102,46.87,west
PA,Bucks County,332924,179031,150248,3645,54.37,east
NJ,Middlesex County,321015,193812,123695,3508,61.04,east
MO,Scotland County,2098,793,1249,56,38.84,west
OH,Jefferson County,35939,17635,17559,745,50.10,east
MO,Schuyler County,1983,775,1139,69,40.49,west
MO,Putnam County,2339,695,1591,53,30.40,west
MO,Atchison County,2976,1000,1936,40,34.06,west
MO,Mercer County,1748,519,1169,60,30.74,west
MO,Nodaway County,10219,4493,5568,158,44.66,west
UT,Utah County,157279,29567,122224,5488,19.48,west
MO,Harrison County,3915,1287,2512,116,33.88,west
OH,Knox County,28231,11014,16640,577,39.84,east
IN,Jay County,8315,3748,4401,166,46.02,east
MO,Worth County,1174,427,707,40,37.65,west
IN,Blackford County,5441,2677,2690,74,49.90,east
IN,Howard County,38624,17871,20248,505,46.91,east
IN,Tippecanoe County,68436,37781,29822,833,55.87,east
NE,Nemaha County,3474,1240,2134,100,36.75,west
PA,Lebanon County,58297,23310,34314,673,40.45,east
OH,Logan County,22217,7936,13848,433,36.43,east
CO,Morgan County,10234,3813,6272,149,37.83,west
NE,Gage County,10160,4473,5435,252,45.15,west
NE,Johnson County,2110,914,1142,54,44.46,west
OH,Union County,24928,8761,15744,423,35.71,east
IL,Vermilion County,32872,16246,16054,572,50.30,east
CO,Grand County,8308,4037,4128,143,49.44,west
OH,Shelby County,23668,7317,15924,427,31.47,east
PA,Washington County,98047,46122,50752,1173,47.61,east
IN,Warren County,3998,1755,2166,77,44.75,east
NJ,Monmouth County,312616,148737,160433,3446,48.11,east
OH,Coshocton County,16863,7689,8675,499,47.01,east
PA,Montgomery County,422419,253393,165552,3474,60.49,east
CA,Tehama County,24436,8945,14843,648,37.62,west
CA,Plumas County,11028,4715,6035,278,43.90,west
OH,Delaware County,92416,36653,54778,985,40.10,east
CO,Yuma County,4483,1117,3286,80,25.36,west
CO,Washington County,2513,529,1949,35,21.38,west
IL,Mason County,6808,3542,3141,125,53.00,east
OH,Harrison County,7787,3683,3872,232,48.76,east
IN,Clinton County,12392,5307,6919,166,43.41,east
NJ,Mercer County,160039,107926,50223,1890,68.25,east
IN,Tipton County,7827,3250,4452,125,42.17,east
WV,Brooke County,9855,4717,4961,177,48.74,east
IL,Champaign County,84143,48597,33871,1675,58.93,east
MO,Sullivan County,2869,1173,1607,89,42.20,west
MO,Gentry County,3292,1235,1964,93,38.61,west
IN,Madison County,57340,30152,26403,785,53.29,east
IN,Delaware County,49863,28384,20916,563,57.53,east
IN,Fountain County,7410,3094,4158,158,42.70,east
OH,Darke County,25793,7964,17290,539,31.56,east
NE,Webster County,1817,552,1233,32,30.92,west
NE,Franklin County,1552,442,1079,31,29.06,west
NE,Nuckolls County,2221,657,1498,66,30.49,west
NE,Dundy County,1019,218,783,18,21.78,west
NE,Furnas County,2328,556,1725,47,24.37,west
NE,Thayer County,2659,860,1749,50,32.96,west
NE,Jefferson County,3697,1520,2103,74,41.95,west
NE,Red Willow County,5044,1216,3735,93,24.56,west
NE,Hitchcock County,1379,346,1001,32,25.69,west
NE,Harlan County,1766,402,1329,35,23.22,west
MO,Adair County,11871,5735,5891,245,49.33,west
PA,Cumberland County,113304,48306,63739,1259,43.11,east
IL,Logan County,12896,5250,7429,217,41.41,east
PA,Bedford County,22443,6059,16124,260,27.32,east
PA,Lancaster County,228137,99586,126568,1983,44.03,east
IN,Randolph County,10808,4839,5788,181,45.53,east
MO,Knox County,2024,759,1212,53,38.51,west
PA,Franklin County,63641,21169,41906,566,33.56,east
PA,Somerset County,35168,12878,21686,604,37.26,east
IL,De Witt County,7801,3308,4348,145,43.20,east
IL,Schuyler County,3823,1900,1833,90,50.90,east
IL,Piatt County,8999,3859,4991,149,43.60,east
OH,Champaign County,18887,7385,11141,361,39.86,east
MO,Grundy County,4740,1580,3006,154,34.45,west
CO,Boulder County,171763,124159,44904,2700,73.48,west
NE,Pawnee County,1384,483,859,42,35.99,west
NE,Richardson County,3968,1513,2342,113,39.25,west
MO,Holt County,2633,802,1794,37,30.89,west
MO,Lewis County,4502,1837,2594,71,41.45,west
PA,Chester County,254354,137833,114421,2100,54.64,east
PA,York County,194210,82839,109268,2103,43.12,east
CO,Rio Blanco County,3147,655,2437,55,21.18,west
OH,Guernsey County,17325,7625,9197,503,45.31,east
IN,Hamilton County,129064,49704,78401,959,38.77,east
IN,Montgomery County,15285,6013,9060,212,39.86,east
IL,Adams County,30823,11794,18711,318,38.66,east
OH,Miami County,52807,18372,33417,1018,35.47,east
WV,Ohio County,19540,8593,10694,253,44.55,east
NJ,Burlington County,223174,131219,89626,2329,59.42,east
IN,Boone County,26647,9752,16622,273,36.97,east
OH,Belmont County,32411,16302,15422,687,51.38,east
NJ,Ocean County,274298,110189,160677,3432,40.68,east
OH,Muskingum County,39071,17730,20549,792,46.33,east
PA,Fulton County,6306,1576,4642,88,25.34,east
IL,Menard County,6464,2706,3672,86,42.42,east
CA,Butte County,98325,49013,46706,2606,51.18,west
IN,Vermillion County,7135,4003,3010,122,57.07,east
PA,Fayette County,52560,25866,26081,613,49.79,east
PA,Philadelphia County,717329,595980,117221,4128,83.56,east
MO,Daviess County,3786,1400,2263,123,38.22,west
MO,Andrew County,8790,3345,5279,166,38.78,west
NV,White Pine County,3773,1230,2440,103,33.50,west
IL,Cass County,5408,2690,2617,101,50.69,east
IL,Brown County,2569,986,1544,39,38.97,east
CO,Garfield County,23082,11357,11359,366,50.00,west
IN,Henry County,21319,10059,10896,364,48.02,east
PA,Adams County,44491,17633,26349,509,40.09,east
PA,Delaware County,297004,178870,115273,2861,60.81,east
IL,Macon County,51216,25487,24948,781,50.53,east
CO,Broomfield County,29453,16168,12757,528,55.91,west
MO,Macon County,7474,2784,4586,104,37.78,west
OH,Clark County,66770,31958,33634,1178,48.73,east
MO,Linn County,5931,2638,3140,153,45.66,west
MO,DeKalb County,4683,1692,2889,102,36.94,west
WV,Marshall County,14000,5996,7759,245,43.59,east
PA,Greene County,15976,7829,7889,258,49.81,east
UT,Juab County,3616,741,2683,192,21.64,west
IN,Wayne County,28562,13459,14558,545,48.01,east
KS,Cheyenne County,1498,323,1148,27,21.96,west
KS,Rawlins County,1549,273,1247,29,17.96,west
CA,Mendocino County,40016,27843,10721,1452,72.20,west
KS,Jewell County,1584,313,1231,40,20.27,west
KS,Smith County,2204,446,1719,39,20.60,west
KS,Republic County,2671,640,1978,53,24.45,west
KS,Washington County,2980,659,2248,73,22.67,west
KS,Decatur County,1548,343,1189,16,22.39,west
NV,Churchill County,10494,3494,6832,168,33.84,west
KS,Norton County,2415,497,1878,40,20.93,west
KS,Phillips County,2667,525,2105,37,19.97,west
KS,Marshall County,5036,1784,3157,95,36.10,west
CO,Adams County,160499,93443,63976,3080,59.33,west
KS,Brown County,4376,1317,2985,74,30.62,west
KS,Nemaha County,5359,1432,3817,110,27.28,west
KS,Doniphan County,3564,1115,2372,77,31.98,west
NJ,Camden County,235704,159259,73819,2626,68.33,east
IL,Sangamon County,99828,51300,46945,1583,52.21,east
MO,Livingston County,6552,2435,3993,124,37.88,west
MO,Shelby County,3316,1114,2166,36,33.96,west
IN,Parke County,6964,2924,3909,131,42.81,east
OH,Noble County,6172,2474,3450,248,41.77,east
MO,Marion County,12553,4703,7705,145,37.91,west
IN,Hancock County,34253,11874,22008,371,35.05,east
OH,Fairfield County,71945,29250,41580,1115,41.32,east
CO,Gilpin County,3301,1954,1253,94,60.91,west
OH,Perry County,15404,7261,7721,422,48.46,east
IN,Marion County,379362,241987,134313,3062,64.31,east
CO,Eagle County,21652,13187,8179,286,61.70,west
CO,Summit County,14899,9802,4883,214,66.73,west
IN,Hendricks County,64955,24548,39728,679,38.18,east
OH,Montgomery County,278511,145997,128679,3835,53.14,east
OH,Preble County,21002,6999,13562,441,34.01,east
CO,Jefferson County,295062,158153,131627,5282,54.58,west
CO,Denver County,271533,204882,62567,4084,76.65,west
NJ,Gloucester County,139430,77267,60315,1848,56.16,east
IL,Edgar County,8255,3743,4398,114,45.97,east
IL,Douglas County,8356,3228,5005,123,39.21,east
IL,Morgan County,15353,7467,7591,295,49.59,east
OH,Monroe County,6982,3705,3066,211,54.74,east
IN,Putnam County,14646,6334,8086,226,43.90,east
CO,Clear Creek County,5767,3332,2300,135,59.16,west
OH,Greene County,83589,33540,48936,1113,40.67,east
IL,Pike County,7616,3024,4457,135,40.43,east
DE,New Castle County,256417,178768,74608,3041,70.55,east
IL,Christian County,15100,6918,7872,310,46.77,east
MO,Buchanan County,39040,19164,19110,766,50.07,west
UT,Carbon County,7777,3468,4091,218,45.88,west
UT,Sanpete County,8771,1631,6664,476,19.67,west
OH,Pickaway County,23726,9077,14228,421,38.96,east
CA,Glenn County,9879,3734,5910,235,38.73,west
IL,Moultrie County,6260,2668,3471,121,43.46,east
IN,Fayette County,9462,4389,4917,156,47.15,east
IN,Rush County,7629,3229,4271,129,43.03,east
IL,Scott County,2600,1090,1455,55,42.83,east
MO,Caldwell County,4564,1814,2654,96,40.60,west
NJ,Salem County,31363,16044,14816,503,51.99,east
CA,Sierra County,1991,743,1158,90,39.06,west
OH,Morgan County,6608,2966,3440,202,46.29,east
MO,Clinton County,10454,4545,5709,200,44.33,west
CO,Arapahoe County,266148,148218,113866,4064,56.55,west
NV,Lyon County,20931,8405,12154,372,40.90,west
NJ,Atlantic County,119042,67830,49902,1310,57.61,east
IN,Union County,3348,1224,2061,63,37.27,east
MD,Washington County,61600,26245,34169,1186,43.44,east
MD,Allegany County,29742,10693,18405,644,36.75,east
MD,Garrett County,12872,3736,8903,233,29.55,east
MD,Cecil County,42494,17665,23855,974,42.54,east
WV,Monongalia County,33377,17060,15775,542,51.96,east
WV,Preston County,11794,4205,7325,264,36.47,east
MD,Harford County,123295,48552,71751,2992,40.36,east
WV,Wetzel County,6452,2942,3342,168,46.82,east
MD,Baltimore County,380938,214151,158714,8073,57.44,east
MD,Carroll County,84760,28060,54503,2197,33.99,east
MD,Frederick County,111186,54013,55170,2003,49.47,east
OH,Fayette County,11694,4401,7102,191,38.25,east
UT,Emery County,4448,973,3358,117,22.47,west
MO,Chariton County,4214,1799,2339,76,43.47,west
IN,Shelby County,17574,6987,10333,254,40.37,east
WV,Morgan County,7276,2721,4428,127,38.06,east
MO,Ralls County,5084,2041,2987,56,40.60,west
IL,Coles County,23076,11716,10978,382,51.63,east
MO,Monroe County,4314,1703,2533,78,40.20,west
KS,Cloud County,4451,1233,3121,97,28.32,west
KS,Jackson County,6253,2308,3811,134,37.72,west
KS,Atchison County,7191,3241,3791,159,46.09,west
IL,Shelby County,10868,4245,6396,227,39.89,east
WV,Mineral County,11547,3750,7616,181,32.99,east
OH,Washington County,18802,1238,17019,545,6.80,east
WV,Marion County,23603,11618,11501,484,50.25,east
IN,Johnson County,58644,21553,36487,604,37.17,east
CA,Yuba County,21401,8866,12007,528,42.46,west
IN,Morgan County,28811,10330,18129,352,36.34,east
NV,Storey County,2392,1102,1247,43,46.95,west
WV,Berkeley County,37291,15994,20841,456,43.42,east
MO,Carroll County,4538,1535,2955,48,34.19,west
MO,Randolph County,10624,3984,6457,183,38.16,west
IN,Vigo County,43706,25040,18121,545,58.00,east
IN,Clay County,11395,4954,6267,174,44.16,east
WV,Tyler County,3741,1241,2415,85,33.94,east
MO,Pike County,7881,3487,4268,126,44.96,west
OH,Warren County,106216,33398,71691,1127,31.75,east
CA,Lake County,25542,14854,9935,753,59.94,west
CO,Kit Carson County,3442,912,2455,75,27.10,west
NJ,Cumberland County,58065,34919,22360,786,60.96,east
KS,Rooks County,2588,468,2068,52,18.45,west
KS,Sherman County,2704,688,1959,57,25.99,west
KS,Thomas County,3673,787,2837,49,21.72,west
KS,Osborne County,1930,403,1490,37,21.29,west
KS,Sheridan County,1376,254,1108,14,18.65,west
KS,Clay County,4054,1009,2998,47,25.18,west
KS,Mitchell County,3203,701,2440,62,22.32,west
KS,Graham County,1423,325,1060,38,23.47,west
KS,Riley County,22997,10495,12111,391,46.43,west
CO,Douglas County,151819,61960,88108,1751,41.30,west
CO,Elbert County,13206,3819,9108,279,29.52,west
KS,Pottawatomie County,9837,2599,6929,309,27.28,west
CO,Lincoln County,2304,546,1717,41,24.13,west
CO,Park County,9383,4250,4896,237,46.46,west
UT,Millard County,4739,758,3653,328,17.18,west
WV,Hampshire County,8346,2983,5222,141,36.35,east
MO,Platte County,46480,21495,24460,561,46.74,west
IN,Franklin County,10610,3404,7018,188,32.66,east
MO,Ray County,11053,5241,5593,219,48.38,west
IL,Montgomery County,12871,6491,6150,230,51.35,east
IL,Macoupin County,22373,12090,9891,392,55.00,east
CA,Nevada County,55647,28617,25663,1367,52.72,west
IL,Greene County,5807,2619,3053,135,46.18,east
OH,Ross County,31840,14455,16759,626,46.33,east
WV,Jefferson County,22540,11687,10600,253,52.44,east
UT,Grand County,4077,2067,1871,139,52.49,west
IL,Clark County,8288,3742,4409,137,45.91,east
WV,Pleasants County,2974,1142,1772,60,39.19,east
IN,Owen County,8170,3570,4415,185,44.73,east
WV,Harrison County,31870,13582,17824,464,43.25,east
VA,Frederick County,33612,12961,20149,502,39.14,east
MO,Clay County,109606,53761,54516,1329,49.65,west
IN,Decatur County,10488,3892,6449,147,37.63,east
WV,Taylor County,6203,2462,3605,136,40.58,east
WV,Doddridge County,3018,735,2218,65,24.89,east
KS,Jefferson County,8950,3542,5220,188,40.43,west
KS,Leavenworth County,30587,13255,16791,541,44.12,west
CA,Colusa County,6429,2569,3733,127,40.77,west
MO,Saline County,9848,4712,4962,174,48.71,west
WV,Wood County,35990,12573,22896,521,35.44,east
IL,Calhoun County,2699,1423,1221,55,53.82,east
OH,Vinton County,5646,2463,3021,162,44.90,east
WV,Ritchie County,3845,998,2781,66,26.41,east
MD,Kent County,10020,4953,4905,162,50.24,east
CO,Lake County,3002,1859,1078,65,63.30,west
IL,Cumberland County,5321,2055,3156,110,39.44,east
MD,Baltimore City,245968,214385,28681,2902,88.20,east
MD,Howard County,145233,87120,55393,2720,61.13,east
CO,Mesa County,69631,24008,44578,1045,35.03,west
CO,Pitkin County,9966,7349,2484,133,74.75,west
DE,Kent County,66925,36392,29827,706,54.95,east
IN,Monroe County,63215,41450,21118,647,66.26,east
IN,Bartholomew County,31043,13567,17067,409,44.28,east
MO,Audrain County,10781,4434,6167,180,41.83,west
MD,Montgomery County,439261,314444,118608,6209,72.61,east
IN,Brown County,8055,3854,4060,141,48.68,east
MO,Howard County,4855,2036,2708,111,42.92,west
WV,Grant County,4218,997,3166,55,23.95,east
NJ,Cape May County,50835,22893,27288,654,45.62,east
VA,Loudoun County,139459,74845,63336,1278,54.16,east
CA,Placer County,173107,75112,94647,3348,44.24,west
IN,Ripley County,12188,4187,7794,207,34.96,east
IN,Dearborn County,22217,7123,14886,208,32.39,east
KS,Ottawa County,3086,704,2323,59,23.25,west
CA,Sutter County,32941,13412,18911,618,41.49,west
WV,Barbour County,6232,2419,3685,128,39.63,east
MO,Lafayette County,16600,6902,9442,256,42.23,west
WV,Tucker County,3507,1288,2123,96,37.76,east
OH,Clermont County,95480,31611,62559,1310,33.57,east
VA,Clarke County,7431,3457,3840,134,47.37,east
IL,Jersey County,10583,5042,5329,212,48.62,east
MD,Queen Anne's County,24045,8575,15087,383,36.24,east
IN,Sullivan County,8782,4284,4343,155,49.64,east
CO,Gunnison County,8870,5556,3131,183,63.94,west
OH,Brown County,20113,7503,12192,418,38.10,east
MO,Boone County,85251,47062,36849,1340,56.09,west
NV,Carson City,23463,11623,11419,421,50.41,west
WV,Hardy County,5406,1901,3376,129,36.02,east
MD,Anne Arundel County,259619,125015,129682,4922,49.08,east
MO,Jackson County,339266,210824,124687,3755,62.84,west
MO,Lincoln County,23550,10234,12924,392,44.19,west
KS,Geary County,8094,3491,4492,111,43.73,west
CO,Delta County,15434,5084,10067,283,33.54,west
KS,Lincoln County,1586,347,1204,35,22.37,west
KS,Shawnee County,84177,41235,41476,1466,49.86,west
IL,Fayette County,9680,3967,5499,214,41.91,east
IL,Effingham County,16835,5262,11323,250,31.73,east
KS,Wabaunsee County,3521,1036,2395,90,30.19,west
OH,Jackson County,13993,5397,8219,377,39.67,east
OH,Meigs County,10354,4094,6015,245,40.47,east
VA,Winchester City,10126,5268,4725,133,52.72,east
KS,Wyandotte County,57169,39865,16506,798,70.72,west
OH,Pike County,12506,6033,6162,311,49.44,east
IN,Jennings County,11839,5312,6261,266,45.91,east
WV,Wirt County,2324,782,1496,46,34.33,east
IL,Crawford County,9129,3883,5070,176,43.37,east
IL,Jasper County,5131,2063,2964,104,41.04,east
IN,Greene County,13629,5709,7691,229,42.62,east
WV,Lewis County,6603,2109,4335,159,32.73,east
NV,Nye County,17268,7226,9537,505,43.09,west
MO,Montgomery County,5856,2347,3428,81,40.64,west
KY,Boone County,50774,16292,33812,670,32.52,east
MD,Caroline County,13218,4971,8015,232,38.28,east
KS,Logan County,1440,225,1187,28,15.94,west
KS,Wallace County,804,96,690,18,12.21,west
KS,Ellis County,12447,4010,8207,230,32.82,west
KS,Gove County,1418,261,1136,21,18.69,west
KS,Dickinson County,8667,2422,6081,164,28.49,west
KS,Russell County,3293,736,2509,48,22.68,west
KS,Trego County,1671,420,1225,26,25.53,west
MD,Prince George's County,374026,332396,38833,2797,89.54,east
CO,Teller County,12906,4513,8146,247,35.68,west
CO,El Paso County,273175,108899,160318,3958,40.47,west
KY,Campbell County,40297,15622,24046,629,39.38,east
WV,Randolph County,10831,4539,6060,232,42.83,east
NV,Douglas County,25727,10672,14648,407,42.17,west
WV,Upshur County,8970,2925,5911,134,33.10,east
WV,Gilmer County,2521,1004,1445,72,41.00,east
VA,Shenandoah County,19223,6912,12005,306,36.54,east
KY,Kenton County,68213,26480,40714,1019,39.41,east
WV,Jackson County,12225,4861,7148,216,40.48,east
NV,Mineral County,2273,1082,1131,60,48.87,west
IN,Jackson County,17374,7354,9726,294,43.03,east
KS,Douglas County,53398,34398,17929,1071,65.73,west
CA,El Dorado County,92926,40529,50314,2083,44.63,west
MO,Callaway County,19321,7580,11389,352,39.96,west
MO,Cooper County,8026,2996,4902,128,37.93,west
VA,Fairfax County,516254,310359,200994,4901,60.70,east
CO,Chaffee County,9920,4861,4873,186,49.95,west
KS,Johnson County,283432,127091,152627,3714,45.44,west
OH,Adams County,11388,4170,6914,304,37.62,east
UT,Sevier County,8007,1359,6394,254,17.53,west
CO,Cheyenne County,1111,198,890,23,18.18,west
WV,Calhoun County,2429,993,1366,70,42.09,east
VA,Warren County,16126,6997,8879,250,44.07,east
OH,Gallia County,13318,4777,8247,294,36.71,east
IN,Ohio County,2918,1158,1713,47,40.35,east
WV,Mason County,10603,4484,5853,266,43.38,east
IL,Bond County,7924,3843,3947,134,49.33,east
OH,Scioto County,32571,14926,16994,651,46.73,east
VA,Fauquier County,34219,14616,19227,376,43.19,east
IL,Madison County,128334,68979,57177,2178,54.68,east
MO,Warren County,15576,6705,8675,196,43.60,west
DC,District of Columbia,265853,245800,17367,2686,93.43,east
IN,Lawrence County,18534,7208,11018,308,39.53,east
MO,Saint Charles County,188529,84183,102550,1796,45.08,west
DE,Sussex County,89070,40299,47939,832,45.66,east
KS,Saline County,22788,8186,14165,437,36.62,west
WV,Pendleton County,3395,1310,2035,50,39.17,east
MO,Pettis County,18208,6932,11018,258,38.62,west
MD,Talbot County,20328,9035,10995,298,45.11,east
VA,Prince William County,162446,93435,67621,1390,58.01,east
WV,Roane County,5563,2511,2943,109,46.04,east
MO,Johnson County,22080,9480,12183,417,43.76,west
VA,Arlington County,110153,78994,29876,1283,72.56,east
CA,Alpine County,692,422,252,18,62.63,west
IN,Switzerland County,3640,1638,1940,62,45.78,east
MO,Moniteau County,6665,2084,4467,114,31.81,west
CA,Yolo County,79749,53488,24592,1669,68.54,west
IN,Jefferson County,13490,6255,7053,182,47.01,east
IL,Clay County,6454,2425,3926,103,38.18,east
IN,Knox County,16424,7569,8639,216,46.71,east
IN,Martin County,4903,1706,3122,75,35.33,east
IN,Daviess County,10586,3370,7098,118,32.15,east
WV,Braxton County,5408,2704,2629,75,50.70,east
VA,Falls Church City,6750,4695,1970,85,70.44,east
MO,Saint Louis County,559854,333123,221705,5026,60.04,west
KY,Pendleton County,5802,2027,3676,99,35.54,east
KS,Morris County,2841,907,1875,59,32.60,west
KS,Ellsworth County,2938,851,2021,66,29.63,west
KS,Osage County,7544,2534,4820,190,34.46,west
VA,Fairfax City,11398,6575,4691,132,58.36,east
CA,Napa County,59642,38849,19484,1309,66.56,west
VA,Rappahannock County,4405,2105,2227,73,48.59,east
KY,Gallatin County,3193,1278,1840,75,40.99,east
CA,Sonoma County,229351,168888,55127,5336,75.41,west
IL,Lawrence County,6536,3016,3403,117,46.98,east
VA,Rockingham County,33334,10453,22468,413,31.75,east
IL,Richland County,7650,3181,4329,140,42.36,east
OH,Lawrence County,27194,11262,15415,517,42.20,east
MO,Cass County,50179,19844,29695,640,40.06,west
VA,Alexandria City,70364,50473,19181,710,72.46,east
VA,Page County,10389,4235,6041,113,41.21,east
IN,Scott County,8877,4271,4445,161,48.98,east
KY,Bracken County,3399,1241,2066,92,37.53,east
IL,Marion County,17364,8345,8691,328,48.99,east
KY,Grant County,8754,3112,5510,132,36.10,east
VA,Manassas Park City,4140,2463,1634,43,60.12,east
IN,Washington County,11305,4562,6519,224,41.18,east
VA,Manassas City,13627,7518,5975,134,55.72,east
MO,Saint Louis City,158858,132925,24662,1271,84.35,west
MD,Calvert County,44057,20299,23095,663,46.78,east
KY,Mason County,7121,2891,4102,128,41.34,east
KY,Carroll County,3835,1716,2032,87,45.78,east
KY,Greenup County,15798,6621,8849,328,42.80,east
IL,Clinton County,17314,7657,9357,300,45.00,east
WV,Pocahontas County,3641,1548,2011,82,43.50,east
MO,Cole County,38745,13959,24385,401,36.40,west
KS,Lyon County,12911,5924,6698,289,46.93,west
KS,Franklin County,11739,4433,7079,227,38.51,west
KS,Miami County,15377,5742,9382,253,37.97,west
WV,Webster County,3052,1552,1386,114,52.83,east
CA,Sacramento County,541101,316506,213583,11012,59.69,west
KY,Trimble County,3812,1484,2239,89,39.86,east
KY,Owen County,4751,1694,2969,88,36.33,east
KY,Lewis County,4791,1510,3213,68,31.97,east
MO,Gasconade County,7771,2899,4763,109,37.84,west
CA,Mono County,5571,3093,2354,124,56.75,west
MO,Franklin County,49293,21256,27355,682,43.73,west
MO,Osage County,7079,1907,5062,110,27.36,west
CA,Amador County,18810,7813,10561,436,42.52,west
MD,Dorchester County,15274,6912,8168,194,45.83,east
KS,Scott County,2179,321,1823,35,14.97,west
KS,Lane County,1027,193,814,20,19.16,west
KS,Greeley County,745,151,591,3,20.35,west
KS,Wichita County,1019,163,840,16,16.26,west
VA,Culpeper County,19741,8802,10711,228,45.11,east
KS,Ness County,1525,289,1207,29,19.32,west
MO,Morgan County,9149,3565,5451,133,39.54,west
KS,Barton County,11023,3027,7802,194,27.95,west
CO,Fremont County,19919,6844,12668,407,35.10,west
KS,Rush County,1781,504,1225,52,29.15,west
MD,Charles County,70126,43635,25732,759,62.91,east
IN,Orange County,8086,3390,4536,160,42.76,east
WV,Putnam County,24778,9334,15162,282,38.10,east
NV,Lincoln County,2072,518,1498,56,25.69,west
CO,Montrose County,19153,6495,12199,459,34.73,west
WV,Clay County,3265,1421,1755,89,44.74,east
IL,Saint Clair County,125744,76160,47958,1626,61.36,east
VA,Madison County,6699,2862,3758,79,43.23,east
WV,Kanawha County,82480,40594,40952,934,49.78,east
CO,Kiowa County,852,178,650,24,21.50,west
KS,McPherson County,13385,4218,8937,230,32.06,west
KS,Marion County,6059,1801,4159,99,30.22,west
KY,Robertson County,1015,451,533,31,45.83,east
IL,Wayne County,8071,2547,5390,134,32.09,east
IN,Clark County,47725,21953,25326,446,46.42,east
WV,Cabell County,34591,15292,18793,506,44.87,east
KY,Henry County,6919,2725,4081,113,40.04,east
VA,Highland County,1554,590,930,34,38.82,east
VA,Stafford County,55455,25716,29221,518,46.81,east
KY,Harrison County,7590,2916,4520,154,39.22,east
UT,Beaver County,2509,542,1902,65,22.17,west
IL,Edwards County,3350,1140,2137,73,34.79,east
IL,Wabash County,5782,2462,3254,66,43.07,east
MO,Henry County,11159,4869,6095,195,44.41,west
MD,Wicomico County,41852,19436,21849,567,47.08,east
WV,Nicholas County,9361,4357,4804,200,47.56,east
IN,Pike County,6028,2700,3221,107,45.62,east
CA,Solano County,160973,102095,56035,2843,64.56,west
MO,Benton County,9567,3629,5759,179,38.65,west
IN,Gibson County,15095,6455,8449,191,43.32,east
IN,Dubois County,18565,8748,9526,291,47.87,east
KY,Fleming County,5832,2279,3432,121,39.91,east
KY,Oldham County,29316,10000,18997,319,34.49,east
KS,Chase County,1384,383,976,25,28.18,west
CO,Pueblo County,72427,41097,30257,1073,57.56,west
CO,Crowley County,1558,552,976,30,36.12,west
KS,Rice County,4021,1163,2780,78,29.49,west
IL,Monroe County,18083,7953,9881,249,44.60,east
IL,Washington County,7932,3342,4473,117,42.76,east
MD,Saint Mary's County,44409,19023,24705,681,43.51,east
CA,Calaveras County,23306,9813,12835,658,43.31,west
UT,Piute County,798,141,635,22,18.17,west
UT,Wayne County,1314,335,940,39,26.27,west
