"Name","Team","Position","Height","Weight","Age","PosCategory"
"Brandon_Backe","HOU","Starting_Pitcher",72,180,28.9,"Pitcher"
"Matt_Albers","HOU","Starting_Pitcher",72,205,24.11,"Pitcher"
"Woody_Williams","HOU","Starting_Pitcher",72,200,40.53,"Pitcher"
"Roy_Oswalt","HOU","Starting_Pitcher",72,185,29.5,"Pitcher"
"Jason_Jennings","HOU","Starting_Pitcher",74,245,28.62,"Pitcher"
"Miguel_Asencio","HOU","Relief_Pitcher",74,190,26.42,"Pitcher"
"Brad_Lidge","HOU","Relief_Pitcher",77,210,30.18,"Pitcher"
"Trever_Miller","HOU","Relief_Pitcher",75,200,33.75,"Pitcher"
"David_Borkowski","HOU","Relief_Pitcher",73,200,30.06,"Pitcher"
"Dan_Wheeler","HOU","Relief_Pitcher",75,222,29.22,"Pitcher"
"Paul_Estrada","HOU","Relief_Pitcher",73,215,24.47,"Pitcher"
"Lincoln_Holdzkom","HOU","Relief_Pitcher",76,240,24.94,"Pitcher"
"Chris_Sampson","HOU","Relief_Pitcher",72,170,28.77,"Pitcher"
"Chad_Qualls","HOU","Relief_Pitcher",77,220,28.54,"Pitcher"
"Ezequiel_Astacio","HOU","Relief_Pitcher",75,156,27.32,"Pitcher"
"Mike_Lieberthal","LA","Catcher",72,190,35.12,"Catcher"
"Russell_Martin","LA","Catcher",71,202,24.04,"Catcher"
"Olmedo_Saenz","LA","First_Baseman",71,221,36.39,"Infielder"
"James_Loney","LA","First_Baseman",75,200,22.81,"Infielder"
"Nomar_Garciaparra","LA","First_Baseman",72,190,33.6,"Infielder"
"Jeff_Kent","LA","Second_Baseman",73,210,38.98,"Infielder"
"Ramon_Martinez","LA","Second_Baseman",73,190,34.39,"Infielder"
"Marlon_Anderson","LA","Second_Baseman",71,200,33.15,"Infielder"
"Rafael_Furcal","LA","Shortstop",70,165,29.35,"Infielder"
"Wilson_Betemit","LA","Third_Baseman",75,190,26.59,"Infielder"
"Andy_LaRoche","LA","Third_Baseman",71,185,23.46,"Infielder"
"Matt_Kemp","LA","Outfielder",76,230,22.43,"Outfielder"
"Andre_Ethier","LA","Outfielder",73,208,24.89,"Outfielder"
"Delwyn_Young","LA","Outfielder",68,209,24.67,"Outfielder"
"Jason_Repko","LA","Outfielder",71,175,26.17,"Outfielder"
"Juan_Pierre","LA","Outfielder",72,180,29.54,"Outfielder"
"Luis_Gonzalez","LA","Outfielder",74,200,39.49,"Outfielder"
"Jason_Schmidt","LA","Starting_Pitcher",77,205,34.08,"Pitcher"
"Randy_Wolf","LA","Starting_Pitcher",72,200,30.52,"Pitcher"
"Brad_Penny","LA","Starting_Pitcher",76,250,28.77,"Pitcher"
"Derek_Lowe","LA","Starting_Pitcher",78,210,33.75,"Pitcher"
"Mark_Hendrickson","LA","Starting_Pitcher",81,230,32.69,"Pitcher"
"Chad_Billingsley","LA","Starting_Pitcher",72,244,22.59,"Pitcher"
"Takashi_Saito","LA","Relief_Pitcher",73,202,37.04,"Pitcher"
"Jonathan_Broxton","LA","Relief_Pitcher",76,240,22.7,"Pitcher"
"Hong-Chih_Kuo","LA","Relief_Pitcher",72,200,25.6,"Pitcher"
"Eric_Stults","LA","Relief_Pitcher",72,215,27.23,"Pitcher"
"Chin-Hui_Tsao","LA","Relief_Pitcher",74,177,25.74,"Pitcher"
"Tim_Hamulack","LA","Relief_Pitcher",76,210,30.29,"Pitcher"
"Yhency_Brazoban","LA","Relief_Pitcher",73,170,26.72,"Pitcher"
"Brett_Tomko","LA","Relief_Pitcher",76,215,33.9,"Pitcher"
"Joe_Beimel","LA","Relief_Pitcher",75,217,29.86,"Pitcher"
"Elmer_Dessens","LA","Relief_Pitcher",70,198,36.13,"Pitcher"
"Ryan_Budde","PHI","Catcher",71,200,27.54,"Catcher"
"Rod_Barajas","PHI","Catcher",74,220,31.49,"Catcher"
"Carlos_Ruiz","PHI","Catcher",72,170,28.1,"Catcher"
"Chris_Coste","PHI","Catcher",73,200,34.07,"Catcher"
"Ryan_Howard","PHI","First_Baseman",76,230,27.28,"Infielder"
"Wes_Helms","PHI","First_Baseman",76,231,30.8,"Infielder"
"Chase_Utley","PHI","Second_Baseman",73,183,28.2,"Infielder"
"Danny_Sandoval","PHI","Second_Baseman",71,192,27.9,"Infielder"
"Jimmy_Rollins","PHI","Shortstop",68,167,28.26,"Infielder"
"Abraham_Nu?ez","PHI","Third_Baseman",71,190,30.96,"Infielder"
"Michael_Bourn","PHI","Outfielder",71,180,24.18,"Outfielder"
"Chris_Roberson","PHI","Outfielder",74,180,27.52,"Outfielder"
"Jayson_Werth","PHI","Outfielder",77,215,27.78,"Outfielder"
"Shane_Victorino","PHI","Outfielder",69,160,26.25,"Outfielder"
"Aaron_Rowand","PHI","Outfielder",72,205,29.5,"Outfielder"
"Pat_Burrell","PHI","Outfielder",76,223,30.39,"Outfielder"
"Cole_Hamels","PHI","Starting_Pitcher",75,175,23.18,"Pitcher"
"Alfredo_Simon","PHI","Starting_Pitcher",76,170,25.81,"Pitcher"
"Scott_Mathieson","PHI","Starting_Pitcher",75,190,23.01,"Pitcher"
"Freddy_Garcia","PHI","Starting_Pitcher",76,240,31.72,"Pitcher"
"Jamie_Moyer","PHI","Starting_Pitcher",72,175,44.28,"Pitcher"
"Jon_Lieber","PHI","Starting_Pitcher",74,230,36.91,"Pitcher"
"Brett_Myers","PHI","Starting_Pitcher",76,223,26.54,"Pitcher"
"Adam_Eaton","PHI","Starting_Pitcher",74,196,29.27,"Pitcher"
"Geoff_Geary","PHI","Relief_Pitcher",72,167,30.51,"Pitcher"
"Clay_Condrey","PHI","Relief_Pitcher",75,195,31.28,"Pitcher"
"Ryan_Madson","PHI","Relief_Pitcher",78,190,26.51,"Pitcher"
"Antonio_Alfonseca","PHI","Relief_Pitcher",77,250,34.87,"Pitcher"
"Tom_Gordon","PHI","Relief_Pitcher",70,190,39.28,"Pitcher"
"Brian_Sanches","PHI","Relief_Pitcher",72,190,28.56,"Pitcher"
"Jim_Ed_Warden","PHI","Relief_Pitcher",79,190,27.82,"Pitcher"
"Anderson_Garcia","PHI","Relief_Pitcher",74,170,25.94,"Pitcher"
"Eude_Brito","PHI","Relief_Pitcher",71,160,28.53,"Pitcher"
"Fabio_Castro","PHI","Relief_Pitcher",68,150,22.11,"Pitcher"
"Matt_Smith","PHI","Relief_Pitcher",77,225,27.71,"Pitcher"
"Damian_Miller","MLW","Catcher",75,220,37.38,"Catcher"
"Johnny_Estrada","MLW","Catcher",71,209,30.67,"Catcher"
"Mike_Rivera","MLW","Catcher",72,210,30.48,"Catcher"
"J.D._Closser","MLW","Catcher",70,176,27.12,"Catcher"
"Prince_Fielder","MLW","First_Baseman",72,260,22.81,"Infielder"
"Rickie_Weeks","MLW","Second_Baseman",72,195,24.46,"Infielder"
"Tony_Graffanino","MLW","Second_Baseman",73,190,34.73,"Infielder"
"Craig_Counsell","MLW","Shortstop",72,184,36.53,"Infielder"
"J.J._Hardy","MLW","Shortstop",74,180,24.53,"Infielder"
"Bill_Hall","MLW","Shortstop",72,195,27.17,"Infielder"
"Vinny_Rottino","MLW","Third_Baseman",72,195,26.9,"Infielder"
"Corey_Koskie","MLW","Third_Baseman",75,219,33.67,"Infielder"
"Kevin_Mench","MLW","Outfielder",72,225,29.14,"Outfielder"
"Geoff_Jenkins","MLW","Outfielder",73,212,32.61,"Outfielder"
"Brady_Clark","MLW","Outfielder",74,202,33.87,"Outfielder"
"Tony_Gwynn_Jr.","MLW","Outfielder",72,185,24.41,"Outfielder"
"Corey_Hart","MLW","Outfielder",78,200,24.94,"Outfielder"
"Gabe_Gross","MLW","Outfielder",75,209,27.36,"Outfielder"
"Laynce_Nix","MLW","Outfielder",72,200,26.33,"Outfielder"
"Drew_Anderson","MLW","Outfielder",74,195,25.72,"Outfielder"
"Claudio_Vargas","MLW","Starting_Pitcher",75,228,28.7,"Pitcher"
"Chris_Capuano","MLW","Starting_Pitcher",75,210,28.53,"Pitcher"
"Ben_Hendrickson","MLW","Starting_Pitcher",76,190,26.07,"Pitcher"
"Dave_Bush","MLW","Starting_Pitcher",74,212,27.31,"Pitcher"
"Carlos_Villanueva","MLW","Starting_Pitcher",74,190,23.26,"Pitcher"
"Ben_Sheets","MLW","Starting_Pitcher",73,218,28.62,"Pitcher"
"Jeff_Suppan","MLW","Starting_Pitcher",74,220,32.16,"Pitcher"
"Brian_Shouse","MLW","Relief_Pitcher",71,190,38.43,"Pitcher"
"Francisco_Cordero","MLW","Relief_Pitcher",74,235,31.81,"Pitcher"
"Derrick_Turnbow","MLW","Relief_Pitcher",75,210,29.1,"Pitcher"
"Matt_Wise","MLW","Relief_Pitcher",76,200,31.28,"Pitcher"
"Grant_Balfour","MLW","Relief_Pitcher",74,188,29.17,"Pitcher"
"Dennis_Sarfate","MLW","Relief_Pitcher",76,210,25.89,"Pitcher"
"Jose_Capellan","MLW","Relief_Pitcher",76,235,26.13,"Pitcher"
"Greg_Aquino","MLW","Relief_Pitcher",73,188,29.13,"Pitcher"
"Josh_Bard","SD","Catcher",75,215,28.92,"Catcher"
"Rob_Bowen","SD","Catcher",75,216,26.01,"Catcher"
"Adrian_Gonzalez","SD","First_Baseman",74,220,24.81,"Infielder"
"Marcus_Giles","SD","Second_Baseman",68,180,28.79,"Infielder"
"Todd_Walker","SD","Second_Baseman",72,185,33.77,"Infielder"
"Geoff_Blum","SD","Shortstop",75,200,33.85,"Infielder"
"Khalil_Greene","SD","Shortstop",71,210,27.36,"Infielder"
"Paul_McAnulty","SD","Outfielder",70,220,26.01,"Outfielder"
"Terrmel_Sledge","SD","Outfielder",72,185,29.95,"Outfielder"
"Jack_Cust","SD","Outfielder",73,231,28.12,"Outfielder"
"Jose_Cruz_Jr.","SD","Outfielder",72,210,32.87,"Outfielder"
"Russell_Branyan","SD","Outfielder",75,195,31.2,"Outfielder"
"Mike_Cameron","SD","Outfielder",74,200,34.14,"Outfielder"
"Brian_Giles","SD","Outfielder",70,205,36.11,"Outfielder"
"Mike_Thompson","SD","Starting_Pitcher",76,200,26.31,"Pitcher"
"Clay_Hensley","SD","Starting_Pitcher",71,190,27.5,"Pitcher"
"Chris_Young","SD","Starting_Pitcher",82,250,27.77,"Pitcher"
"Greg_Maddux","SD","Starting_Pitcher",72,185,40.88,"Pitcher"
"Jake_Peavy","SD","Starting_Pitcher",73,180,25.75,"Pitcher"
"Scott_Cassidy","SD","Relief_Pitcher",74,170,31.41,"Pitcher"
"Scott_Strickland","SD","Relief_Pitcher",71,180,30.84,"Pitcher"
"Scott_Linebrink","SD","Relief_Pitcher",75,208,30.57,"Pitcher"
"Doug_Brocail","SD","Relief_Pitcher",77,235,39.79,"Pitcher"
"Trevor_Hoffman","SD","Relief_Pitcher",72,215,39.38,"Pitcher"
"Heath_Bell","SD","Relief_Pitcher",74,244,29.42,"Pitcher"
"Royce_Ring","SD","Relief_Pitcher",72,220,26.19,"Pitcher"
"Cla_Meredith","SD","Relief_Pitcher",73,185,23.74,"Pitcher"
"Andrew_Brown","SD","Relief_Pitcher",78,230,26.03,"Pitcher"
"Mike_Adams","SD","Relief_Pitcher",77,190,28.59,"Pitcher"
"Justin_Hampson","SD","Relief_Pitcher",73,200,26.77,"Pitcher"
"Kevin_Cameron","SD","Relief_Pitcher",73,180,27.21,"Pitcher"
"Ryan_Ketchner","SD","Relief_Pitcher",73,190,24.87,"Pitcher"
"Brian_Schneider","WAS","Catcher",73,196,30.26,"Catcher"
"Jesus_Flores","WAS","Catcher",73,180,22.34,"Catcher"
"Larry_Broadway","WAS","First_Baseman",76,230,26.2,"Infielder"
"Nick_Johnson","WAS","First_Baseman",75,224,28.45,"Infielder"
"Bernie_Castro","WAS","Second_Baseman",70,160,27.63,"Infielder"
"Josh_Wilson","WAS","Shortstop",73,178,25.93,"Infielder"
"Cristian_Guzman","WAS","Shortstop",72,205,28.94,"Infielder"
"Felipe_Lopez","WAS","Shortstop",73,185,26.8,"Infielder"
"Ryan_Zimmerman","WAS","Third_Baseman",75,210,22.42,"Infielder"
"Nook_Logan","WAS","Outfielder",74,180,27.26,"Outfielder"
"Ryan_Church","WAS","Outfielder",73,190,28.38,"Outfielder"
"Kory_Casto","WAS","Outfielder",73,200,25.23,"Outfielder"
"Mike_Restovich","WAS","Outfielder",76,257,28.16,"Outfielder"
"Alex_Escobar","WAS","Outfielder",73,190,28.48,"Outfielder"
"Austin_Kearns","WAS","Outfielder",75,220,26.78,"Outfielder"
"Chris_Snelling","WAS","Outfielder",70,165,25.24,"Outfielder"
"Billy_Traber","WAS","Starting_Pitcher",77,205,27.45,"Pitcher"
"Tim_Redding","WAS","Starting_Pitcher",72,200,29.05,"Pitcher"
"John_Patterson","WAS","Starting_Pitcher",77,208,29.08,"Pitcher"
"Shawn_Hill","WAS","Starting_Pitcher",74,185,25.84,"Pitcher"
"Joel_Hanrahan","WAS","Starting_Pitcher",75,215,25.4,"Pitcher"
"Mike_O'Connor","WAS","Starting_Pitcher",75,170,26.54,"Pitcher"
"Emiliano_Fruto","WAS","Relief_Pitcher",75,235,22.73,"Pitcher"
"Chris_Schroder","WAS","Relief_Pitcher",75,210,28.53,"Pitcher"
"Brett_Campbell","WAS","Relief_Pitcher",72,170,25.37,"Pitcher"
"Beltran_Perez","WAS","Relief_Pitcher",74,180,25.35,"Pitcher"
"Levale_Speigner","WAS","Relief_Pitcher",71,170,26.43,"Pitcher"
"Jason_Bergmann","WAS","Relief_Pitcher",76,190,25.43,"Pitcher"
"Saul_Rivera","WAS","Relief_Pitcher",71,150,29.23,"Pitcher"
"Chris_Booker","WAS","Relief_Pitcher",75,230,30.22,"Pitcher"
"Micah_Bowie","WAS","Relief_Pitcher",76,203,32.3,"Pitcher"
"Jon_Rauch","WAS","Relief_Pitcher",83,260,28.42,"Pitcher"
"Jerome_Williams","WAS","Relief_Pitcher",75,246,25.24,"Pitcher"
"Luis_Ayala","WAS","Relief_Pitcher",74,186,29.13,"Pitcher"
"Ryan_Wagner","WAS","Relief_Pitcher",76,210,24.63,"Pitcher"
"Chad_Cordero","WAS","Relief_Pitcher",72,198,24.95,"Pitcher"
"Humberto_Cota","PIT","Catcher",72,210,28.06,"Catcher"
"Ronny_Paulino","PIT","Catcher",75,215,25.86,"Catcher"
"Adam_LaRoche","PIT","First_Baseman",75,180,27.32,"Infielder"
"Ryan_Doumit","PIT","First_Baseman",72,200,25.91,"Infielder"
"Brad_Eldred","PIT","First_Baseman",77,245,26.63,"Infielder"
"Jose_Castillo","PIT","Second_Baseman",73,200,25.95,"Infielder"
"Jack_Wilson","PIT","Shortstop",72,192,29.17,"Infielder"
"Freddy_Sanchez","PIT","Third_Baseman",70,192,29.19,"Infielder"
"Jason_Bay","PIT","Outfielder",74,200,28.44,"Outfielder"
"Jose_Bautista","PIT","Outfielder",72,192,26.36,"Outfielder"
"Xavier_Nady","PIT","Outfielder",74,205,28.29,"Outfielder"
"Jody_Gerut","PIT","Outfielder",72,190,29.45,"Outfielder"
"Nate_McLouth","PIT","Outfielder",71,186,25.34,"Outfielder"
"Chris_Duffy","PIT","Outfielder",70,170,26.86,"Outfielder"
"Rajai_Davis","PIT","Outfielder",71,197,26.36,"Outfielder"
"Shane_Youman","PIT","Starting_Pitcher",76,219,27.39,"Pitcher"
"Yoslan_Herrera","PIT","Starting_Pitcher",74,200,25.84,"Pitcher"
"Josh_Shortslef","PIT","Starting_Pitcher",76,220,25.08,"Pitcher"
"Zach_Duke","PIT","Starting_Pitcher",74,207,23.87,"Pitcher"
"Paul_Maholm","PIT","Starting_Pitcher",74,225,24.68,"Pitcher"
"Tom_Gorzelanny","PIT","Starting_Pitcher",74,207,24.64,"Pitcher"
"Shawn_Chacon","PIT","Starting_Pitcher",75,212,29.19,"Pitcher"
"Tony_Armas_Jr.","PIT","Starting_Pitcher",75,225,28.84,"Pitcher"
"Ian_Snell","PIT","Starting_Pitcher",71,170,25.33,"Pitcher"
"Sean_Burnett","PIT","Starting_Pitcher",71,190,24.45,"Pitcher"
"John_Grabow","PIT","Relief_Pitcher",74,210,28.32,"Pitcher"
"Marty_McLeary","PIT","Relief_Pitcher",77,230,32.34,"Pitcher"
"Salomon_Torres","PIT","Relief_Pitcher",71,210,34.97,"Pitcher"
"Damaso_Marte","PIT","Relief_Pitcher",74,200,32.04,"Pitcher"
"Matt_Capps","PIT","Relief_Pitcher",75,238,23.49,"Pitcher"
"Josh_Sharpless","PIT","Relief_Pitcher",77,234,26.09,"Pitcher"
"Bryan_Bullington","PIT","Relief_Pitcher",76,222,26.41,"Pitcher"
"Jonah_Bayliss","PIT","Relief_Pitcher",74,200,26.55,"Pitcher"
"Brian_Rogers","PIT","Relief_Pitcher",76,190,24.62,"Pitcher"
"Juan_Perez","PIT","Relief_Pitcher",72,170,28.49,"Pitcher"
"Bengie_Molina","SF","Catcher",71,220,32.61,"Catcher"
"Eliezer_Alfonzo","SF","Catcher",72,223,28.06,"Catcher"
"Lance_Niekro","SF","First_Baseman",75,210,28.08,"Infielder"
"Mark_Sweeney","SF","First_Baseman",73,215,37.34,"Infielder"
"Ray_Durham","SF","Second_Baseman",68,196,35.25,"Infielder"
"Kevin_Frandsen","SF","Second_Baseman",72,175,24.77,"Infielder"
"Omar_Vizquel","SF","Shortstop",69,175,39.85,"Infielder"
"Rich_Aurilia","SF","Third_Baseman",73,189,35.49,"Infielder"
"Pedro_Feliz","SF","Third_Baseman",73,205,31.84,"Infielder"
"Todd_Linden","SF","Outfielder",75,210,26.67,"Outfielder"
"Dave_Roberts","SF","Outfielder",70,180,34.75,"Outfielder"
"Jason_Ellison","SF","Outfielder",70,180,28.91,"Outfielder"
"Randy_Winn","SF","Outfielder",74,197,32.73,"Outfielder"
"Ryan_Klesko","SF","Outfielder",75,220,35.72,"Outfielder"
"Barry_Bonds","SF","Outfielder",74,228,42.6,"Outfielder"
"Fred_Lewis","SF","Outfielder",74,190,26.22,"Outfielder"
"Kelyn_Acosta","SF","Starting_Pitcher",73,204,21.85,"Pitcher"
"Jonathan_Sanchez","SF","Starting_Pitcher",74,165,24.28,"Pitcher"
"Matt_Cain","SF","Starting_Pitcher",75,216,22.41,"Pitcher"
"Matt_Morris","SF","Starting_Pitcher",77,220,32.56,"Pitcher"
"Russ_Ortiz","SF","Starting_Pitcher",73,208,32.74,"Pitcher"
"Noah_Lowry","SF","Starting_Pitcher",74,210,26.39,"Pitcher"
"Barry_Zito","SF","Starting_Pitcher",76,215,28.8,"Pitcher"
"Vinnie_Chulk","SF","Relief_Pitcher",74,195,28.2,"Pitcher"
"Kevin_Correia","SF","Relief_Pitcher",75,200,26.52,"Pitcher"
"Steve_Kline","SF","Relief_Pitcher",73,215,34.52,"Pitcher"
"Armando_Benitez","SF","Relief_Pitcher",76,229,34.32,"Pitcher"
"Scott_Munter","SF","Relief_Pitcher",78,240,26.98,"Pitcher"
"Jack_Taschner","SF","Relief_Pitcher",75,207,28.86,"Pitcher"
"Brian_Wilson","SF","Relief_Pitcher",73,205,24.96,"Pitcher"
"Merkin_Valdez","SF","Relief_Pitcher",77,208,25.3,"Pitcher"
"Brad_Hennessey","SF","Relief_Pitcher",74,185,27.06,"Pitcher"
"Billy_Sadler","SF","Relief_Pitcher",72,190,25.44,"Pitcher"
"Pat_Misch","SF","Relief_Pitcher",74,170,25.53,"Pitcher"
"Gary_Bennett","STL","Catcher",72,208,34.87,"Catcher"
"Yadier_Molina","STL","Catcher",71,225,24.63,"Catcher"
"John_Nelson","STL","First_Baseman",73,190,27.99,"Infielder"
"Albert_Pujols","STL","First_Baseman",75,225,27.12,"Infielder"
"Adam_Kennedy","STL","Second_Baseman",73,185,31.14,"Infielder"
"Aaron_Miles","STL","Second_Baseman",67,180,30.21,"Infielder"
"David_Eckstein","STL","Shortstop",67,165,32.11,"Infielder"
"Scott_Rolen","STL","Third_Baseman",76,240,31.91,"Infielder"
"Scott_Spiezio","STL","Third_Baseman",74,220,34.44,"Infielder"
"Jim_Edmonds","STL","Outfielder",73,212,36.68,"Outfielder"
"So_Taguchi","STL","Outfielder",70,163,37.66,"Outfielder"
"Juan_Encarnacion","STL","Outfielder",75,215,30.98,"Outfielder"
"Skip_Schumaker","STL","Outfielder",70,175,27.07,"Outfielder"
"John_Rodriguez","STL","Outfielder",72,205,29.11,"Outfielder"
"Chris_Duncan","STL","Outfielder",77,210,25.82,"Outfielder"
"Adam_Wainwright","STL","Starting_Pitcher",79,205,25.5,"Pitcher"
"Mark_Mulder","STL","Starting_Pitcher",78,208,29.57,"Pitcher"
"Anthony_Reyes","STL","Starting_Pitcher",74,215,25.37,"Pitcher"
"Ryan_Franklin","STL","Starting_Pitcher",75,180,33.99,"Pitcher"
"Kip_Wells","STL","Starting_Pitcher",75,200,29.86,"Pitcher"
"Chris_Carpenter","STL","Starting_Pitcher",78,230,31.84,"Pitcher"
"Russ_Springer","STL","Relief_Pitcher",76,211,38.31,"Pitcher"
"Jason_Isringhausen","STL","Relief_Pitcher",75,230,34.48,"Pitcher"
"Ricardo_Rincon","STL","Relief_Pitcher",69,190,36.88,"Pitcher"
"Braden_Looper","STL","Relief_Pitcher",75,220,32.34,"Pitcher"
"Randy_Flores","STL","Relief_Pitcher",72,180,31.58,"Pitcher"
"Josh_Hancock","STL","Relief_Pitcher",75,205,28.89,"Pitcher"
"Brad_Thompson","STL","Relief_Pitcher",73,190,25.08,"Pitcher"
"Tyler_Johnson","STL","Relief_Pitcher",74,180,25.73,"Pitcher"
"Chris_Narveson","STL","Relief_Pitcher",75,205,25.19,"Pitcher"
"Randy_Keisler","STL","Relief_Pitcher",75,190,31.01,"Pitcher"
"Josh_Kinney","STL","Relief_Pitcher",73,195,27.92,"Pitcher"
