id, name, rating, position, height, foot, rare, pace, shooting, passing, dribbling, defending, heading, diving, handling, kicking, reflexes, speed, positioning
186702, Brandon McDonald, 67, D, 185, Right, 0, 64, 53, 57, 57, 72, 69, , , , , ,
186705, Michael Videira, 59, M, 183, Right, 0, 65, 58, 55, 62, 57, 58, , , , , ,
186710, Eric Brunner, 64, D, 193, Right, 1, 42, 38, 48, 42, 67, 71, , , , , ,
186711, Luke Sassano, 59, M, 185, Right, 0, 67, 48, 52, 55, 62, 63, , , , , ,
186715, Shea Salinas, 63, M, 178, Right, 1, 79, 56, 54, 68, 51, 51, , , , , ,
186719, Lynel Kitambala, 73, A, 177, Left, 1, 78, 68, 60, 76, 52, 61, , , , , ,
186722, Fabien Robert, 62, A, 174, Right, 1, 77, 56, 47, 65, 40, 52, , , , , ,
186724, Saif Ghezal, 69, D, 188, Right, 0, 61, 39, 62, 54, 72, 74, , , , , ,
186725, David Horst, 59, D, 193, Right, 1, 35, 23, 32, 34, 68, 66, , , , , ,
186728, Julius James, 66, D, 183, Right, 0, 79, 41, 39, 52, 70, 73, , , , , ,
186730, Pat Phelan, 60, M, 183, Right, 0, 50, 49, 55, 57, 63, 69, , , , , ,
186737, Sergej Karimow, 64, D, 180, Left, 0, 68, 30, 54, 59, 65, 67, , , , , ,
186747, Jámison Olave, 73, D, 186, Right, 1, 79, 40, 53, 51, 80, 78, , , , , ,
186751, Bobby Grant, 61, A, 180, Left, 0, 71, 60, 56, 64, 48, 54, , , , , ,
186753, Nikola Gulan, 66, D, 185, Left, 0, 73, 54, 60, 57, 68, 68, , , , , ,
186755, Marko Bajić, 56, M, 183, Right, 0, 59, 59, 55, 54, 60, 56, , , , , ,
186756, Danny Swanson, 72, A, 168, Right, 1, 86, 67, 64, 78, 58, 64, , , , , ,
186759, Roberto, 70, A, 187, Left, 0, 57, 66, 54, 62, 56, 77, , , , , ,
186765, Bira Dembélé, 61, D, 191, Left, 0, 68, 40, 56, 43, 66, 62, , , , , ,
186769, Stephan Palla, 58, D, 172, Left, 0, 74, 28, 52, 59, 54, 54, , , , , ,
186777, Denilson Gabionetta, 66, A, 178, Left, 1, 81, 60, 58, 69, 50, 62, , , , , ,
186783, Albert Adomah, 70, A, 185, Right, 1, 81, 62, 65, 73, 52, 58, , , , , ,
186788, David Pisot, 62, D, 185, Right, 0, 67, 50, 50, 57, 66, 73, , , , , ,
186789, Victor, 78, GK, 193, Left, 0, , , , , , , 79, 83, 75, 74, 50, 77
186800, Alain Junior Ollé Ollé, 66, M, 175, Left, 0, 79, 57, 62, 69, 54, 52, , , , , ,
186801, Cheikhou Kouyaté, 69, M, 191, Left, 1, 81, 60, 61, 62, 75, 77, , , , , ,
186805, Jefferson Montero, 73, A, 165, Right, 1, 84, 69, 59, 81, 50, 60, , , , , ,
186812, Joffre Guerrón, 71, A, 179, Right, 1, 93, 66, 61, 71, 64, 69, , , , , ,
186818, Leandro Salino, 75, M, 169, Right, 0, 82, 62, 76, 77, 58, 53, , , , , ,
186825, Marinho, 72, A, 166, Right, 1, 92, 63, 59, 77, 38, 51, , , , , ,
186829, Ben Hutchinson, 56, A, 180, Right, 0, 61, 56, 32, 54, 42, 67, , , , , ,
186832, Kwadwo Asamoah, 75, M, 178, Left, 0, 78, 69, 74, 73, 75, 71, , , , , ,
186838, Gerard Doherty, 57, GK, 188, Right, 0, , , , , , , 60, 55, 57, 59, 33, 57
186839, Niall McGinn, 63, M, 173, Right, 1, 88, 54, 51, 69, 42, 47, , , , , ,
186845, Luca Di Matteo, 66, D, 179, Right, 0, 76, 53, 66, 65, 64, 57, , , , , ,
186847, Edgar Çani, 63, A, 192, Left, 0, 52, 60, 44, 54, 55, 68, , , , , ,
186849, Jim O'Brien, 66, A, 178, Right, 0, 76, 59, 63, 70, 33, 46, , , , , ,
186852, Innocent Emeghara, 65, A, 170, Right, 1, 87, 59, 43, 70, 47, 60, , , , , ,
186853, Fabian Barbiero, 59, M, 176, Right, 1, 76, 65, 55, 62, 56, 58, , , , , ,
186881, James Holland, 64, M, 180, Right, 0, 65, 60, 56, 67, 56, 58, , , , , ,
186895, Kagisho Dikgacoi, 69, M, 180, Right, 0, 64, 53, 65, 61, 72, 70, , , , , ,
186902, Gordon Schildenfeld, 73, D, 191, Right, 1, 59, 41, 53, 58, 78, 65, , , , , ,
186904, Lee Cox, 63, M, 185, Right, 0, 65, 41, 63, 63, 66, 64, , , , , ,
186905, Ashley Barnes, 66, A, 186, Right, 0, 61, 63, 43, 64, 56, 70, , , , , ,
186912, Christian Träsch, 77, M, 180, Right, 0, 73, 65, 76, 68, 77, 69, , , , , ,
186922, Daniel Christensen, 63, A, 172, Right, 0, 66, 50, 56, 65, 55, 48, , , , , ,
186925, Jude Ikechukwu Nworuh, 60, A, 170, Right, 1, 84, 58, 39, 63, 38, 62, , , , , ,
186935, Claudemir, 76, M, 185, Right, 0, 75, 73, 75, 75, 71, 67, , , , , ,
186937, Andrés Lamas, 64, D, 187, Left, 0, 63, 36, 40, 39, 67, 68, , , , , ,
186939, Christopher Nöthe, 70, A, 184, Right, 0, 70, 65, 46, 65, 52, 73, , , , , ,
186941, Raphael Wolf, 68, GK, 190, Right, 0, , , , , , , 71, 62, 60, 74, 51, 68
186942, Ilkay Gündogan, 77, M, 180, Right, 0, 77, 73, 75, 79, 68, 63, , , , , ,
186950, Fabio Daprelà, 67, D, 180, Left, 0, 80, 44, 64, 64, 66, 61, , , , , ,
186961, Alberto Paloschi, 74, A, 183, Right, 0, 77, 68, 47, 69, 50, 75, , , , , ,
186982, Alexander Büttner, 65, D, 174, Left, 1, 85, 65, 54, 71, 65, 68, , , , , ,
186989, Darvin Chávez, 67, D, 177, Left, 0, 73, 50, 61, 64, 67, 64, , , , , ,
186992, Jesús Dueñas, 58, M, 174, Right, 0, 65, 55, 53, 62, 44, 47, , , , , ,
186993, Javier Cortés, 72, M, 171, Right, 1, 88, 73, 66, 79, 49, 60, , , , , ,
187004, Moussa Maâzou, 71, A, 186, Right, 1, 85, 69, 51, 60, 55, 75, , , , , ,
187027, Wallace, 64, D, 183, Left, 1, 73, 69, 70, 67, 63, 57, , , , , ,
187028, David McAllister, 58, M, 178, Right, 0, 62, 54, 61, 53, 53, 63, , , , , ,
187033, Sean Morrison, 63, D, 185, Right, 0, 68, 21, 33, 39, 64, 72, , , , , ,
187038, Benjamin Mokulu, 66, A, 185, Left, 0, 73, 55, 64, 70, 53, 71, , , , , ,
187048, Abdou Traoré, 67, M, 180, Right, 0, 72, 58, 66, 71, 65, 61, , , , , ,
187052, Yann M'Vila, 81, M, 182, Right, 1, 79, 65, 72, 77, 81, 65, , , , , ,
187056, Jeroen Vanthournout, 56, M, 183, Left, 0, 61, 41, 48, 44, 60, 61, , , , , ,
187062, Daniel Sikorski, 67, A, 184, Right, 1, 81, 65, 55, 63, 51, 64, , , , , ,
187063, Emmanuel Ekpo, 65, M, 187, Right, 1, 86, 58, 63, 78, 60, 52, , , , , ,
187069, Erik Vera, 64, M, 169, Left, 1, 84, 50, 64, 65, 52, 55, , , , , ,
187072, Lars Stindl, 73, M, 180, Right, 1, 74, 69, 69, 76, 57, 64, , , , , ,
187073, Seo Sang Min, 63, M, 175, Right, 1, 76, 63, 62, 64, 67, 63, , , , , ,
187075, Dayro Moreno, 73, A, 178, Right, 1, 76, 73, 64, 74, 47, 60, , , , , ,
187076, Stephan Hain, 67, A, 178, Right, 0, 78, 59, 48, 76, 39, 67, , , , , ,
187077, Freddie Sears, 68, M, 170, Right, 0, 80, 67, 55, 73, 47, 55, , , , , ,
187080, Georgie Welcome, 68, A, 193, Right, 0, 77, 65, 42, 64, 56, 58, , , , , ,
187084, Mame Biram Diouf, 74, A, 183, Right, 1, 82, 65, 51, 74, 52, 78, , , , , ,
187110, Miguel Angel Ponce, 66, D, 176, Left, 0, 75, 44, 62, 65, 57, 61, , , , , ,
187132, Carlos Zambrano, 74, D, 185, Right, 1, 68, 52, 65, 66, 75, 77, , , , , ,
187144, Jo Soo Hyuk, 53, GK, 188, Right, 0, , , , , , , 54, 55, 59, 55, 31, 54
187145, Lee Seung Yeoul, 65, A, 182, Right, 1, 82, 58, 60, 69, 49, 67, , , , , ,
187146, Moon Ki Han, 61, M, 177, Right, 0, 61, 52, 62, 64, 51, 44, , , , , ,
187150, Will Buckley, 68, A, 183, Right, 1, 83, 58, 53, 69, 50, 60, , , , , ,
187154, Niall Canavan, 59, D, 191, Left, 0, 55, 13, 24, 31, 62, 69, , , , , ,
187157, Matt Godden, 52, A, 185, Right, 0, 66, 48, 40, 56, 34, 60, , , , , ,
187169, Lewis Chalmers, 52, M, 183, Right, 0, 65, 37, 52, 49, 58, 64, , , , , ,
187171, Kim Ho Jun, 66, GK, 189, Right, 0, , , , , , , 69, 64, 67, 66, 54, 65
187180, Lee Kyu Ro, 60, D, 177, Right, 0, 67, 42, 52, 51, 65, 58, , , , , ,
187182, Park Tae Min, 60, M, 183, Right, 0, 74, 51, 60, 56, 60, 55, , , , , ,
187183, Park Hyun Bem, 67, M, 194, Right, 1, 54, 57, 66, 59, 70, 69, , , , , ,
187193, Alan Pimentel, 67, D, 176, Left, 0, 67, 45, 63, 57, 67, 70, , , , , ,
187205, Luis Fuentes, 70, M, 171, Left, 0, 79, 63, 65, 74, 67, 70, , , , , ,
187206, Nathan Smith, 59, D, 179, Left, 1, 86, 30, 52, 64, 65, 56, , , , , ,
187245, Ahn Jae Joon, 61, D, 186, Right, 0, 65, 26, 42, 46, 68, 65, , , , , ,
187256, Abraham Darío Carreño, 68, A, 188, Right, 0, 70, 65, 50, 67, 48, 65, , , , , ,
187265, Francisco Acuña, 68, M, 165, Right, 1, 82, 57, 62, 72, 39, 54, , , , , ,
187268, Park Hee Do, 64, A, 181, Left, 1, 79, 55, 67, 63, 46, 48, , , , , ,
187275, Hong Jeong Nam, 61, GK, 186, Right, 1, , , , , , , 63, 65, 55, 60, 35, 54
187278, Hong Jin Sub, 63, A, 180, Right, 1, 83, 53, 60, 65, 46, 51, , , , , ,
187289, Raúl Nava, 65, A, 183, Left, 0, 55, 60, 58, 66, 52, 72, , , , , ,
187323, Henrique, 77, D, 185, Right, 0, 60, 47, 54, 60, 76, 76, , , , , ,
187337, Guillermo Molins, 71, M, 184, Right, 1, 84, 68, 59, 75, 56, 48, , , , , ,
187343, Park Byeong Ju, 61, D, 185, Right, 0, 56, 20, 31, 28, 67, 65, , , , , ,
187345, Cho Dong Geon, 64, A, 180, Right, 1, 82, 57, 53, 60, 50, 69, , , , , ,
187350, Enrique Pérez, 69, D, 174, Right, 1, 89, 52, 66, 64, 67, 67, , , , , ,
187353, Kalú Gastelum, 68, M, 173, Right, 0, 62, 55, 60, 64, 68, 64, , , , , ,
187361, Milan Milanović, 63, D, 194, Right, 1, 69, 30, 58, 52, 66, 70, , , , , ,
187366, Denis Glushakov, 72, M, 182, Right, 1, 71, 66, 73, 72, 64, 66, , , , , ,
187398, John Mulroy, 54, A, 176, Right, 0, 71, 52, 42, 53, 37, 53, , , , , ,
187424, Jorge Díaz de León, 65, GK, 185, Right, 0, , , , , , , 68, 63, 64, 68, 46, 59
187443, Índio, 68, M, 177, Right, 1, 88, 67, 70, 77, 50, 68, , , , , ,
187444, Kim Young Woo, 64, M, 176, Right, 1, 74, 63, 66, 67, 51, 60, , , , , ,
187449, You Ho Jun, 62, M, 183, Right, 0, 62, 56, 62, 66, 61, 58, , , , , ,
187454, Heo Jae Won, 59, M, 187, Right, 0, 58, 44, 60, 53, 63, 67, , , , , ,
187455, Ko Seul Ki, 60, A, 183, Right, 1, 57, 54, 65, 64, 49, 64, , , , , ,
187456, Evgeniy Balyaykin, 72, M, 184, Right, 1, 67, 66, 78, 64, 69, 70, , , , , ,
187457, Christian Noboa, 78, M, 183, Right, 0, 73, 70, 80, 77, 72, 72, , , , , ,
187463, David Lopes, 63, D, 190, Left, 1, 58, 41, 41, 35, 71, 63, , , , , ,
187489, David Meyler, 68, M, 190, Right, 0, 68, 60, 73, 65, 70, 68, , , , , ,
187492, Dmitriy Kombarov, 75, M, 181, Left, 0, 78, 72, 75, 77, 53, 63, , , , , ,
187495, Dominic Pürcher, 60, D, 182, Left, 0, 72, 45, 59, 59, 62, 61, , , , , ,
187498, Jakob Jantscher, 69, M, 181, Right, 0, 77, 67, 65, 75, 42, 52, , , , , ,
187500, Sandro Foda, 59, M, 171, Right, 0, 66, 50, 57, 60, 52, 53, , , , , ,
187515, Keirrison, 74, A, 183, Right, 1, 77, 73, 55, 71, 50, 67, , , , , ,
187533, Alexey Ionov, 72, M, 177, Left, 0, 76, 59, 71, 75, 49, 60, , , , , ,
187535, Anton Sosnin, 62, M, 178, Right, 1, 62, 57, 67, 68, 56, 53, , , , , ,
187548, Alan Gatagov, 71, M, 180, Left, 0, 73, 47, 70, 68, 61, 62, , , , , ,
18756, Matt Gill, 62, M, 180, Right, 1, 56, 52, 69, 58, 58, 59, , , , , ,
187572, Thiago Carleto, 65, D, 172, Left, 1, 75, 62, 62, 73, 64, 57, , , , , ,
187577, Pavel Golyshev, 72, M, 176, Right, 1, 73, 71, 73, 74, 55, 61, , , , , ,
18760, Jimmy Bullard, 73, M, 178, Right, 1, 55, 73, 74, 70, 65, 63, , , , , ,
187603, Andrey Ivanov, 71, D, 179, Left, 0, 73, 47, 66, 60, 71, 64, , , , , ,
187607, Artem Dzyuba, 75, A, 194, Right, 1, 78, 76, 65, 63, 59, 75, , , , , ,
187608, Justin Braun, 65, A, 191, Right, 0, 66, 62, 50, 61, 57, 67, , , , , ,
187615, Danleigh Borman, 61, D, 175, Left, 1, 84, 50, 50, 64, 58, 53, , , , , ,
187620, Rens van Eijden, 65, D, 188, Right, 0, 52, 31, 56, 51, 70, 62, , , , , ,
18766, Helgi Valur Daníelsson, 58, M, 186, Right, 0, 58, 45, 54, 52, 66, 58, , , , , ,
187663, Juan Carlos Escobar, 64, M, 183, Right, 1, 62, 68, 61, 66, 64, 67, , , , , ,
187688, Ganso, 83, M, 184, Left, 1, 68, 73, 82, 83, 58, 69, , , , , ,
187702, Omar El Kaddouri, 66, M, 186, Right, 0, 69, 53, 66, 68, 60, 61, , , , , ,
18771, Luke Steele, 66, GK, 188, Right, 0, , , , , , , 70, 62, 61, 73, 64, 65
187734, Evgeniy Pomazan, 64, GK, 193, Right, 1, , , , , , , 65, 68, 60, 71, 47, 55
187754, Marlos, 74, A, 173, Left, 1, 86, 70, 66, 84, 53, 59, , , , , ,
187755, Pedro Ken, 69, M, 181, Right, 0, 72, 61, 67, 71, 67, 65, , , , , ,
187760, Robbie Creevy, 54, M, 180, Right, 0, 60, 54, 56, 47, 55, 56, , , , , ,
187761, Eoin Doyle, 58, A, 178, Right, 0, 72, 57, 51, 58, 37, 59, , , , , ,
187763, Elias, 77, M, 173, Right, 0, 82, 73, 68, 74, 71, 75, , , , , ,
187768, Lens Annab, 65, M, 183, Right, 0, 64, 52, 60, 72, 59, 56, , , , , ,
187773, Andreas Buchner, 64, M, 168, Right, 1, 75, 57, 60, 67, 34, 52, , , , , ,
187783, Paul Sinnott, 53, D, 182, Right, 0, 34, 37, 42, 32, 55, 56, , , , , ,
187789, Kanu, 68, M, 190, Left, 0, 68, 67, 63, 72, 62, 68, , , , , ,
187797, Shaun Brisley, 54, D, 188, Right, 0, 62, 30, 30, 28, 58, 72, , , , , ,
187798, John Rooney, 58, M, 180, Right, 0, 71, 54, 55, 63, 57, 42, , , , , ,
187800, Mauricio Isla, 80, M, 177, Right, 0, 81, 65, 78, 77, 78, 65, , , , , ,
187815, Diogo, 72, A, 182, Right, 1, 75, 68, 56, 76, 48, 74, , , , , ,
187830, Barry Maguire, 67, M, 180, Right, 0, 66, 56, 66, 70, 68, 66, , , , , ,
187846, Vanderlei, 62, GK, 195, Right, 0, , , , , , , 62, 63, 64, 68, 29, 63
187847, Ondřej Smetana, 59, A, 196, Right, 1, 43, 59, 46, 52, 56, 57, , , , , ,
18785, Thomas Chatelle, 69, A, 176, Right, 0, 71, 67, 67, 69, 52, 56, , , , , ,
187850, Adrian Nikci, 64, A, 182, Right, 1, 78, 54, 57, 66, 49, 50, , , , , ,
187857, Grzegorz Sandomierski, 68, GK, 196, Left, 0, , , , , , , 77, 64, 67, 72, 55, 61
187858, Paul-José M'Poku, 63, M, 174, Right, 1, 75, 58, 55, 73, 46, 50, , , , , ,
187870, Bryan Jordan, 59, A, 173, Right, 1, 77, 54, 47, 61, 54, 65, , , , , ,
187878, Lukáš Mareček, 66, M, 182, Right, 0, 74, 59, 65, 64, 65, 58, , , , , ,
187891, Alexis Norambuena, 63, D, 176, Right, 0, 69, 40, 64, 61, 61, 67, , , , , ,
187900, Yussif Chibsah, 64, M, 175, Right, 1, 78, 56, 54, 64, 68, 68, , , , , ,
187924, Clément Grenier, 69, M, 186, Right, 0, 74, 65, 69, 73, 49, 62, , , , , ,
187925, Yanis Tafer, 69, A, 180, Left, 1, 81, 67, 53, 71, 45, 56, , , , , ,
187926, Gabriel Pimba, 67, M, 173, Right, 0, 67, 58, 65, 74, 51, 60, , , , , ,
187935, Foued Kadir, 66, M, 180, Right, 0, 70, 63, 62, 68, 50, 52, , , , , ,
187936, Steven N'Zonzi, 76, M, 190, Right, 0, 71, 58, 70, 58, 77, 72, , , , , ,
187939, Aatif Chahechouhe, 56, M, 176, Right, 0, 60, 43, 54, 62, 36, 44, , , , , ,
187945, Renan Oliveira, 71, M, 182, Right, 1, 72, 69, 66, 79, 47, 63, , , , , ,
187954, Airton, 75, M, 182, Right, 0, 67, 59, 70, 68, 78, 79, , , , , ,
187961, Paulinho, 74, M, 180, Right, 1, 82, 69, 70, 75, 72, 65, , , , , ,
187988, Frédéric Sammaritano, 71, M, 162, Right, 1, 78, 61, 67, 76, 41, 36, , , , , ,
187995, Stéphane Auvray, 61, M, 174, Right, 0, 56, 52, 55, 57, 65, 66, , , , , ,
187998, Rafael, 67, GK, 192, Left, 0, , , , , , , 74, 66, 64, 72, 33, 58
1880, Austin McCann, 61, D, 180, Left, 0, 59, 41, 58, 54, 66, 67, , , , , ,
188001, Zé Eduardo, 67, M, 183, Right, 0, 69, 52, 67, 65, 67, 56, , , , , ,
188010, Adriano Pellegrino, 61, M, 170, Right, 0, 62, 62, 57, 63, 57, 50, , , , , ,
188013, Júnior Díaz, 64, D, 185, Left, 1, 77, 58, 63, 62, 65, 65, , , , , ,
188016, Massimiliano Benassi, 69, GK, 180, Right, 0, , , , , , , 72, 68, 60, 72, 65, 65
188017, Alberto Pomini, 65, GK, 187, Right, 0, , , , , , , 63, 61, 55, 70, 50, 69
188021, Marco Piccioni, 62, D, 181, Right, 0, 44, 30, 41, 45, 65, 67, , , , , ,
188025, William Jidayi, 62, M, 188, Right, 1, 63, 57, 59, 56, 69, 75, , , , , ,
188030, Horacio Erpen, 62, A, 172, Left, 0, 73, 46, 53, 64, 43, 46, , , , , ,
188031, Gaetano Masucci, 64, A, 172, Right, 1, 80, 61, 50, 64, 45, 62, , , , , ,
188041, Rafael Carioca, 74, M, 179, Right, 1, 75, 59, 74, 78, 67, 54, , , , , ,
188042, Matias Suarez, 74, A, 182, Right, 1, 84, 70, 71, 78, 46, 59, , , , , ,
188061, Gabor Straka, 61, M, 180, Right, 0, 56, 42, 52, 54, 65, 58, , , , , ,
188063, Łukasz Hanzel, 59, M, 181, Right, 0, 73, 57, 59, 68, 50, 60, , , , , ,
188070, Ronald Vargas, 75, M, 175, Right, 0, 83, 70, 71, 80, 46, 58, , , , , ,
188071, Thomas Oar, 68, A, 169, Left, 1, 89, 66, 60, 65, 39, 62, , , , , ,
188072, Marcel Höttecke, 65, GK, 199, Right, 0, , , , , , , 64, 65, 52, 69, 47, 64
188076, Francesco Bolzoni, 67, M, 180, Right, 0, 67, 54, 71, 64, 65, 64, , , , , ,
188095, Sam Wood, 62, M, 173, Left, 1, 84, 41, 64, 61, 48, 59, , , , , ,
188103, Rochina, 66, A, 181, Left, 0, 67, 66, 59, 65, 50, 60, , , , , ,
188105, Réver, 78, D, 192, Right, 1, 72, 57, 56, 58, 81, 74, , , , , ,
188110, Jumar, 70, M, 177, Right, 0, 80, 56, 64, 63, 70, 62, , , , , ,
188124, Simao, 70, M, 178, Right, 0, 79, 44, 62, 59, 75, 74, , , , , ,
188133, Wellington, 67, M, 173, Right, 0, 75, 62, 63, 67, 59, 63, , , , , ,
188145, Abdelhamid El Kaoutari, 72, D, 185, Left, 0, 68, 33, 61, 45, 74, 71, , , , , ,
188152, Oscar, 77, M, 179, Right, 0, 80, 66, 68, 85, 43, 56, , , , , ,
188153, Marvin Morgan, 61, A, 196, Left, 1, 76, 52, 47, 62, 58, 66, , , , , ,
188154, Lewis Holtby, 76, M, 176, Left, 0, 78, 70, 75, 84, 49, 54, , , , , ,
188155, Daryl Janmaat, 67, D, 185, Right, 0, 73, 60, 64, 74, 69, 56, , , , , ,
188157, Lex Immers, 69, M, 187, Right, 0, 61, 64, 68, 65, 69, 69, , , , , ,
188161, Guyon Fernandez, 67, A, 184, Right, 1, 88, 65, 51, 67, 58, 60, , , , , ,
188164, José Baxter, 69, A, 179, Right, 0, 74, 69, 62, 72, 47, 58, , , , , ,
188166, Matthew Phillips, 69, A, 183, Right, 1, 83, 44, 61, 75, 45, 50, , , , , ,
188168, George Friend, 65, D, 188, Left, 0, 73, 57, 60, 60, 69, 71, , , , , ,
188177, Douglas, 79, D, 192, Right, 1, 63, 46, 54, 49, 85, 75, , , , , ,
188181, Dean Moxey, 66, D, 188, Left, 0, 71, 51, 60, 63, 67, 60, , , , , ,
188182, Leon Balogun, 64, D, 190, Right, 0, 50, 36, 41, 39, 69, 69, , , , , ,
188186, Kheli Dube, 61, A, 185, Right, 1, 80, 58, 46, 65, 46, 56, , , , , ,
188200, Matthew Taylor, 63, D, 180, Right, 0, 63, 32, 34, 36, 64, 71, , , , , ,
188205, Rodrigo Possebon, 70, M, 180, Right, 0, 66, 60, 72, 69, 65, 61, , , , , ,
188214, Giuseppe Aquaro, 65, D, 187, Right, 0, 52, 38, 47, 37, 69, 70, , , , , ,
188232, Abdoul Karim Yoda, 66, M, 182, Left, 0, 71, 51, 65, 65, 57, 59, , , , , ,
188234, Felipe, 67, D, 194, Left, 1, 61, 38, 51, 54, 73, 67, , , , , ,
188251, Mohamed Chalali, 56, A, 177, Right, 0, 65, 55, 47, 59, 41, 61, , , , , ,
188253, James McCarthy, 75, M, 180, Right, 0, 70, 66, 77, 77, 66, 65, , , , , ,
188257, Brian Easton, 64, D, 183, Left, 0, 66, 19, 56, 33, 66, 71, , , , , ,
188268, Lautaro Acosta, 69, A, 168, Right, 0, 77, 60, 55, 70, 46, 63, , , , , ,
188270, Bruno Ecuélé Manga, 79, D, 186, Right, 1, 67, 31, 62, 39, 80, 80, , , , , ,
188271, Floyd Ayité, 64, A, 173, Right, 0, 74, 58, 51, 68, 42, 57, , , , , ,
188285, Tomas Kosicky, 64, GK, 197, Right, 1, , , , , , , 60, 60, 55, 70, 48, 65
188289, Emmanuel Riviere, 75, A, 182, Right, 0, 79, 66, 70, 75, 52, 72, , , , , ,
188310, Alexis Theodosiadis, 56, D, 179, Left, 1, 75, 54, 56, 59, 55, 62, , , , , ,
188316, Manuel Seidl, 61, M, 183, Right, 0, 64, 55, 53, 54, 64, 60, , , , , ,
188325, Cheick Tidiane Diabaté, 73, A, 194, Right, 1, 72, 69, 51, 68, 51, 74, , , , , ,
188330, Giannis Papadopoulos, 69, M, 176, Left, 0, 76, 66, 69, 64, 68, 51, , , , , ,
188334, Fabrizio Cacciatore, 67, D, 181, Right, 0, 72, 49, 58, 61, 70, 67, , , , , ,
188337, Mubarak Wakaso, 73, M, 165, Left, 1, 85, 62, 70, 66, 76, 70, , , , , ,
188349, Michael Wiemann, 60, D, 186, Right, 0, 58, 46, 53, 51, 62, 61, , , , , ,
188350, Marco Reus, 79, M, 180, Right, 0, 83, 79, 71, 84, 56, 67, , , , , ,
188352, Kevin Großkreutz, 76, M, 186, Right, 0, 78, 71, 72, 75, 62, 57, , , , , ,
188377, Kyle Walker, 76, D, 178, Right, 1, 93, 62, 69, 77, 75, 77, , , , , ,
188381, Maurice Junior Dalé, 67, A, 187, Left, 0, 74, 64, 54, 63, 48, 68, , , , , ,
188385, Marvin Martin, 80, M, 171, Right, 1, 80, 68, 82, 81, 60, 53, , , , , ,
188386, Edouard Butin, 62, A, 180, Right, 0, 68, 58, 44, 60, 39, 58, , , , , ,
188387, Frédéric Duplus, 57, D, 178, Right, 0, 57, 36, 60, 52, 58, 50, , , , , ,
188388, Ryad Boudebouz, 75, M, 177, Left, 0, 81, 72, 71, 84, 45, 46, , , , , ,
188390, Georgios Galitsios, 68, D, 183, Right, 0, 78, 18, 67, 48, 70, 68, , , , , ,
188395, Kafoumba Coulibaly, 72, D, 179, Right, 1, 68, 48, 72, 58, 73, 67, , , , , ,
188397, Ronny Rodelin, 69, A, 192, Right, 0, 70, 70, 58, 63, 53, 67, , , , , ,
188400, Thomas Kaminski, 67, GK, 189, Right, 0, , , , , , , 69, 61, 65, 75, 65, 64
188406, Steven Joseph-Monrose, 62, A, 180, Right, 1, 78, 52, 61, 61, 48, 65, , , , , ,
188407, Orhan Mustafi, 59, A, 190, Right, 0, 65, 56, 45, 57, 53, 64, , , , , ,
188409, Florian Müller, 64, M, 180, Right, 1, 76, 57, 61, 65, 55, 59, , , , , ,
188413, Carlos Carmona, 74, M, 168, Right, 1, 80, 58, 73, 71, 67, 58, , , , , ,
188416, Stijn Wuytens, 65, M, 183, Left, 0, 65, 51, 66, 65, 58, 59, , , , , ,
188417, Álvaro Fernández, 69, M, 185, Right, 0, 67, 63, 67, 69, 59, 65, , , , , ,
188425, Jocelyn Roux, 59, A, 186, Right, 0, 53, 54, 38, 52, 46, 67, , , , , ,
188427, Senad Lulic, 72, M, 183, Left, 1, 77, 65, 73, 74, 67, 65, , , , , ,
188428, Seydou Doumbia, 82, A, 178, Right, 1, 94, 77, 54, 85, 56, 76, , , , , ,
188484, Abel Hernández, 78, A, 185, Left, 1, 90, 71, 52, 76, 53, 69, , , , , ,
188485, Diego Polenta, 66, D, 185, Right, 0, 72, 49, 52, 54, 70, 70, , , , , ,
188486, Manuel Mancini, 62, M, 180, Right, 0, 66, 45, 63, 62, 60, 49, , , , , ,
188492, Andrea Pierobon, 62, GK, 183, Right, 0, , , , , , , 60, 64, 55, 60, 48, 65
188499, Manuel Iori, 66, M, 182, Right, 0, 62, 56, 68, 62, 62, 56, , , , , ,
188500, Alberto Marchesan, 61, D, 185, Left, 0, 67, 54, 56, 54, 65, 65, , , , , ,
188506, Riccardo Meggiorini, 73, A, 183, Left, 0, 76, 67, 59, 68, 58, 73, , , , , ,
188541, Pasquale Schiattarella, 66, M, 178, Left, 0, 80, 58, 60, 66, 64, 62, , , , , ,
188545, Robert Lewandowski, 77, A, 184, Right, 0, 80, 73, 57, 76, 56, 79, , , , , ,
188546, Semir Štilić, 75, M, 183, Left, 0, 53, 69, 80, 75, 48, 62, , , , , ,
188548, Larrosa, 56, GK, 181, Right, 0, , , , , , , 54, 57, 59, 56, 32, 58
188554, Dani Pacheco, 72, A, 168, Right, 1, 76, 71, 69, 83, 46, 57, , , , , ,
188556, Mohamed Diamé, 72, M, 185, Right, 0, 73, 48, 66, 72, 74, 73, , , , , ,
188561, Valery Nahayo, 68, D, 190, Right, 0, 74, 48, 51, 49, 72, 73, , , , , ,
188565, Clifford Ngobeni, 70, M, 165, Right, 0, 71, 59, 70, 71, 65, 52, , , , , ,
188566, Bongani Khumalo, 68, D, 188, Right, 0, 75, 22, 21, 30, 71, 74, , , , , ,
188567, Pierre-Emerick Aubameyang, 75, A, 185, Right, 1, 89, 70, 67, 76, 57, 75, , , , , ,
