City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Mexico,1968,Sailing,Sailing,"ALBARELLI, Fabio",ITA,Men,single-handed dinghy (Finn),M,Bronze
Mexico,1968,Sailing,Sailing,"MANKIN, Valentyn",URS,Men,single-handed dinghy (Finn),M,Gold
Mexico,1968,Sailing,Sailing,"RAUDASCHL, Hubert",AUT,Men,single-handed dinghy (Finn),M,Silver
Mexico,1968,Sailing,Sailing,"CAVALLO, Franco",ITA,Men,two-person keelboat open (Star),X,Bronze
Mexico,1968,Sailing,Sailing,"GARGANO, Camillo",ITA,Men,two-person keelboat open (Star),X,Bronze
Mexico,1968,Sailing,Sailing,"BARRETT, Peter Jones",USA,Men,two-person keelboat open (Star),X,Gold
Mexico,1968,Sailing,Sailing,"NORTH, Lowell Orton",USA,Men,two-person keelboat open (Star),X,Gold
Mexico,1968,Sailing,Sailing,"LUNDE, Peder Jr.",NOR,Men,two-person keelboat open (Star),X,Silver
Mexico,1968,Sailing,Sailing,"WIKEN, Per Olav",NOR,Men,two-person keelboat open (Star),X,Silver
Mexico,1968,Shooting,Shooting,"SULEIMANOV, Renart",URS,Men,25m rapid fire pistol (60 shots),M,Bronze
Mexico,1968,Shooting,Shooting,"ZAPEDZKI, Jozef",POL,Men,25m rapid fire pistol (60 shots),M,Gold
Mexico,1968,Shooting,Shooting,"ROSCA, Marcel",ROU,Men,25m rapid fire pistol (60 shots),M,Silver
Mexico,1968,Shooting,Shooting,"MÜLLER, Kurt",SUI,Men,300m free rifle 3 positions (3x40 shots),M,Bronze
Mexico,1968,Shooting,Shooting,"ANDERSON, Gary Lee",USA,Men,300m free rifle 3 positions (3x40 shots),M,Gold
Mexico,1968,Shooting,Shooting,"KORNEV, Valentin",URS,Men,300m free rifle 3 positions (3x40 shots),M,Silver
Mexico,1968,Shooting,Shooting,"VOLLMAR, Harald",GDR,Men,50m pistol (60 shots),M,Bronze
Mexico,1968,Shooting,Shooting,"KOSYKH, Grigori",URS,Men,50m pistol (60 shots),M,Gold
Mexico,1968,Shooting,Shooting,"MERTEL, Heinz",FRG,Men,50m pistol (60 shots),M,Silver
Mexico,1968,Shooting,Shooting,"PARKHIMOVICH, Vitali",URS,Men,50m rifle 3 positions (3x40 shots),M,Bronze
Mexico,1968,Shooting,Shooting,"KLINGNER, Bernd",FRG,Men,50m rifle 3 positions (3x40 shots),M,Gold
Mexico,1968,Shooting,Shooting,"WRITER, John Henry",USA,Men,50m rifle 3 positions (3x40 shots),M,Silver
Mexico,1968,Shooting,Shooting,"BALLINGER, Ian Roy",NZL,Men,50m rifle prone (60 shots),M,Bronze
Mexico,1968,Shooting,Shooting,"KURKA, Jan",TCH,Men,50m rifle prone (60 shots),M,Gold
Mexico,1968,Shooting,Shooting,"HAMMERL, Laszlo",HUN,Men,50m rifle prone (60 shots),M,Silver
Mexico,1968,Shooting,Shooting,"WIRNHIER, Konrad",FRG,Men,skeet (125 targets),M,Bronze
Mexico,1968,Shooting,Shooting,"PETROV, Yevgeni",URS,Men,skeet (125 targets),M,Gold
Mexico,1968,Shooting,Shooting,"GARAGNANI, Romano",ITA,Men,skeet (125 targets),M,Silver
Mexico,1968,Shooting,Shooting,"CZEKALLA, Kurt",GDR,Men,trap (125 targets),M,Bronze
Mexico,1968,Shooting,Shooting,"BRAITHWAITE, John Robert",GBR,Men,trap (125 targets),M,Gold
Mexico,1968,Shooting,Shooting,"GARRIGUS, Thomas Irvin",USA,Men,trap (125 targets),M,Silver
Mexico,1968,Volleyball,Volleyball,"GOLIAN, Bohumil",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"GROESSEL, Zdenek",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"KOP, Petr",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"KOUDELKA, Drahomir",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"MUSIL, Josef",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"PETLAK, Vladimir",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"PROCHAZKA, Antonin",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"SCHENK, Pavel",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"SMOLKA, Josef",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"SOKOL, Frantisek",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"SVOBODA, Jiri",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"ZAJISEK, Lubomir",TCH,Men,volleyball,M,Bronze
Mexico,1968,Volleyball,Volleyball,"ANTROPOV, Oleg",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"BELYAEV, Vladimir",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"BUGAENKOV, Ivan",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"IVANOV, Vladimir",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"KRAVCHENKO, Valeri",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"LAPINSKY, Yevgeni",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"MATUSHEVAS, Vasilius",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"MIKHALCHUK, Viktor",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"MONDZOLEVSKY, Georgi",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"POYARKOV, Yuri",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"SIBIRYAKOV, Eduard",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"TERESHCHUK, Boris",URS,Men,volleyball,M,Gold
Mexico,1968,Volleyball,Volleyball,"IKEDA, Nachiro",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"KIMURA, Kenji",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"KOIZUMI, Isao",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"MINAMI, Masayuki",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"MITSUMORI, Yasuaki",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"MORITA, Jungo",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"NEKODA, Katsutoshi",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"OKO, Seiji",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"SATO, Tetsuo",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"SHIMAOKA, Kenji",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"SHIRAGAMI, Mamoru",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"YOKOTA, Tadayoshi",JPN,Men,volleyball,M,Silver
Mexico,1968,Volleyball,Volleyball,"ASKIELOWICZ, Halina",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"CHMIELNICKA, Lidia",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"CZAJKOWSKA, Krystyna",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"HERMELA-NIEMCZYK, Barbara Wieslawa",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"JAKUBOWSKA, Krystyna",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"KRUP, Krystyna",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"LEDWIG, Jozefa",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"MARKO-KSIAZEK, Jadwiga",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"OSTROMECKA, Krystyna",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"PORZEC, Elzbieta",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"SZCZESNIEWSKA, Zofia",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"WIECHA, Wanda",POL,Women,volleyball,W,Bronze
Mexico,1968,Volleyball,Volleyball,"BULDAKOVA, Lyudmila",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"GALUSHKA-DUYUNOVA, Vera",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"KAMENEK-VINOGRADOVA, Valentina",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"LANTRATOVA, Vera",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"LEONTYEVA, Galina",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"MIKHAILOVSKAYA, Lyudmila",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"PONYAEVA-TRETYAKOVA, Tatyana",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"RYSKAL, Inna",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"SALIKHOVA, Roza",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"SARYCHEVA, Tatyana",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"SMOLEEVA, Nina",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"VEINBERGA, Tatyana",URS,Women,volleyball,W,Gold
Mexico,1968,Volleyball,Volleyball,"FUKUNAKA, Sachiko",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"FURUKAWA, Makiko",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"HAMA, Keiko",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"INOUE, Setsuko",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"IWAHARA, Toyoko",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"KASAHARA, Youko",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"KOJIMA, Yukiyo",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"OINUMA, Sumie",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"ONOZAWA, Aiko",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"SHISHIKURA, Kunie",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"TAKAYAMA, Suzue",JPN,Women,volleyball,W,Silver
Mexico,1968,Volleyball,Volleyball,"YOSHIDA, Setsuko",JPN,Women,volleyball,W,Silver
Mexico,1968,Weightlifting,Weightlifting,"TREBICKI, Henryk",POL,Men,"- 56kg, total (bantamweight)",M,Bronze
Mexico,1968,Weightlifting,Weightlifting,"NASSIRI-SERESHT, Mohammad",IRI,Men,"- 56kg, total (bantamweight)",M,Gold
Mexico,1968,Weightlifting,Weightlifting,"FÖLDI, Imre",HUN,Men,"- 56kg, total (bantamweight)",M,Silver
Mexico,1968,Weightlifting,Weightlifting,"DUBE, Joseph Douglas",USA,Men,"+ 90kg, total (heavyweight)",M,Bronze
Mexico,1968,Weightlifting,Weightlifting,"ZHABOTINSKY, Leonid",URS,Men,"+ 90kg, total (heavyweight)",M,Gold
Mexico,1968,Weightlifting,Weightlifting,"REDING, Serge",BEL,Men,"+ 90kg, total (heavyweight)",M,Silver
Mexico,1968,Weightlifting,Weightlifting,"MIYAKE, Yoshiyuki",JPN,Men,"56 - 60kg, total (featherweight)",M,Bronze
Mexico,1968,Weightlifting,Weightlifting,"MIYAKE, Yoshinobu",JPN,Men,"56 - 60kg, total (featherweight)",M,Gold
Mexico,1968,Weightlifting,Weightlifting,"SHANIDZE, Dito",URS,Men,"56 - 60kg, total (featherweight)",M,Silver
Mexico,1968,Weightlifting,Weightlifting,"ZIELINSKI, Marian",POL,Men,"60 - 67.5kg, total (lightweight)",M,Bronze
Mexico,1968,Weightlifting,Weightlifting,"BASZANOWSKI, Waldemar",POL,Men,"60 - 67.5kg, total (lightweight)",M,Gold
Mexico,1968,Weightlifting,Weightlifting,"JALAYER, Parviz",IRI,Men,"60 - 67.5kg, total (lightweight)",M,Silver
Mexico,1968,Weightlifting,Weightlifting,"BAKOS, Karoly",HUN,Men,"67.5 - 75kg, total (middleweight)",M,Bronze
Mexico,1968,Weightlifting,Weightlifting,"KURENTSOV, Viktor",URS,Men,"67.5 - 75kg, total (middleweight)",M,Gold
Mexico,1968,Weightlifting,Weightlifting,"OHUCHI, Masashi",JPN,Men,"67.5 - 75kg, total (middleweight)",M,Silver
Mexico,1968,Weightlifting,Weightlifting,"OZIMEK, Norbert",POL,Men,"75 - 82.5kg, total (light-heavyweight)",M,Bronze
Mexico,1968,Weightlifting,Weightlifting,"SELITSKY, Boris",URS,Men,"75 - 82.5kg, total (light-heavyweight)",M,Gold
Mexico,1968,Weightlifting,Weightlifting,"BELYAEV, Vladimir",URS,Men,"75 - 82.5kg, total (light-heavyweight)",M,Silver
Mexico,1968,Weightlifting,Weightlifting,"GOLAB, Marek",POL,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Bronze
Mexico,1968,Weightlifting,Weightlifting,"KANGASNIEMI, Kaarlo Olavi",FIN,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Gold
Mexico,1968,Weightlifting,Weightlifting,"TALTS, Yan",URS,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Silver
Mexico,1968,Wrestling,Wrestling Free.,"SURENJAV, Sukhbaatar",MGL,Men,- 52kg (flyweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Free.,"NAKATA, Shigeo",JPN,Men,- 52kg (flyweight),M,Gold
Mexico,1968,Wrestling,Wrestling Free.,"SANDERS, Richard Joseph",USA,Men,- 52kg (flyweight),M,Silver
Mexico,1968,Wrestling,Wrestling Free.,"DIETRICH, Wilfried",FRG,Men,+ 97kg (heavyweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Free.,"MEDVED, Aleksandr",URS,Men,+ 97kg (heavyweight),M,Gold
Mexico,1968,Wrestling,Wrestling Free.,"DURALIEV, Osman",BUL,Men,+ 97kg (heavyweight),M,Silver
Mexico,1968,Wrestling,Wrestling Free.,"GORGORI, Abutaleb",IRI,Men,52 - 57kg (bantamweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Free.,"UETAKE, Yojiro",JPN,Men,52 - 57kg (bantamweight),M,Gold
Mexico,1968,Wrestling,Wrestling Free.,"BEHM, Donald Rae",USA,Men,52 - 57kg (bantamweight),M,Silver
Mexico,1968,Wrestling,Wrestling Free.,"SEYED-ABBASSI, Shamseddin",IRI,Men,57 - 63kg (featherweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Free.,"KANEKO, Masaki",JPN,Men,57 - 63kg (featherweight),M,Gold
Mexico,1968,Wrestling,Wrestling Free.,"TODOROV, Enyu Dinev",BUL,Men,57 - 63kg (featherweight),M,Silver
Mexico,1968,Wrestling,Wrestling Free.,"DANZANDARJAA, Sereeter",MGL,Men,63 - 70kg (lightweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Free.,"MOVAHED-ARDABILI, Abdollah",IRI,Men,63 - 70kg (lightweight),M,Gold
Mexico,1968,Wrestling,Wrestling Free.,"VALTCHEV, Enyu Dimov",BUL,Men,63 - 70kg (lightweight),M,Silver
Mexico,1968,Wrestling,Wrestling Free.,"PUREV, Dagvasuren",MGL,Men,70 - 78kg (welterweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Free.,"ATALAY, Mahmut",TUR,Men,70 - 78kg (welterweight),M,Gold
Mexico,1968,Wrestling,Wrestling Free.,"ROBIN, Daniel Sauton",FRA,Men,70 - 78kg (welterweight),M,Silver
Mexico,1968,Wrestling,Wrestling Free.,"GARDJEV, Prodan Stoyanov",BUL,Men,78 - 87kg (middleweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Free.,"GUREVICH, Boris",URS,Men,78 - 87kg (middleweight),M,Gold
Mexico,1968,Wrestling,Wrestling Free.,"JIGJIDYM, Munkbat",MGL,Men,78 - 87kg (middleweight),M,Silver
Mexico,1968,Wrestling,Wrestling Free.,"CSATARI, Jozsef",HUN,Men,87 - 97kg (light-heavyweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Free.,"AYIK, Ahmet",TUR,Men,87 - 97kg (light-heavyweight),M,Gold
Mexico,1968,Wrestling,Wrestling Free.,"LOMIDZE, Shota",URS,Men,87 - 97kg (light-heavyweight),M,Silver
Mexico,1968,Wrestling,Wrestling Gre-R,"ZEMAN, Miroslav",TCH,Men,- 52kg (flyweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Gre-R,"KIROV, Petar",BUL,Men,- 52kg (flyweight),M,Gold
Mexico,1968,Wrestling,Wrestling Gre-R,"BAKULIN, Vladimir",URS,Men,- 52kg (flyweight),M,Silver
Mexico,1968,Wrestling,Wrestling Gre-R,"KMENT, Petr",TCH,Men,+ 97kg (super heavyweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Gre-R,"KOZMA, Istvan",HUN,Men,+ 97kg (super heavyweight),M,Gold
Mexico,1968,Wrestling,Wrestling Gre-R,"ROSHCHIN, Anatoli",URS,Men,+ 97kg (super heavyweight),M,Silver
Mexico,1968,Wrestling,Wrestling Gre-R,"KOCHERGIN, Ivan",URS,Men,52 - 57kg (bantamweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Gre-R,"VARGA, Janos",HUN,Men,52 - 57kg (bantamweight),M,Gold
Mexico,1968,Wrestling,Wrestling Gre-R,"BACIU, Ion",ROU,Men,52 - 57kg (bantamweight),M,Silver
Mexico,1968,Wrestling,Wrestling Gre-R,"POPESCU, Simion",ROU,Men,57 - 63kg (featherweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Gre-R,"RURUA, Roman",URS,Men,57 - 63kg (featherweight),M,Gold
Mexico,1968,Wrestling,Wrestling Gre-R,"FUJIMOTO, Hideo",JPN,Men,57 - 63kg (featherweight),M,Silver
Mexico,1968,Wrestling,Wrestling Gre-R,"GALAKTOPOULOS, Petros",GRE,Men,63 - 70kg (lightweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Gre-R,"NUMEMURA, Munji",JPN,Men,63 - 70kg (lightweight),M,Gold
Mexico,1968,Wrestling,Wrestling Gre-R,"HORVAT, Stevan",YUG,Men,63 - 70kg (lightweight),M,Silver
Mexico,1968,Wrestling,Wrestling Gre-R,"BAJKO, Karoly",HUN,Men,70 - 78kg (welterweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Gre-R,"VESPER, Rudolf",GDR,Men,70 - 78kg (welterweight),M,Gold
Mexico,1968,Wrestling,Wrestling Gre-R,"ROBIN, Daniel Sauton",FRA,Men,70 - 78kg (welterweight),M,Silver
Mexico,1968,Wrestling,Wrestling Gre-R,"SIMIC, Branislav",YUG,Men,78 - 87kg (middleweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Gre-R,"METZ, Lothar",GDR,Men,78 - 87kg (middleweight),M,Gold
Mexico,1968,Wrestling,Wrestling Gre-R,"OLEINIK, Valentin",URS,Men,78 - 87kg (middleweight),M,Silver
Mexico,1968,Wrestling,Wrestling Gre-R,"MARTINESCU, Nicolae",ROU,Men,87 - 97kg (light-heavyweight),M,Bronze
Mexico,1968,Wrestling,Wrestling Gre-R,"RADEV, Boyan Aleksandrov",BUL,Men,87 - 97kg (light-heavyweight),M,Gold
Mexico,1968,Wrestling,Wrestling Gre-R,"YAKOVENKO, Nikolai",URS,Men,87 - 97kg (light-heavyweight),M,Silver
Munich,1972,Aquatics,Diving,"CAGNOTTO, Giorgio Franco",ITA,Men,10m platform,M,Bronze
Munich,1972,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10m platform,M,Gold
Munich,1972,Aquatics,Diving,"RYDZE, Richard Anthony",USA,Men,10m platform,M,Silver
Munich,1972,Aquatics,Diving,"JANICKE, Marina",GDR,Women,10m platform,W,Bronze
Munich,1972,Aquatics,Diving,"KNAPE-LINDBERGH, Ulrika",SWE,Women,10m platform,W,Gold
Munich,1972,Aquatics,Diving,"DUCHKOVA, Milena",TCH,Women,10m platform,W,Silver
Munich,1972,Aquatics,Diving,"LINCOLN, Craig Howard",USA,Men,3m springboard,M,Bronze
Munich,1972,Aquatics,Diving,"VASIN, Vladimir",URS,Men,3m springboard,M,Gold
Munich,1972,Aquatics,Diving,"CAGNOTTO, Giorgio Franco",ITA,Men,3m springboard,M,Silver
Munich,1972,Aquatics,Diving,"JANICKE, Marina",GDR,Women,3m springboard,W,Bronze
Munich,1972,Aquatics,Diving,"KING, Maxine Joyce",USA,Women,3m springboard,W,Gold
Munich,1972,Aquatics,Diving,"KNAPE-LINDBERGH, Ulrika",SWE,Women,3m springboard,W,Silver
Munich,1972,Aquatics,Swimming,"MURPHY, John Joseph",USA,Men,100m backstroke,M,Bronze
Munich,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Gold
Munich,1972,Aquatics,Swimming,"STAMM, Michael Eugene",USA,Men,100m backstroke,M,Silver
Munich,1972,Aquatics,Swimming,"ATWOOD, Susanne Jean",USA,Women,100m backstroke,W,Bronze
Munich,1972,Aquatics,Swimming,"BELOTE, Melissa Louise",USA,Women,100m backstroke,W,Gold
Munich,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m backstroke,W,Silver
Munich,1972,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Bronze
Munich,1972,Aquatics,Swimming,"TAGUCHI, Nobutaka",JPN,Men,100m breaststroke,M,Gold
Munich,1972,Aquatics,Swimming,"BRUCE, Thomas Edwin",USA,Men,100m breaststroke,M,Silver
Munich,1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Women,100m breaststroke,W,Bronze
Munich,1972,Aquatics,Swimming,"CARR, Catherine L.",USA,Women,100m breaststroke,W,Gold
Munich,1972,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100m breaststroke,W,Silver
Munich,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m butterfly,M,Bronze
Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m butterfly,M,Gold
Munich,1972,Aquatics,Swimming,"ROBERTSON, Bruce Richard",CAN,Men,100m butterfly,M,Silver
Munich,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m butterfly,W,Bronze
Munich,1972,Aquatics,Swimming,"AOKI, Mayumi",JPN,Women,100m butterfly,W,Gold
Munich,1972,Aquatics,Swimming,"BEIER, Roswitha",GDR,Women,100m butterfly,W,Silver
Munich,1972,Aquatics,Swimming,"BURE, Vladimir",URS,Men,100m freestyle,M,Bronze
Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m freestyle,M,Gold
Munich,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m freestyle,M,Silver
Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,100m freestyle,W,Bronze
Munich,1972,Aquatics,Swimming,"NEILSON, Alexandra Lynn",USA,Women,100m freestyle,W,Gold
Munich,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,100m freestyle,W,Silver
Munich,1972,Aquatics,Swimming,"NORTHWAY, Douglas Dale",USA,Men,1500m freestyle,M,Bronze
Munich,1972,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,1500m freestyle,M,Gold
Munich,1972,Aquatics,Swimming,"WINDEATT, Graham Claud",AUS,Men,1500m freestyle,M,Silver
Munich,1972,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200m backstroke,M,Bronze
Munich,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,200m backstroke,M,Gold
Munich,1972,Aquatics,Swimming,"STAMM, Michael Eugene",USA,Men,200m backstroke,M,Silver
Munich,1972,Aquatics,Swimming,"GURR, Donna Marie",CAN,Women,200m backstroke,W,Bronze
Munich,1972,Aquatics,Swimming,"BELOTE, Melissa Louise",USA,Women,200m backstroke,W,Gold
Munich,1972,Aquatics,Swimming,"ATWOOD, Susanne Jean",USA,Women,200m backstroke,W,Silver
Munich,1972,Aquatics,Swimming,"TAGUCHI, Nobutaka",JPN,Men,200m breaststroke,M,Bronze
Munich,1972,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,200m breaststroke,M,Gold
Munich,1972,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200m breaststroke,M,Silver
Munich,1972,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Bronze
Munich,1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Women,200m breaststroke,W,Gold
Munich,1972,Aquatics,Swimming,"SCHOENFIELD, Dana Lee",USA,Women,200m breaststroke,W,Silver
Munich,1972,Aquatics,Swimming,"BACKHAUS, Robin James",USA,Men,200m butterfly,M,Bronze
Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,200m butterfly,M,Gold
Munich,1972,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,200m butterfly,M,Silver
Munich,1972,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200m butterfly,W,Bronze
Munich,1972,Aquatics,Swimming,"MOE-THORNTON, Karen Patricia",USA,Women,200m butterfly,W,Gold
Munich,1972,Aquatics,Swimming,"COLELLA, Lynn Ann",USA,Women,200m butterfly,W,Silver
Munich,1972,Aquatics,Swimming,"LAMPE, Werner",FRG,Men,200m freestyle,M,Bronze
Munich,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,200m freestyle,M,Gold
Munich,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,200m freestyle,M,Silver
Munich,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,200m freestyle,W,Bronze
Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,200m freestyle,W,Gold
Munich,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,200m freestyle,W,Silver
Munich,1972,Aquatics,Swimming,"FURNISS, Steven Charles",USA,Men,200m individual medley,M,Bronze
Munich,1972,Aquatics,Swimming,"LARSSON, Gunnar",SWE,Men,200m individual medley,M,Gold
Munich,1972,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,200m individual medley,M,Silver
Munich,1972,Aquatics,Swimming,"VIDALI, Lynn Marie",USA,Women,200m individual medley,W,Bronze
Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,200m individual medley,W,Gold
Munich,1972,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,200m individual medley,W,Silver
Munich,1972,Aquatics,Swimming,"MCBREEN, Thomas Sean",USA,Men,400m freestyle,M,Bronze
Munich,1972,Aquatics,Swimming,"COOPER, Bradford Paul",AUS,Men,400m freestyle,M,Gold
Munich,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,400m freestyle,M,Silver
Munich,1972,Aquatics,Swimming,"WEGNER, Gudrun",GDR,Women,400m freestyle,W,Bronze
Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,400m freestyle,W,Gold
