Temperature,DewPoint,Pressure,Date
91.6,68.5,1.0,20100705 16:00
90.8,68.5,1.0,20100705 17:00
89.6,68.4,1.0,20100705 18:00
87.4,69.2,1.0,20100705 19:00
84.1,69.9,1.0,20100705 20:00
81.9,70.4,1.0,20100705 21:00
80.1,70.7,1.0,20100705 22:00
78.6,70.9,1.0,20100705 23:00
77.6,71.0,1.0,20100706 00:00
76.4,71.2,1.0,20100706 01:00
75.7,71.2,1.0,20100706 02:00
75.1,71.2,1.0,20100706 03:00
74.7,71.3,1.0,20100706 04:00
74.4,71.2,1.0,20100706 05:00
74.4,71.2,1.0,20100706 06:00
76.2,72.4,1.0,20100706 07:00
79.1,72.7,1.0,20100706 08:00
82.0,72.3,1.0,20100706 09:00
84.8,71.6,1.0,20100706 10:00
87.1,70.9,1.0,20100706 11:00
89.1,70.2,1.0,20100706 12:00
90.4,69.8,1.0,20100706 13:00
91.4,69.2,1.0,20100706 14:00
92.0,68.8,1.0,20100706 15:00
91.8,68.5,1.0,20100706 16:00
91.0,68.5,1.0,20100706 17:00
89.8,68.3,1.0,20100706 18:00
87.5,69.1,1.0,20100706 19:00
84.2,69.8,1.0,20100706 20:00
82.0,70.4,1.0,20100706 21:00
80.3,70.8,1.0,20100706 22:00
78.7,70.9,1.0,20100706 23:00
77.7,71.0,1.0,20100707 00:00
76.4,71.3,1.0,20100707 01:00
75.7,71.3,1.0,20100707 02:00
75.1,71.3,1.0,20100707 03:00
74.8,71.4,1.0,20100707 04:00
74.4,71.3,1.0,20100707 05:00
74.6,71.3,1.0,20100707 06:00
76.3,72.4,1.0,20100707 07:00
79.2,72.8,1.0,20100707 08:00
82.1,72.3,1.0,20100707 09:00
85.0,71.6,1.0,20100707 10:00
87.3,70.9,1.0,20100707 11:00
89.4,70.2,1.0,20100707 12:00
90.6,69.7,1.0,20100707 13:00
91.7,69.1,1.0,20100707 14:00
92.2,68.8,1.0,20100707 15:00
92.0,68.4,1.0,20100707 16:00
91.2,68.4,1.0,20100707 17:00
89.9,68.3,1.0,20100707 18:00
87.7,69.1,1.0,20100707 19:00
84.3,69.8,1.0,20100707 20:00
82.0,70.3,1.0,20100707 21:00
80.3,70.8,1.0,20100707 22:00
78.7,70.9,1.0,20100707 23:00
77.8,71.0,1.0,20100708 00:00
76.4,71.2,1.0,20100708 01:00
75.7,71.3,1.0,20100708 02:00
75.1,71.3,1.0,20100708 03:00
74.7,71.3,1.0,20100708 04:00
74.4,71.3,1.0,20100708 05:00
74.6,71.3,1.0,20100708 06:00
76.3,72.4,1.0,20100708 07:00
79.3,72.7,1.0,20100708 08:00
82.2,72.2,1.0,20100708 09:00
85.1,71.5,1.0,20100708 10:00
87.4,70.8,1.0,20100708 11:00
89.5,70.1,1.0,20100708 12:00
90.8,69.7,1.0,20100708 13:00
91.8,69.1,1.0,20100708 14:00
92.3,68.6,1.0,20100708 15:00
92.2,68.3,1.0,20100708 16:00
91.4,68.3,1.0,20100708 17:00
90.1,68.1,1.0,20100708 18:00
87.8,69.0,1.0,20100708 19:00
84.4,69.7,1.0,20100708 20:00
82.2,70.2,1.0,20100708 21:00
80.4,70.7,1.0,20100708 22:00
78.8,70.8,1.0,20100708 23:00
77.9,70.9,1.0,20100709 00:00
76.5,71.1,1.0,20100709 01:00
75.7,71.2,1.0,20100709 02:00
75.2,71.2,1.0,20100709 03:00
74.8,71.2,1.0,20100709 04:00
74.3,71.2,1.0,20100709 05:00
74.6,71.3,1.0,20100709 06:00
76.3,72.4,1.0,20100709 07:00
79.3,72.8,1.0,20100709 08:00
82.3,72.3,1.0,20100709 09:00
85.2,71.5,1.0,20100709 10:00
87.5,70.8,1.0,20100709 11:00
89.7,70.0,1.0,20100709 12:00
90.9,69.6,1.0,20100709 13:00
92.0,69.0,1.0,20100709 14:00
92.5,68.5,1.0,20100709 15:00
92.4,68.2,1.0,20100709 16:00
91.5,68.2,1.0,20100709 17:00
90.3,68.0,1.0,20100709 18:00
87.9,68.9,1.0,20100709 19:00
84.5,69.6,1.0,20100709 20:00
82.2,70.1,1.0,20100709 21:00
80.5,70.6,1.0,20100709 22:00
78.9,70.7,1.0,20100709 23:00
77.9,70.8,1.0,20100710 00:00
76.5,71.0,1.0,20100710 01:00
75.7,71.1,1.0,20100710 02:00
75.1,71.1,1.0,20100710 03:00
74.7,71.2,1.0,20100710 04:00
74.3,71.2,1.0,20100710 05:00
74.5,71.2,1.0,20100710 06:00
76.3,72.3,1.0,20100710 07:00
79.3,72.7,1.0,20100710 08:00
82.3,72.2,1.0,20100710 09:00
85.3,71.4,1.0,20100710 10:00
87.5,70.7,1.0,20100710 11:00
89.7,69.9,1.0,20100710 12:00
91.0,69.5,1.0,20100710 13:00
92.1,69.0,1.0,20100710 14:00
92.7,68.4,1.0,20100710 15:00
92.6,68.1,1.0,20100710 16:00
91.7,68.1,1.0,20100710 17:00
90.5,68.0,1.0,20100710 18:00
88.1,68.9,1.0,20100710 19:00
84.7,69.5,1.0,20100710 20:00
82.4,70.0,1.0,20100710 21:00
80.6,70.5,1.0,20100710 22:00
78.9,70.6,1.0,20100710 23:00
78.0,70.7,1.0,20100711 00:00
76.5,71.0,1.0,20100711 01:00
75.7,71.0,1.0,20100711 02:00
75.1,71.1,1.0,20100711 03:00
74.7,71.1,1.0,20100711 04:00
74.3,71.1,1.0,20100711 05:00
74.5,71.1,1.0,20100711 06:00
76.2,72.3,1.0,20100711 07:00
79.4,72.6,1.0,20100711 08:00
82.4,72.1,1.0,20100711 09:00
85.4,71.3,1.0,20100711 10:00
87.6,70.6,1.0,20100711 11:00
89.8,69.8,1.0,20100711 12:00
91.1,69.4,1.0,20100711 13:00
92.2,68.8,1.0,20100711 14:00
92.8,68.2,1.0,20100711 15:00
92.7,68.0,1.0,20100711 16:00
91.9,68.0,1.0,20100711 17:00
90.6,67.9,1.0,20100711 18:00
88.2,68.7,1.0,20100711 19:00
84.8,69.4,1.0,20100711 20:00
82.5,70.0,1.0,20100711 21:00
80.6,70.5,1.0,20100711 22:00
79.0,70.6,1.0,20100711 23:00
78.0,70.7,1.0,20100712 00:00
76.5,71.0,1.0,20100712 01:00
75.7,71.1,1.0,20100712 02:00
75.1,71.0,1.0,20100712 03:00
74.7,71.1,1.0,20100712 04:00
74.3,71.1,1.0,20100712 05:00
74.5,71.1,1.0,20100712 06:00
76.2,72.2,1.0,20100712 07:00
79.4,72.6,1.0,20100712 08:00
82.5,72.1,1.0,20100712 09:00
85.5,71.3,1.0,20100712 10:00
87.8,70.5,1.0,20100712 11:00
90.0,69.8,1.0,20100712 12:00
91.3,69.3,1.0,20100712 13:00
92.4,68.6,1.0,20100712 14:00
93.0,68.1,1.0,20100712 15:00
92.9,67.9,1.0,20100712 16:00
92.1,67.9,1.0,20100712 17:00
90.8,67.8,1.0,20100712 18:00
88.4,68.7,1.0,20100712 19:00
84.9,69.4,1.0,20100712 20:00
82.5,69.9,1.0,20100712 21:00
80.7,70.4,1.0,20100712 22:00
79.0,70.5,1.0,20100712 23:00
78.0,70.6,1.0,20100713 00:00
76.5,70.9,1.0,20100713 01:00
75.7,71.0,1.0,20100713 02:00
75.1,71.0,1.0,20100713 03:00
74.7,71.0,1.0,20100713 04:00
74.2,71.0,1.0,20100713 05:00
74.4,71.0,1.0,20100713 06:00
76.2,72.2,1.0,20100713 07:00
79.4,72.6,1.0,20100713 08:00
82.6,72.1,1.0,20100713 09:00
85.6,71.3,1.0,20100713 10:00
87.9,70.5,1.0,20100713 11:00
90.1,69.7,1.0,20100713 12:00
91.4,69.2,1.0,20100713 13:00
92.5,68.5,1.0,20100713 14:00
93.0,68.0,1.0,20100713 15:00
93.0,67.7,1.0,20100713 16:00
92.2,67.8,1.0,20100713 17:00
90.9,67.7,1.0,20100713 18:00
88.5,68.6,1.0,20100713 19:00
85.0,69.2,1.0,20100713 20:00
82.6,69.7,1.0,20100713 21:00
80.8,70.2,1.0,20100713 22:00
79.1,70.5,1.0,20100713 23:00
78.1,70.6,1.0,20100714 00:00
76.6,70.8,1.0,20100714 01:00
75.7,71.0,1.0,20100714 02:00
75.1,70.9,1.0,20100714 03:00
74.7,71.0,1.0,20100714 04:00
74.2,71.0,1.0,20100714 05:00
74.4,71.0,1.0,20100714 06:00
76.2,72.1,1.0,20100714 07:00
79.4,72.6,1.0,20100714 08:00
82.5,72.1,1.0,20100714 09:00
85.5,71.2,1.0,20100714 10:00
87.9,70.5,1.0,20100714 11:00
90.1,69.7,1.0,20100714 12:00
91.5,69.1,1.0,20100714 13:00
92.6,68.4,1.0,20100714 14:00
93.0,67.9,1.0,20100714 15:00
93.1,67.6,1.0,20100714 16:00
92.2,67.7,1.0,20100714 17:00
90.9,67.5,1.0,20100714 18:00
88.6,68.4,1.0,20100714 19:00
85.0,69.1,1.0,20100714 20:00
82.7,69.6,1.0,20100714 21:00
80.8,70.1,1.0,20100714 22:00
79.1,70.4,1.0,20100714 23:00
78.2,70.5,1.0,20100715 00:00
76.6,70.8,1.0,20100715 01:00
75.8,70.9,1.0,20100715 02:00
75.1,70.9,1.0,20100715 03:00
74.7,70.9,1.0,20100715 04:00
74.2,70.9,1.0,20100715 05:00
74.4,71.0,1.0,20100715 06:00
76.2,72.1,1.0,20100715 07:00
79.4,72.6,1.0,20100715 08:00
82.6,72.0,1.0,20100715 09:00
85.6,71.2,1.0,20100715 10:00
88.1,70.4,1.0,20100715 11:00
90.2,69.6,1.0,20100715 12:00
91.6,69.0,1.0,20100715 13:00
92.8,68.3,1.0,20100715 14:00
93.3,67.7,1.0,20100715 15:00
93.2,67.5,1.0,20100715 16:00
92.4,67.6,1.0,20100715 17:00
91.1,67.4,1.0,20100715 18:00
88.7,68.3,1.0,20100715 19:00
85.2,69.0,1.0,20100715 20:00
82.8,69.5,1.0,20100715 21:00
81.0,70.1,1.0,20100715 22:00
79.3,70.4,1.0,20100715 23:00
78.3,70.5,1.0,20100716 00:00
76.7,70.8,1.0,20100716 01:00
75.9,71.0,1.0,20100716 02:00
75.2,70.9,1.0,20100716 03:00
74.7,71.0,1.0,20100716 04:00
74.2,70.9,1.0,20100716 05:00
74.4,70.9,1.0,20100716 06:00
76.2,72.1,1.0,20100716 07:00
79.5,72.5,1.0,20100716 08:00
82.7,71.9,1.0,20100716 09:00
85.7,71.1,1.0,20100716 10:00
88.2,70.3,1.0,20100716 11:00
90.4,69.4,1.0,20100716 12:00
91.8,68.9,1.0,20100716 13:00
92.9,68.2,1.0,20100716 14:00
93.4,67.6,1.0,20100716 15:00
93.3,67.4,1.0,20100716 16:00
92.5,67.4,1.0,20100716 17:00
91.1,67.4,1.0,20100716 18:00
88.6,68.3,1.0,20100716 19:00
85.1,68.9,1.0,20100716 20:00
82.7,69.5,1.0,20100716 21:00
80.9,70.1,1.0,20100716 22:00
79.3,70.4,1.0,20100716 23:00
78.3,70.5,1.0,20100717 00:00
76.7,70.8,1.0,20100717 01:00
75.9,70.9,1.0,20100717 02:00
75.2,70.9,1.0,20100717 03:00
74.7,70.9,1.0,20100717 04:00
74.2,70.9,1.0,20100717 05:00
74.4,70.9,1.0,20100717 06:00
76.1,72.1,1.0,20100717 07:00
79.5,72.5,1.0,20100717 08:00
82.7,71.9,1.0,20100717 09:00
85.7,71.1,1.0,20100717 10:00
88.3,70.3,1.0,20100717 11:00
90.4,69.4,1.0,20100717 12:00
91.8,68.8,1.0,20100717 13:00
92.9,68.1,1.0,20100717 14:00
93.4,67.5,1.0,20100717 15:00
93.4,67.3,1.0,20100717 16:00
92.5,67.4,1.0,20100717 17:00
91.1,67.3,1.0,20100717 18:00
88.6,68.3,1.0,20100717 19:00
85.0,68.9,1.0,20100717 20:00
82.7,69.4,1.0,20100717 21:00
80.9,70.0,1.0,20100717 22:00
79.3,70.3,1.0,20100717 23:00
78.3,70.4,1.0,20100718 00:00
76.7,70.7,1.0,20100718 01:00
75.9,70.8,1.0,20100718 02:00
75.2,70.8,1.0,20100718 03:00
74.7,70.9,1.0,20100718 04:00
74.2,70.8,1.0,20100718 05:00
74.3,70.8,1.0,20100718 06:00
76.1,72.0,1.0,20100718 07:00
79.4,72.5,1.0,20100718 08:00
82.7,71.9,1.0,20100718 09:00
85.7,71.1,1.0,20100718 10:00
88.3,70.3,1.0,20100718 11:00
90.4,69.4,1.0,20100718 12:00
91.9,68.7,1.0,20100718 13:00
93.0,68.0,1.0,20100718 14:00
93.5,67.4,1.0,20100718 15:00
93.5,67.2,1.0,20100718 16:00
92.5,67.3,1.0,20100718 17:00
91.1,67.3,1.0,20100718 18:00
88.6,68.3,1.0,20100718 19:00
85.1,68.9,1.0,20100718 20:00
82.8,69.4,1.0,20100718 21:00
80.9,70.0,1.0,20100718 22:00
79.3,70.3,1.0,20100718 23:00
78.3,70.4,1.0,20100719 00:00
76.7,70.7,1.0,20100719 01:00
75.8,70.8,1.0,20100719 02:00
75.2,70.8,1.0,20100719 03:00
74.7,70.9,1.0,20100719 04:00
74.2,70.8,1.0,20100719 05:00
74.3,70.9,1.0,20100719 06:00
76.0,72.1,1.0,20100719 07:00
79.4,72.6,1.0,20100719 08:00
82.7,71.9,1.0,20100719 09:00
85.7,71.1,1.0,20100719 10:00
88.3,70.3,1.0,20100719 11:00
90.4,69.4,1.0,20100719 12:00
91.9,68.7,1.0,20100719 13:00
93.0,68.0,1.0,20100719 14:00
93.5,67.4,1.0,20100719 15:00
93.5,67.2,1.0,20100719 16:00
92.5,67.3,1.0,20100719 17:00
91.1,67.2,1.0,20100719 18:00
88.6,68.2,1.0,20100719 19:00
85.1,68.8,1.0,20100719 20:00
82.8,69.4,1.0,20100719 21:00
80.9,70.2,1.0,20100719 22:00
79.3,70.4,1.0,20100719 23:00
78.3,70.4,1.0,20100720 00:00
76.7,70.8,1.0,20100720 01:00
75.9,70.9,1.0,20100720 02:00
75.2,70.9,1.0,20100720 03:00
74.7,70.9,1.0,20100720 04:00
74.2,70.9,1.0,20100720 05:00
74.3,70.9,1.0,20100720 06:00
76.0,72.1,1.0,20100720 07:00
79.4,72.6,1.0,20100720 08:00
82.6,71.9,1.0,20100720 09:00
85.7,71.1,1.0,20100720 10:00
88.2,70.3,1.0,20100720 11:00
90.4,69.3,1.0,20100720 12:00
91.9,68.7,1.0,20100720 13:00
93.0,67.9,1.0,20100720 14:00
93.5,67.3,1.0,20100720 15:00
93.5,67.1,1.0,20100720 16:00
92.5,67.2,1.0,20100720 17:00
91.1,67.2,1.0,20100720 18:00
88.6,68.1,1.0,20100720 19:00
85.1,68.7,1.0,20100720 20:00
82.8,69.3,1.0,20100720 21:00
80.9,70.3,1.0,20100720 22:00
79.3,70.4,1.0,20100720 23:00
78.3,70.5,1.0,20100721 00:00
76.8,70.8,1.0,20100721 01:00
75.9,71.0,1.0,20100721 02:00
75.2,70.9,1.0,20100721 03:00
74.7,71.0,1.0,20100721 04:00
74.2,71.0,1.0,20100721 05:00
74.3,71.0,1.0,20100721 06:00
76.0,72.1,1.0,20100721 07:00
79.3,72.6,1.0,20100721 08:00
82.6,72.0,1.0,20100721 09:00
85.7,71.2,1.0,20100721 10:00
88.3,70.2,1.0,20100721 11:00
90.4,69.3,1.0,20100721 12:00
91.9,68.6,1.0,20100721 13:00
93.1,67.9,1.0,20100721 14:00
93.6,67.3,1.0,20100721 15:00
93.5,67.2,1.0,20100721 16:00
92.6,67.2,1.0,20100721 17:00
91.2,67.2,1.0,20100721 18:00
88.7,68.1,1.0,20100721 19:00
85.2,68.8,1.0,20100721 20:00
82.9,69.4,1.0,20100721 21:00
80.9,70.3,1.0,20100721 22:00
79.3,70.5,1.0,20100721 23:00
78.4,70.6,1.0,20100722 00:00
76.8,71.0,1.0,20100722 01:00
75.9,71.1,1.0,20100722 02:00
75.2,71.0,1.0,20100722 03:00
74.7,71.1,1.0,20100722 04:00
74.2,71.1,1.0,20100722 05:00
74.3,71.1,1.0,20100722 06:00
75.9,72.2,1.0,20100722 07:00
79.4,72.7,1.0,20100722 08:00
82.7,72.0,1.0,20100722 09:00
85.8,71.2,1.0,20100722 10:00
88.4,70.3,1.0,20100722 11:00
90.5,69.3,1.0,20100722 12:00
92.1,68.6,1.0,20100722 13:00
93.2,67.9,1.0,20100722 14:00
93.7,67.3,1.0,20100722 15:00
93.6,67.1,1.0,20100722 16:00
92.7,67.2,1.0,20100722 17:00
91.3,67.1,1.0,20100722 18:00
88.8,68.0,1.0,20100722 19:00
85.3,68.8,1.0,20100722 20:00
83.0,69.4,1.0,20100722 21:00
81.0,70.3,1.0,20100722 22:00
79.4,70.6,1.0,20100722 23:00
78.5,70.7,1.0,20100723 00:00
76.9,71.1,1.0,20100723 01:00
76.1,71.2,1.0,20100723 02:00
75.4,71.2,1.0,20100723 03:00
74.9,71.2,1.0,20100723 04:00
74.4,71.2,1.0,20100723 05:00
74.3,71.2,1.0,20100723 06:00
75.9,72.3,1.0,20100723 07:00
79.4,72.7,1.0,20100723 08:00
82.8,72.1,1.0,20100723 09:00
85.9,71.2,1.0,20100723 10:00
88.5,70.3,1.0,20100723 11:00
90.6,69.3,1.0,20100723 12:00
92.2,68.5,1.0,20100723 13:00
93.3,67.8,1.0,20100723 14:00
93.7,67.3,1.0,20100723 15:00
93.7,67.1,1.0,20100723 16:00
92.8,67.1,1.0,20100723 17:00
91.4,67.0,1.0,20100723 18:00
88.9,68.0,1.0,20100723 19:00
85.4,68.7,1.0,20100723 20:00
83.0,69.4,1.0,20100723 21:00
81.1,70.4,1.0,20100723 22:00
79.5,70.7,1.0,20100723 23:00
78.5,70.8,1.0,20100724 00:00
76.9,71.1,1.0,20100724 01:00
76.1,71.2,1.0,20100724 02:00
75.4,71.2,1.0,20100724 03:00
74.9,71.3,1.0,20100724 04:00
74.4,71.3,1.0,20100724 05:00
74.4,71.2,1.0,20100724 06:00
76.0,72.3,1.0,20100724 07:00
79.5,72.7,1.0,20100724 08:00
82.9,72.0,1.0,20100724 09:00
86.0,71.1,1.0,20100724 10:00
88.6,70.2,1.0,20100724 11:00
90.8,69.2,1.0,20100724 12:00
92.3,68.5,1.0,20100724 13:00
93.4,67.7,1.0,20100724 14:00
93.9,67.2,1.0,20100724 15:00
93.8,67.0,1.0,20100724 16:00
93.0,67.1,1.0,20100724 17:00
91.5,66.9,1.0,20100724 18:00
89.0,67.9,1.0,20100724 19:00
85.5,68.6,1.0,20100724 20:00
83.1,69.4,1.0,20100724 21:00
81.1,70.4,1.0,20100724 22:00
79.5,70.7,1.0,20100724 23:00
78.5,70.8,1.0,20100725 00:00
77.0,71.1,1.0,20100725 01:00
76.1,71.2,1.0,20100725 02:00
75.4,71.2,1.0,20100725 03:00
74.8,71.3,1.0,20100725 04:00
74.4,71.2,1.0,20100725 05:00
74.3,71.2,1.0,20100725 06:00
75.9,72.3,1.0,20100725 07:00
79.5,72.7,1.0,20100725 08:00
82.9,72.0,1.0,20100725 09:00
86.1,71.1,1.0,20100725 10:00
88.8,70.2,1.0,20100725 11:00
90.9,69.1,1.0,20100725 12:00
92.5,68.4,1.0,20100725 13:00
93.6,67.6,1.0,20100725 14:00
94.0,67.1,1.0,20100725 15:00
94.0,66.9,1.0,20100725 16:00
93.0,66.9,1.0,20100725 17:00
91.5,66.8,1.0,20100725 18:00
89.1,67.8,1.0,20100725 19:00
85.5,68.6,1.0,20100725 20:00
83.1,69.4,1.0,20100725 21:00
81.2,70.4,1.0,20100725 22:00
79.5,70.7,1.0,20100725 23:00
78.6,70.8,1.0,20100726 00:00
77.0,71.1,1.0,20100726 01:00
76.1,71.2,1.0,20100726 02:00
75.4,71.2,1.0,20100726 03:00
74.9,71.3,1.0,20100726 04:00
74.4,71.3,1.0,20100726 05:00
74.3,71.2,1.0,20100726 06:00
75.9,72.3,1.0,20100726 07:00
79.5,72.7,1.0,20100726 08:00
82.9,72.1,1.0,20100726 09:00
86.1,71.2,1.0,20100726 10:00
88.8,70.1,1.0,20100726 11:00
91.0,69.1,1.0,20100726 12:00
92.7,68.4,1.0,20100726 13:00
93.7,67.6,1.0,20100726 14:00
94.2,67.0,1.0,20100726 15:00
94.1,66.9,1.0,20100726 16:00
93.1,66.9,1.0,20100726 17:00
91.6,66.8,1.0,20100726 18:00
89.2,67.8,1.0,20100726 19:00
85.6,68.6,1.0,20100726 20:00
83.2,69.3,1.0,20100726 21:00
81.3,70.3,1.0,20100726 22:00
79.6,70.6,1.0,20100726 23:00
78.7,70.7,1.0,20100727 00:00
77.1,71.1,1.0,20100727 01:00
76.2,71.2,1.0,20100727 02:00
75.5,71.2,1.0,20100727 03:00
74.9,71.3,1.0,20100727 04:00
74.4,71.2,1.0,20100727 05:00
74.4,71.2,1.0,20100727 06:00
76.0,72.3,1.0,20100727 07:00
79.6,72.7,1.0,20100727 08:00
83.0,72.0,1.0,20100727 09:00
86.2,71.1,1.0,20100727 10:00
88.9,70.1,1.0,20100727 11:00
91.1,69.1,1.0,20100727 12:00
92.8,68.3,1.0,20100727 13:00
93.9,67.6,1.0,20100727 14:00
94.4,67.0,1.0,20100727 15:00
94.3,66.7,1.0,20100727 16:00
93.3,66.8,1.0,20100727 17:00
91.8,66.7,1.0,20100727 18:00
89.4,67.7,1.0,20100727 19:00
85.7,68.5,1.0,20100727 20:00
83.3,69.3,1.0,20100727 21:00
81.4,70.3,1.0,20100727 22:00
79.7,70.7,1.0,20100727 23:00
78.7,70.8,1.0,20100728 00:00
77.2,71.1,1.0,20100728 01:00
76.3,71.3,1.0,20100728 02:00
75.6,71.3,1.0,20100728 03:00
75.0,71.4,1.0,20100728 04:00
74.4,71.3,1.0,20100728 05:00
74.4,71.3,1.0,20100728 06:00
76.0,72.3,1.0,20100728 07:00
79.7,72.8,1.0,20100728 08:00
83.1,72.1,1.0,20100728 09:00
86.3,71.1,1.0,20100728 10:00
89.1,70.1,1.0,20100728 11:00
91.3,69.1,1.0,20100728 12:00
93.0,68.3,1.0,20100728 13:00
94.0,67.6,1.0,20100728 14:00
94.6,67.0,1.0,20100728 15:00
94.5,66.7,1.0,20100728 16:00
93.5,66.8,1.0,20100728 17:00
91.9,66.7,1.0,20100728 18:00
89.4,67.8,1.0,20100728 19:00
85.8,68.5,1.0,20100728 20:00
83.4,69.5,1.0,20100728 21:00
81.4,70.4,1.0,20100728 22:00
79.7,70.7,1.0,20100728 23:00
78.8,70.8,1.0,20100729 00:00
77.2,71.1,1.0,20100729 01:00
76.3,71.3,1.0,20100729 02:00
75.6,71.3,1.0,20100729 03:00
75.0,71.4,1.0,20100729 04:00
74.4,71.3,1.0,20100729 05:00
74.4,71.3,1.0,20100729 06:00
76.0,72.3,1.0,20100729 07:00
79.7,72.8,1.0,20100729 08:00
83.2,72.1,1.0,20100729 09:00
86.4,71.1,1.0,20100729 10:00
89.2,70.1,1.0,20100729 11:00
91.4,69.1,1.0,20100729 12:00
93.1,68.3,1.0,20100729 13:00
94.2,67.6,1.0,20100729 14:00
94.8,67.0,1.0,20100729 15:00
94.6,66.8,1.0,20100729 16:00
93.7,66.9,1.0,20100729 17:00
92.1,66.8,1.0,20100729 18:00
89.5,67.9,1.0,20100729 19:00
85.8,68.6,1.0,20100729 20:00
83.3,69.5,1.0,20100729 21:00
81.5,70.4,1.0,20100729 22:00
79.7,70.8,1.0,20100729 23:00
78.8,70.8,1.0,20100730 00:00
77.3,71.2,1.0,20100730 01:00
76.3,71.3,1.0,20100730 02:00
75.6,71.3,1.0,20100730 03:00
75.0,71.4,1.0,20100730 04:00
74.5,71.3,1.0,20100730 05:00
74.4,71.3,1.0,20100730 06:00
76.0,72.3,1.0,20100730 07:00
79.7,72.8,1.0,20100730 08:00
83.3,72.1,1.0,20100730 09:00
86.5,71.1,1.0,20100730 10:00
89.2,70.1,1.0,20100730 11:00
91.5,69.1,1.0,20100730 12:00
93.1,68.3,1.0,20100730 13:00
94.3,67.6,1.0,20100730 14:00
94.8,67.0,1.0,20100730 15:00
94.7,66.8,1.0,20100730 16:00
93.8,66.9,1.0,20100730 17:00
92.2,66.8,1.0,20100730 18:00
89.6,67.8,1.0,20100730 19:00
85.9,68.6,1.0,20100730 20:00
83.4,69.5,1.0,20100730 21:00
81.6,70.3,1.0,20100730 22:00
79.8,70.7,1.0,20100730 23:00
78.9,70.8,1.0,20100731 00:00
77.3,71.2,1.0,20100731 01:00
76.4,71.3,1.0,20100731 02:00
75.7,71.3,1.0,20100731 03:00
75.1,71.4,1.0,20100731 04:00
74.5,71.3,1.0,20100731 05:00
74.5,71.3,1.0,20100731 06:00
76.0,72.3,1.0,20100731 07:00
79.7,72.8,1.0,20100731 08:00
83.3,72.1,1.0,20100731 09:00
86.5,71.1,1.0,20100731 10:00
89.3,70.2,1.0,20100731 11:00
91.6,69.1,1.0,20100731 12:00
93.2,68.4,1.0,20100731 13:00
94.4,67.7,1.0,20100731 14:00
94.9,67.1,1.0,20100731 15:00
94.7,66.8,1.0,20100731 16:00
93.8,66.9,1.0,20100731 17:00
92.3,66.8,1.0,20100731 18:00
89.8,67.8,1.0,20100731 19:00
86.1,68.6,1.0,20100731 20:00
83.6,69.5,1.0,20100731 21:00
81.7,70.3,1.0,20100731 22:00
79.9,70.7,1.0,20100731 23:00
79.0,70.8,1.0,20100801 00:00
77.4,71.2,1.0,20100801 01:00
76.4,71.3,1.0,20100801 02:00
75.7,71.4,1.0,20100801 03:00
75.1,71.4,1.0,20100801 04:00
74.6,71.3,1.0,20100801 05:00
74.5,71.3,1.0,20100801 06:00
76.0,72.3,1.0,20100801 07:00
79.8,72.8,1.0,20100801 08:00
83.3,72.1,1.0,20100801 09:00
86.6,71.1,1.0,20100801 10:00
89.3,70.2,1.0,20100801 11:00
91.6,69.1,1.0,20100801 12:00
93.2,68.4,1.0,20100801 13:00
94.4,67.6,1.0,20100801 14:00
95.0,67.1,1.0,20100801 15:00
94.8,66.8,1.0,20100801 16:00
93.9,66.9,1.0,20100801 17:00
92.4,66.7,1.0,20100801 18:00
89.9,67.7,1.0,20100801 19:00
86.1,68.6,1.0,20100801 20:00
83.6,69.5,1.0,20100801 21:00
81.8,70.3,1.0,20100801 22:00
80.0,70.7,1.0,20100801 23:00
79.1,70.8,1.0,20100802 00:00
77.4,71.2,1.0,20100802 01:00
76.5,71.3,1.0,20100802 02:00
75.8,71.4,1.0,20100802 03:00
75.2,71.5,1.0,20100802 04:00
74.6,71.4,1.0,20100802 05:00
74.6,71.3,1.0,20100802 06:00
76.1,72.3,1.0,20100802 07:00
79.8,72.8,1.0,20100802 08:00
83.3,72.1,1.0,20100802 09:00
86.5,71.1,1.0,20100802 10:00
89.4,70.1,1.0,20100802 11:00
91.6,69.1,1.0,20100802 12:00
93.2,68.3,1.0,20100802 13:00
94.4,67.6,1.0,20100802 14:00
95.0,67.0,1.0,20100802 15:00
94.8,66.7,1.0,20100802 16:00
93.9,66.8,1.0,20100802 17:00
92.4,66.6,1.0,20100802 18:00
89.8,67.7,1.0,20100802 19:00
86.1,68.5,1.0,20100802 20:00
83.6,69.4,1.0,20100802 21:00
81.8,70.2,1.0,20100802 22:00
80.1,70.7,1.0,20100802 23:00
79.1,70.8,1.0,20100803 00:00
77.5,71.2,1.0,20100803 01:00
76.5,71.3,1.0,20100803 02:00
75.8,71.4,1.0,20100803 03:00
75.2,71.4,1.0,20100803 04:00
74.6,71.3,1.0,20100803 05:00
74.5,71.3,1.0,20100803 06:00
76.0,72.3,1.0,20100803 07:00
79.8,72.8,1.0,20100803 08:00
83.4,72.2,1.0,20100803 09:00
86.6,71.1,1.0,20100803 10:00
89.4,70.1,1.0,20100803 11:00
91.7,69.1,1.0,20100803 12:00
93.3,68.3,1.0,20100803 13:00
94.5,67.5,1.0,20100803 14:00
95.1,67.0,1.0,20100803 15:00
94.9,66.7,1.0,20100803 16:00
94.1,66.8,1.0,20100803 17:00
92.5,66.5,1.0,20100803 18:00
