
   Detailed Statistics  
    Departures 
  
  Airport: Austin-Round Rock, TX - Austin-Bergstrom International (AUS)
  Airline: Southwest Airlines (WN)
  Month(s): July
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2015
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  WN,07/08/2015,0664,N629SW,SJC,06:35,06:32,0220 ,0234,-3,06:47,0015,0000,0000,0000,0000,0000,
  WN,07/08/2015,0686,N8659D,MCO,17:25,17:44,0155 ,0152,19,17:53,0009,0003,0000,0000,0000,0013,
  WN,07/08/2015,0709,N613SW,FLL,11:10,11:33,0165 ,0160,23,11:41,0008,0001,0000,0000,0000,0017,
  WN,07/08/2015,0771,N963WN,HOU,18:40,18:38,0050 ,0043,-2,18:46,0008,0000,0000,0000,0000,0000,
  WN,07/08/2015,0801,N639SW,DAL,15:35,15:37,0060 ,0056,2,15:49,0012,0000,0000,0000,0000,0000,
  WN,07/08/2015,0829,N397SW,BWI,17:10,18:01,0205 ,0200,51,18:16,0015,0000,0000,0000,0000,0046,
  WN,07/08/2015,0836,N8670A,BNA,13:30,13:27,0120 ,0114,-3,13:34,0007,0000,0000,0000,0000,0000,
  WN,07/08/2015,0857,N392SW,DAL,10:30,10:33,0055 ,0059,3,10:48,0015,0000,0000,0000,0000,0000,
  WN,07/08/2015,0862,N8622A,SJC,18:35,18:46,0215 ,0234,11,19:05,0019,0006,0000,0019,0000,0005,
  WN,07/08/2015,0891,N527SW,LBB,16:20,16:19,0070 ,0068,-1,16:32,0013,0000,0000,0000,0000,0000,
  WN,07/08/2015,0893,N200WN,LAS,05:35,05:33,0165 ,0165,-2,05:44,0011,0000,0000,0000,0000,0000,
  WN,07/08/2015,1017,N511SW,DAL,06:30,07:32,0060 ,0044,62,07:38,0006,0046,0000,0000,0000,0000,
  WN,07/08/2015,1030,N8306H,PHX,12:25,12:23,0140 ,0140,-2,12:32,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,1249,N944WN,LAX,05:30,05:48,0185 ,0193,18,05:59,0011,0018,0000,0008,0000,0000,
  WN,07/08/2015,1255,N392SW,BNA,05:10,05:08,0120 ,0118,-2,05:16,0008,0000,0000,0000,0000,0000,
  WN,07/08/2015,1403,N8622A,LAS,11:25,11:34,0165 ,0172,9,11:51,0017,0007,0000,0007,0000,0002,
  WN,07/08/2015,1694,N720WN,PHX,07:00,07:00,0140 ,0143,0,07:13,0013,0000,0000,0000,0000,0000,
  WN,07/08/2015,1901,N317WN,MCO,10:25,10:23,0155 ,0156,-2,10:31,0008,0000,0000,0000,0000,0000,
  WN,07/08/2015,2263,N445WN,DAL,18:40,18:44,0055 ,0058,4,18:58,0014,0000,0000,0000,0000,0000,
  WN,07/08/2015,2284,N415WN,FLL,16:45,18:44,0165 ,0167,119,19:03,0019,0119,0000,0002,0000,0000,
  WN,07/08/2015,2495,N7719A,SNA,07:35,07:36,0180 ,0180,1,07:43,0007,0000,0000,0000,0000,0000,
  WN,07/08/2015,2876,N295WN,STL,13:25,13:29,0120 ,0110,4,13:39,0010,0000,0000,0000,0000,0000,
  WN,07/08/2015,2950,N418WN,DAL,14:05,14:09,0055 ,0051,4,14:17,0008,0000,0000,0000,0000,0000,
  WN,07/08/2015,3047,N379SW,LAS,20:20,22:26,0165 ,0173,126,22:36,0010,0000,0000,0008,0000,0126,
  WN,07/08/2015,3054,N295WN,PDX,18:45,19:00,0245 ,0228,15,19:09,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,3304,N751SW,ATL,18:10,18:10,0135 ,0148,0,18:25,0015,0000,0000,0000,0000,0000,
  WN,07/08/2015,3307,N625SW,HRL,09:15,09:11,0060 ,0065,-4,09:24,0013,0000,0000,0000,0000,0000,
  WN,07/08/2015,3933,N211WN,ELP,10:40,10:36,0090 ,0085,-4,10:45,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,3937,N760SW,DAL,08:10,08:06,0060 ,0055,-4,08:16,0010,0000,0000,0000,0000,0000,
  WN,07/08/2015,4195,N524SW,ELP,14:25,15:03,0090 ,0088,38,15:13,0010,0000,0000,0000,0000,0036,
  WN,07/08/2015,4551,N912WN,DEN,08:30,08:53,0125 ,0124,23,09:02,0009,0000,0000,0000,0000,0022,
  WN,07/08/2015,4621,N646SW,SAN,11:35,11:34,0175 ,0174,-1,11:43,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,4630,N613SW,DEN,05:50,05:53,0130 ,0139,3,06:09,0016,0000,0000,0000,0000,0000,
  WN,07/08/2015,4819,N7741C,PHX,17:25,17:24,0150 ,0141,-1,17:36,0012,0000,0000,0000,0000,0000,
  WN,07/08/2015,4913,N376SW,TPA,11:35,11:45,0140 ,0144,10,11:54,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,4924,N238WN,LAX,16:00,16:00,0185 ,0201,0,16:14,0014,0000,0000,0016,0000,0000,
  WN,07/08/2015,4927,N8648A,DCA,12:40,12:35,0195 ,0181,-5,12:46,0011,0000,0000,0000,0000,0000,
  WN,07/08/2015,5888,N526SW,DAL,20:00,19:56,0055 ,0052,-4,20:08,0012,0000,0000,0000,0000,0000,
  WN,07/09/2015,0103,N8665D,MDW,06:30,06:29,0165 ,0149,-1,06:45,0016,0000,0000,0000,0000,0000,
  WN,07/09/2015,0144,N8626B,SAN,20:55,20:51,0170 ,0168,-4,20:59,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,0178,N397SW,ELP,20:30,20:54,0090 ,0086,24,21:02,0008,0002,0000,0000,0000,0018,
  WN,07/09/2015,0232,N943WN,ATL,05:45,05:44,0135 ,0138,-1,05:53,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,0238,N431WN,DAL,12:30,12:34,0055 ,0053,4,12:43,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,0285,N526SW,DAL,09:25,09:21,0055 ,0053,-4,09:29,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,0311,N921WN,MDW,15:05,15:24,0150 ,0146,19,15:33,0009,0003,0000,0000,0000,0012,
  WN,07/09/2015,0329,N511SW,HOU,16:00,16:01,0050 ,0062,1,16:10,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,0341,N499WN,OAK,18:00,18:11,0225 ,0217,11,18:21,0010,0000,0000,0000,0000,0000,
  WN,07/09/2015,0356,N366SW,PHX,20:10,20:30,0140 ,0140,20,20:39,0009,0003,0000,0000,0000,0017,
  WN,07/09/2015,0359,N7719A,EWR,06:45,06:43,0225 ,0201,-2,06:51,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,0419,N238WN,MDW,18:15,18:13,0155 ,0143,-2,18:22,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,0454,N514SW,HOU,11:30,11:28,0050 ,0045,-2,11:35,0007,0000,0000,0000,0000,0000,
  WN,07/09/2015,0554,N7737E,DEN,20:25,21:05,0135 ,0136,40,21:16,0011,0000,0040,0001,0000,0000,
  WN,07/09/2015,0556,N8619F,BWI,06:00,05:58,0200 ,0181,-2,06:07,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,0604,N8630B,DEN,14:50,14:48,0130 ,0127,-2,15:02,0014,0000,0000,0000,0000,0000,
  WN,07/09/2015,0622,N7703A,MSY,07:20,07:16,0085 ,0077,-4,07:27,0011,0000,0000,0000,0000,0000,
  WN,07/09/2015,0626,N7705A,HOU,05:35,05:29,0045 ,0046,-6,05:41,0012,0000,0000,0000,0000,0000,
  WN,07/09/2015,0657,N247WN,DAL,17:25,17:25,0055 ,0051,0,17:32,0007,0000,0000,0000,0000,0000,
  WN,07/09/2015,0658,N432WN,DEN,10:45,10:42,0130 ,0133,-3,10:53,0011,0000,0000,0000,0000,0000,
  WN,07/09/2015,0664,N214WN,SJC,06:35,06:49,0220 ,0223,14,07:00,0011,0014,0000,0003,0000,0000,
  WN,07/09/2015,0686,N8604K,MCO,17:25,17:42,0155 ,0151,17,17:50,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,0709,N642WN,FLL,11:10,11:20,0165 ,0165,10,11:38,0018,0000,0000,0000,0000,0000,
  WN,07/09/2015,0771,N624SW,HOU,18:40,18:43,0050 ,0047,3,18:52,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,0801,N639SW,DAL,15:35,15:43,0060 ,0052,8,15:52,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,0829,N395SW,BWI,17:10,17:50,0205 ,0206,40,18:02,0012,0000,0000,0001,0000,0040,
  WN,07/09/2015,0836,N8312C,BNA,13:30,13:31,0120 ,0116,1,13:42,0011,0000,0000,0000,0000,0000,
  WN,07/09/2015,0857,N603SW,DAL,10:30,10:33,0055 ,0055,3,10:44,0011,0000,0000,0000,0000,0000,
  WN,07/09/2015,0862,N8639B,SJC,18:35,18:56,0215 ,0226,21,19:11,0015,0000,0000,0011,0000,0021,
  WN,07/09/2015,0891,N524SW,LBB,16:20,16:19,0070 ,0069,-1,16:29,0010,0000,0000,0000,0000,0000,
  WN,07/09/2015,0893,N771SA,LAS,05:35,06:26,0165 ,0165,51,06:36,0010,0051,0000,0000,0000,0000,
  WN,07/09/2015,1017,N521SW,DAL,06:30,06:28,0060 ,0057,-2,06:41,0013,0000,0000,0000,0000,0000,
  WN,07/09/2015,1030,N8668A,PHX,12:25,12:20,0140 ,0142,-5,12:34,0014,0000,0000,0000,0000,0000,
  WN,07/09/2015,1249,N206WN,LAX,05:30,05:31,0185 ,0190,1,05:41,0010,0000,0000,0000,0000,0000,
  WN,07/09/2015,1255,N603SW,BNA,05:10,05:07,0120 ,0118,-3,05:21,0014,0000,0000,0000,0000,0000,
  WN,07/09/2015,1403,N8639B,LAS,11:25,11:38,0165 ,0172,13,11:48,0010,0000,0000,0007,0006,0007,
  WN,07/09/2015,1694,N711HK,PHX,07:00,06:59,0140 ,0145,-1,07:13,0014,0000,0000,0000,0000,0000,
  WN,07/09/2015,1901,N670SW,MCO,10:25,10:29,0155 ,0164,4,10:41,0012,0000,0000,0000,0000,0000,
  WN,07/09/2015,2263,N491WN,DAL,18:40,18:37,0055 ,0050,-3,18:43,0006,0000,0000,0000,0000,0000,
  WN,07/09/2015,2284,N435WN,FLL,16:45,16:48,0165 ,0158,3,16:59,0011,0000,0000,0000,0000,0000,
  WN,07/09/2015,2495,N456WN,SNA,07:35,07:30,0180 ,0180,-5,07:39,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,2876,N563WN,STL,13:25,13:21,0120 ,0113,-4,13:30,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,2950,N950WN,DAL,14:05,14:03,0055 ,0053,-2,14:11,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,3047,N8659D,LAS,20:20,20:18,0165 ,0166,-2,20:27,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,3054,N563WN,PDX,18:45,18:58,0245 ,0228,13,19:10,0012,0000,0000,0000,0000,0000,
  WN,07/09/2015,3304,N569WN,ATL,18:10,18:08,0135 ,0130,-2,18:16,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,3307,N387SW,HRL,09:15,09:13,0060 ,0063,-2,09:26,0013,0000,0000,0000,0000,0000,
  WN,07/09/2015,3933,N7752B,ELP,10:40,10:36,0090 ,0086,-4,10:45,0009,0000,0000,0000,0000,0000,
  WN,07/09/2015,3937,N450WN,DAL,08:10,08:07,0060 ,0051,-3,08:14,0007,0000,0000,0000,0000,0000,
  WN,07/09/2015,4195,N521SW,ELP,14:25,14:21,0090 ,0087,-4,14:29,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,4551,N643SW,DEN,08:30,08:30,0125 ,0144,0,08:46,0016,0000,0000,0019,0000,0000,
  WN,07/09/2015,4621,N621SW,SAN,11:35,11:37,0175 ,0180,2,11:50,0013,0000,0000,0000,0000,0000,
  WN,07/09/2015,4630,N642WN,DEN,05:50,05:48,0130 ,0138,-2,06:01,0013,0000,0000,0000,0000,0000,
  WN,07/09/2015,4819,N7813P,PHX,17:25,17:29,0150 ,0138,4,17:36,0007,0000,0000,0000,0000,0000,
  WN,07/09/2015,4913,N616SW,TPA,11:35,11:49,0140 ,0137,14,11:57,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,4924,N7710A,LAX,16:00,16:01,0185 ,0196,1,16:09,0008,0000,0000,0000,0000,0000,
  WN,07/09/2015,4927,N8626B,DCA,12:40,12:36,0195 ,0180,-4,12:48,0012,0000,0000,0000,0000,0000,
  WN,07/09/2015,5888,N527SW,DAL,20:00,20:00,0055 ,0060,0,20:08,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,0103,N8656B,MDW,06:30,06:36,0165 ,0150,6,06:45,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,0144,N8660A,SAN,20:55,20:50,0170 ,0181,-5,21:00,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,0178,N395SW,ELP,20:30,21:08,0090 ,0101,38,21:19,0011,0005,0000,0011,0000,0033,
  WN,07/10/2015,0232,N7818L,ATL,05:45,05:44,0135 ,0131,-1,05:54,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,0238,N614SW,DAL,12:30,12:37,0055 ,0055,7,12:47,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,0285,N527SW,DAL,09:25,09:20,0055 ,0047,-5,09:26,0006,0000,0000,0000,0000,0000,
  WN,07/10/2015,0311,N648SW,MDW,15:05,15:19,0150 ,0148,14,15:31,0012,0000,0000,0000,0000,0000,
  WN,07/10/2015,0329,N527SW,HOU,16:00,15:58,0050 ,0046,-2,16:08,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,0341,N239WN,OAK,18:00,20:27,0225 ,0212,147,20:35,0008,0010,0000,0000,0000,0124,
  WN,07/10/2015,0356,N378SW,PHX,20:10,21:04,0140 ,0139,54,21:16,0012,0000,0000,0000,0000,0053,
  WN,07/10/2015,0359,N558WN,EWR,06:45,06:44,0225 ,0210,-1,06:53,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,0419,N474WN,MDW,18:15,20:33,0155 ,0147,138,20:46,0013,0005,0000,0000,0000,0125,
  WN,07/10/2015,0454,N511SW,HOU,11:30,11:29,0050 ,0054,-1,11:39,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,0554,N717SA,DEN,20:25,20:47,0135 ,0125,22,20:56,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,0556,N8635F,BWI,06:00,06:00,0200 ,0184,0,06:12,0012,0000,0000,0000,0000,0000,
  WN,07/10/2015,0604,N8614M,DEN,14:50,14:53,0130 ,0119,3,15:00,0007,0000,0000,0000,0000,0000,
  WN,07/10/2015,0622,N946WN,MSY,07:20,07:17,0085 ,0072,-3,07:25,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,0626,N262WN,HOU,05:35,05:31,0045 ,0040,-4,05:38,0007,0000,0000,0000,0000,0000,
  WN,07/10/2015,0657,N296WN,DAL,17:25,17:20,0055 ,0057,-5,17:29,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,0658,N772SW,DEN,10:45,10:51,0130 ,0128,6,11:01,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,0664,N456WN,SJC,06:35,06:37,0220 ,0213,2,06:48,0011,0000,0000,0000,0000,0000,
  WN,07/10/2015,0686,N8601C,MCO,17:25,18:21,0155 ,0153,56,18:30,0009,0046,0000,0000,0000,0008,
  WN,07/10/2015,0709,N376SW,FLL,11:10,11:08,0165 ,0160,-2,11:16,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,0771,N489WN,HOU,18:40,18:39,0050 ,0047,-1,18:48,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,0801,N601WN,DAL,15:35,16:10,0060 ,0058,35,16:20,0010,0000,0000,0000,0000,0033,
  WN,07/10/2015,0829,N738CB,BWI,17:10,17:28,0205 ,0192,18,17:38,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,0836,N8302F,BNA,13:30,13:25,0120 ,0117,-5,13:34,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,0857,N383SW,DAL,10:30,10:39,0055 ,0055,9,10:48,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,0862,N8328A,SJC,18:35,18:39,0215 ,0212,4,18:49,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,0891,N521SW,LBB,16:20,16:18,0070 ,0062,-2,16:27,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,0893,N444WN,LAS,05:35,05:32,0165 ,0162,-3,05:41,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,1017,N528SW,DAL,06:30,06:30,0060 ,0055,0,06:41,0011,0000,0000,0000,0000,0000,
  WN,07/10/2015,1030,N8613K,PHX,12:25,12:23,0140 ,0135,-2,12:35,0012,0000,0000,0000,0000,0000,
  WN,07/10/2015,1249,N620SW,LAX,05:30,05:28,0185 ,0190,-2,05:38,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,1255,N383SW,BNA,05:10,05:08,0120 ,0122,-2,05:19,0011,0000,0000,0000,0000,0000,
  WN,07/10/2015,1403,N8328A,LAS,11:25,11:29,0165 ,0167,4,11:42,0013,0000,0000,0000,0000,0000,
  WN,07/10/2015,1472,N226WN,DAL,21:55,21:51,0055 ,0055,-4,22:01,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,1694,N279WN,PHX,07:00,06:56,0140 ,0139,-4,07:05,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,1901,N363SW,MCO,10:25,10:27,0155 ,0155,2,10:35,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,2263,N7712G,DAL,18:40,18:47,0055 ,0063,7,19:05,0018,0007,0000,0008,0000,0000,
  WN,07/10/2015,2284,N435WN,FLL,16:45,16:40,0165 ,0160,-5,16:50,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,2495,N767SW,SNA,07:35,07:30,0180 ,0174,-5,07:38,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,2876,N7712G,STL,13:25,13:35,0120 ,0113,10,13:45,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,2950,N769SW,DAL,14:05,14:10,0055 ,0051,5,14:19,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,3047,N8625A,LAS,20:20,20:24,0165 ,0164,4,20:34,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,3054,N733SA,PDX,18:45,18:43,0245 ,0228,-2,18:51,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,3304,N567WN,ATL,18:10,18:36,0135 ,0128,26,18:43,0007,0019,0000,0000,0000,0000,
  WN,07/10/2015,3307,N609SW,HRL,09:15,09:13,0060 ,0062,-2,09:26,0013,0000,0000,0000,0000,0000,
  WN,07/10/2015,3933,N487WN,ELP,10:40,10:39,0090 ,0085,-1,10:48,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,3937,N212WN,DAL,08:10,08:05,0060 ,0054,-5,08:14,0009,0000,0000,0000,0000,0000,
  WN,07/10/2015,4195,N522SW,ELP,14:25,14:21,0090 ,0089,-4,14:34,0013,0000,0000,0000,0000,0000,
  WN,07/10/2015,4551,N602SW,DEN,08:30,08:37,0125 ,0119,7,08:45,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,4621,N641SW,SAN,11:35,11:48,0175 ,0174,13,11:58,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,4630,N376SW,DEN,05:50,05:52,0130 ,0125,2,06:02,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,4819,N7729A,PHX,17:25,17:26,0150 ,0139,1,17:37,0011,0000,0000,0000,0000,0000,
  WN,07/10/2015,4913,N638SW,TPA,11:35,11:37,0140 ,0136,2,11:45,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,4924,N913WN,LAX,16:00,16:04,0185 ,0194,4,16:14,0010,0000,0000,0000,0000,0000,
  WN,07/10/2015,4927,N8660A,DCA,12:40,12:36,0195 ,0181,-4,12:44,0008,0000,0000,0000,0000,0000,
  WN,07/10/2015,5888,N528SW,DAL,20:00,20:13,0055 ,0048,13,20:18,0005,0000,0000,0000,0000,0000,
  WN,07/11/2015,0704,N922WN,MCO,16:25,16:23,0155 ,0170,-2,16:32,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,1060,N602SW,PHX,15:00,14:54,0135 ,0138,-6,15:06,0012,0000,0000,0000,0000,0000,
  WN,07/11/2015,1133,N524SW,DAL,07:35,07:37,0060 ,0052,2,07:44,0007,0000,0000,0000,0000,0000,
  WN,07/11/2015,1192,N669SW,TPA,14:15,14:10,0140 ,0162,-5,14:19,0009,0000,0000,0017,0000,0000,
  WN,07/11/2015,1195,N8630B,MCO,07:10,07:08,0155 ,0151,-2,07:17,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,1201,N922WN,BNA,06:40,06:38,0120 ,0115,-2,06:48,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,1211,N206WN,EWR,06:45,06:54,0225 ,0214,9,07:04,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,1216,N760SW,HOU,07:40,07:39,0050 ,0051,-1,07:49,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,1219,N565WN,MDW,05:35,05:32,0155 ,0148,-3,05:41,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,1220,N565WN,MSY,11:45,11:41,0085 ,0071,-4,11:47,0006,0000,0000,0000,0000,0000,
  WN,07/11/2015,1240,N767SW,PHX,19:10,21:37,0140 ,0129,147,21:49,0012,0078,0000,0000,0000,0058,
  WN,07/11/2015,1258,N631SW,DAL,19:00,18:58,0055 ,0052,-2,19:06,0008,0000,0000,0000,0000,0000,
  WN,07/11/2015,1338,N767SW,SNA,07:30,07:27,0180 ,0172,-3,07:37,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,1366,N7741C,DEN,06:15,06:15,0130 ,0122,0,06:25,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,1693,N8604K,LAX,07:25,07:30,0185 ,0176,5,07:38,0008,0000,0000,0000,0000,0000,
  WN,07/11/2015,1739,N391SW,PHX,09:35,09:33,0140 ,0132,-2,09:42,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,1837,N238WN,MCO,19:50,20:21,0160 ,0146,31,20:29,0008,0000,0000,0000,0000,0017,
  WN,07/11/2015,1849,N423WN,DAL,14:05,14:10,0055 ,0042,5,14:16,0006,0000,0000,0000,0000,0000,
  WN,07/11/2015,1928,N941WN,DCA,13:05,13:07,0195 ,0190,2,13:19,0012,0000,0000,0000,0000,0000,
  WN,07/11/2015,1929,N941WN,DAL,20:45,20:39,0055 ,0045,-6,20:45,0006,0000,0000,0000,0000,0000,
  WN,07/11/2015,1937,N468WN,FLL,11:05,10:55,0165 ,0157,-10,11:04,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,1962,N372SW,ATL,17:30,17:46,0135 ,0127,16,17:54,0008,0000,0000,0000,0000,0000,
  WN,07/11/2015,1979,N8317M,DEN,18:35,19:00,0130 ,0119,25,19:10,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,2023,N356SW,LAS,10:35,10:32,0170 ,0171,-3,10:42,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,2196,N390SW,LAS,16:00,16:45,0170 ,0163,45,16:51,0006,0009,0000,0000,0000,0029,
  WN,07/11/2015,2248,N524SW,ELP,14:00,14:10,0090 ,0083,10,14:20,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,2294,N511SW,DAL,09:45,09:44,0055 ,0055,-1,09:54,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,2295,N511SW,HOU,14:55,14:52,0050 ,0044,-3,15:00,0008,0000,0000,0000,0000,0000,
  WN,07/11/2015,2449,N744SW,BNA,16:25,16:27,0120 ,0114,2,16:37,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,2458,N7711N,LAX,17:25,17:51,0185 ,0185,26,18:00,0009,0026,0000,0000,0000,0000,
  WN,07/11/2015,2474,N787SA,HOU,12:40,12:42,0050 ,0045,2,12:49,0007,0000,0000,0000,0000,0000,
  WN,07/11/2015,2743,N639SW,BWI,05:30,05:29,0195 ,0189,-1,05:38,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,2936,N608SW,LBB,13:55,13:50,0070 ,0064,-5,14:02,0012,0000,0000,0000,0000,0000,
  WN,07/11/2015,3269,N277WN,STL,13:40,13:40,0120 ,0128,0,13:50,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,3347,N447WN,LAS,18:45,18:46,0165 ,0169,1,18:59,0013,0000,0000,0000,0000,0000,
  WN,07/11/2015,3898,N8651A,SAN,11:15,11:11,0170 ,0161,-4,11:20,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,4280,N277WN,PDX,18:40,18:55,0245 ,0235,15,19:03,0008,0000,0000,0000,0000,0000,
  WN,07/11/2015,4357,N213WN,MDW,17:45,17:46,0155 ,0154,1,17:55,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,4359,N631SW,DEN,13:35,13:36,0135 ,0126,1,13:47,0011,0000,0000,0000,0000,0000,
  WN,07/11/2015,4425,N225WN,OAK,14:45,14:47,0225 ,0211,2,14:55,0008,0000,0000,0000,0000,0000,
  WN,07/11/2015,4436,N7734H,SAN,21:20,22:05,0170 ,0159,45,22:12,0007,0000,0000,0000,0000,0034,
  WN,07/11/2015,4463,N7738A,BWI,16:10,16:42,0205 ,0188,32,16:48,0006,0001,0000,0000,0000,0014,
  WN,07/11/2015,4496,N647SW,ATL,06:50,06:49,0135 ,0135,-1,06:59,0010,0000,0000,0000,0000,0000,
  WN,07/11/2015,4517,N523SW,HRL,10:45,10:40,0060 ,0059,-5,10:51,0011,0000,0000,0000,0000,0000,
  WN,07/11/2015,4548,N225WN,ELP,10:40,10:39,0090 ,0085,-1,10:48,0009,0000,0000,0000,0000,0000,
  WN,07/11/2015,4579,N498WN,SJC,13:10,13:07,0215 ,0203,-3,13:17,0010,0000,0000,0000,0000,0000,
  WN,07/12/2015,0144,N8605E,SAN,20:55,20:51,0170 ,0156,-4,21:00,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,0178,N669SW,ELP,20:30,20:38,0090 ,0083,8,20:47,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,0238,N269WN,DAL,12:30,12:29,0055 ,0056,-1,12:37,0008,0000,0000,0000,0000,0000,
  WN,07/12/2015,0285,N626SW,DAL,09:25,09:24,0055 ,0056,-1,09:32,0008,0000,0000,0000,0000,0000,
  WN,07/12/2015,0311,N261WN,MDW,15:05,15:10,0150 ,0146,5,15:20,0010,0000,0000,0000,0000,0000,
