CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Cameroon,CMR,1984,10070779.0,35.35
Canada,CAN,1984,25702000.0,76.195
Cayman Islands,CYM,1984,18543.0,100.0
Central African Republic,CAF,1984,2558432.0,35.198
Chad,TCD,1984,4955088.0,19.578
Channel Islands,CHI,1984,132451.0,31.851
Chile,CHL,1984,11921407.0,82.492
China,CHN,1984,1036825000.0,22.203000000000003
Colombia,COL,1984,30350082.0,64.896
Comoros,COM,1984,347548.0,25.006
"Congo, Dem. Rep.",ZAR,1984,29190679.0,28.1
"Congo, Rep.",COG,1984,2025320.0,51.56
Costa Rica,CRI,1984,2659772.0,44.542
Cote d'Ivoire,CIV,1984,9769105.0,37.693000000000005
Croatia,HRV,1984,4680000.0,51.941
Cuba,CUB,1984,10017061.0,70.433
Curacao,CUW,1984,151940.0,82.98200000000001
Cyprus,CYP,1984,697717.0,64.252
Czech Republic,CZE,1984,10330213.0,75.39399999999999
Denmark,DNK,1984,5111619.0,84.243
Djibouti,DJI,1984,404589.0,74.715
Dominica,DMA,1984,74215.0,52.99
Dominican Republic,DOM,1984,6351572.0,53.596000000000004
Ecuador,ECU,1984,8823746.0,50.438
"Egypt, Arab Rep.",EGY,1984,48061546.0,43.922
El Salvador,SLV,1984,4855280.0,46.119
Equatorial Guinea,GNQ,1984,295090.0,29.028000000000002
Eritrea,ERI,1984,2675717.0,15.116
Estonia,EST,1984,1518617.0,70.558
Ethiopia,ETH,1984,39493503.0,11.232000000000001
Faeroe Islands,FRO,1984,45239.0,30.849
Fiji,FJI,1984,700366.0,38.372
Finland,FIN,1984,4881803.0,75.015
France,FRA,1984,56470769.0,73.575
French Polynesia,PYF,1984,170397.0,58.745
Gabon,GAB,1984,808088.0,61.076
"Gambia, The",GMB,1984,701097.0,32.007
Georgia,GEO,1984,4622200.0,53.855
Germany,DEU,1984,77858685.0,72.943
Ghana,GHA,1984,12311166.0,32.209
Greece,GRC,1984,9895801.0,70.327
Greenland,GRL,1984,52700.0,77.602
Grenada,GRD,1984,98440.0,33.135
Guam,GUM,1984,113961.0,92.64299999999999
Guatemala,GTM,1984,7913814.0,38.764
Guinea,GIN,1984,4937230.0,26.346
Guinea-Bissau,GNB,1984,924378.0,21.397
Guyana,GUY,1984,773302.0,30.124000000000002
Haiti,HTI,1984,6240330.0,22.296999999999997
Honduras,HND,1984,4111369.0,37.155
"Hong Kong SAR, China",HKG,1984,5397900.0,92.65299999999999
Hungary,HUN,1984,10668095.0,64.915
Iceland,ISL,1984,239511.0,89.319
India,IND,1984,764664278.0,24.113000000000003
Indonesia,IDN,1984,161555584.0,25.244
"Iran, Islamic Rep.",IRN,1984,45429019.0,52.657
Iraq,IRQ,1984,15204746.0,68.132
Ireland,IRL,1984,3532423.0,56.115
Isle of Man,IMY,1984,64207.0,51.769
Israel,ISR,1984,4159000.0,89.719
Italy,ITA,1984,56576718.0,66.846
Jamaica,JAM,1984,2279900.0,48.22
Japan,JPN,1984,120018000.0,76.60300000000001
Jordan,JOR,1984,2551301.0,65.652
Kazakhstan,KAZ,1984,15214051.0,55.9
Kenya,KEN,1984,18942599.0,15.979000000000001
Kiribati,KIR,1984,62768.0,33.284
"Korea, Dem. Rep.",PRK,1984,18487997.0,57.495
"Korea, Rep.",KOR,1984,40405956.0,63.301
Kuwait,KWT,1984,1657920.0,97.551
Kyrgyz Republic,KGZ,1984,3916400.0,38.427
Lao PDR,LAO,1984,3579370.0,13.504000000000001
Latvia,LVA,1984,2562047.0,68.283
Lebanon,LBN,1984,2667229.0,78.35300000000001
Lesotho,LSO,1984,1438248.0,11.690999999999999
Liberia,LBR,1984,2163835.0,39.834
Libya,LBY,1984,3714264.0,75.3
Liechtenstein,LIE,1984,27009.0,17.759
Lithuania,LTU,1984,3514205.0,64.277
Luxembourg,LUX,1984,365998.0,80.613
"Macao SAR, China",MAC,1984,283672.0,99.244
"Macedonia, FYR",MKD,1984,1974069.0,55.276
Madagascar,MDG,1984,9714342.0,20.434
Malawi,MWI,1984,6892527.0,9.931000000000001
Malaysia,MYS,1984,15333369.0,45.119
Maldives,MDV,1984,182864.0,24.954
Mali,MLI,1984,7692537.0,20.488000000000003
Malta,MLT,1984,330593.0,89.82
Marshall Islands,MHL,1984,36567.0,61.175
Mauritania,MRT,1984,1718641.0,33.391
Mauritius,MUS,1984,1012221.0,42.012
Mexico,MEX,1984,75721210.0,68.437
"Micronesia, Fed. Sts.",FSM,1984,83242.0,26.215999999999998
Moldova,MDA,1984,3536000.0,43.412
Monaco,MCO,1984,28514.0,100.0
Mongolia,MNG,1984,1871087.0,54.452
Montenegro,MNE,1984,585064.0,41.20399999999999
Morocco,MAR,1984,22094516.0,44.063
Mozambique,MOZ,1984,12968335.0,17.172
Myanmar,MMR,1984,37724581.0,24.03
Namibia,NAM,1984,1112044.0,26.113000000000003
Nepal,NPL,1984,16337117.0,7.121
Netherlands,NLD,1984,14424211.0,66.319
New Caledonia,NCL,1984,151650.0,58.683
New Zealand,NZL,1984,3227100.0,83.633
Nicaragua,NIC,1984,3619252.0,50.898
Niger,NER,1984,6652110.0,14.312000000000001
Nigeria,NGA,1984,81775215.0,24.872
Northern Mariana Islands,MNP,1984,27363.0,88.07600000000001
Norway,NOR,1984,4140099.0,71.18
Oman,OMN,1984,1430926.0,55.196999999999996
Pakistan,PAK,1984,89183159.0,29.101
Palau,PLW,1984,13371.0,66.40899999999999
Panama,PAN,1984,2170390.0,51.805
Papua New Guinea,PNG,1984,3583707.0,13.806
Paraguay,PRY,1984,3567750.0,44.247
Peru,PER,1984,19099575.0,66.449
Philippines,PHL,1984,52873979.0,41.915
Poland,POL,1984,36904134.0,59.573
Portugal,PRT,1984,9996232.0,44.777
Puerto Rico,PRI,1984,3344190.0,81.684
Qatar,QAT,1984,341286.0,89.956
Romania,ROM,1984,22655940.0,48.926
Russian Federation,RUS,1984,142745000.0,71.497
Rwanda,RWA,1984,5877556.0,4.988
Samoa,WSM,1984,159281.0,21.2
San Marino,SMR,1984,22455.0,87.095
Sao Tome and Principe,STP,1984,101871.0,36.963
Saudi Arabia,SAU,1984,12674089.0,71.36
Senegal,SEN,1984,6246140.0,37.191
Seychelles,SYC,1984,66902.0,49.306999999999995
Sierra Leone,SLE,1984,3376371.0,31.555
Singapore,SGP,1984,2732200.0,100.0
Slovak Republic,SVK,1984,5127097.0,53.711000000000006
Slovenia,SVN,1984,1932154.0,49.42
Solomon Islands,SLB,1984,262719.0,12.040999999999999
Somalia,SOM,1984,6113252.0,27.804000000000002
South Africa,ZAF,1984,30505361.0,49.088
South Sudan,SSD,1984,5314358.0,9.261000000000001
Spain,ESP,1984,38278575.0,73.982
Sri Lanka,LKA,1984,15603000.0,18.639
St. Kitts and Nevis,KNA,1984,42294.0,35.37
St. Lucia,LCA,1984,124468.0,27.643
St. Vincent and the Grenadines,VCT,1984,103742.0,38.05
Sudan,SDN,1984,16559205.0,21.903000000000002
Suriname,SUR,1984,367611.0,65.259
Swaziland,SWZ,1984,680253.0,20.965
Sweden,SWE,1984,8336605.0,83.1
Switzerland,CHE,1984,6441865.0,63.489
Syrian Arab Republic,SYR,1984,10313485.0,47.684
Tajikistan,TJK,1984,4400743.0,33.445
Tanzania,TZA,1984,21178079.0,16.305
Thailand,THA,1984,51105438.0,27.831999999999997
Timor-Leste,TMP,1984,636670.0,18.132
Togo,TGO,1984,3140355.0,26.169
Tonga,TON,1984,93838.0,22.041999999999998
Trinidad and Tobago,TTO,1984,1155701.0,9.839
Tunisia,TUN,1984,7042550.0,53.011
Turkey,TUR,1984,48138191.0,50.63399999999999
Turkmenistan,TKM,1984,3151262.0,46.196000000000005
Turks and Caicos Islands,TCA,1984,9097.0,63.483999999999995
Tuvalu,TUV,1984,8537.0,33.32
Uganda,UGA,1984,14163214.0,8.805
Ukraine,UKR,1984,50754000.0,64.1
United Arab Emirates,ARE,1984,1280278.0,80.02600000000001
United Kingdom,GBR,1984,56422072.0,78.44
United States,USA,1984,235825000.0,74.344
Uruguay,URY,1984,2992648.0,86.85
Uzbekistan,UZB,1984,17712992.0,40.734
Vanuatu,VUT,1984,127094.0,16.31
"Venezuela, RB",VEN,1984,17057786.0,81.422
Vietnam,VNM,1984,57692000.0,19.498
Virgin Islands (U.S.),VIR,1984,108000.0,83.514
"Yemen, Rep.",YEM,1984,9402070.0,17.993
Zambia,ZMB,1984,6793708.0,39.705
Zimbabwe,ZWE,1984,8528328.0,24.736
Arab World,ARB,1985,191425366.0,47.8757325579568
Caribbean small states,CSS,1985,5786277.0,38.7594225981577
Central Europe and the Baltics,CEB,1985,109360296.0,59.87373520277411
East Asia & Pacific (all income levels),EAS,1985,1682520138.0,30.537043827256106
East Asia & Pacific (developing only),EAP,1985,1473632648.0,24.707100195195302
Euro area,EMU,1985,305968030.0,70.5801639459293
Europe & Central Asia (all income levels),ECS,1985,818137713.0,66.3738812285205
Europe & Central Asia (developing only),ECA,1985,224460098.0,53.9141872915442
European Union,EUU,1985,470587065.0,69.7211798398794
Fragile and conflict affected situations,FCS,1985,227866979.0,29.99525329847389
Heavily indebted poor countries (HIPC),HPC,1985,308377129.0,22.9474043682727
High income,HIC,1985,1158705791.0,73.48441194533291
High income: nonOECD,NOC,1985,260062555.0,74.76959418822841
High income: OECD,OEC,1985,898643236.0,73.13987416253471
Latin America & Caribbean (all income levels),LCN,1985,405083115.0,67.4992844252787
Latin America & Caribbean (developing only),LAC,1985,336552535.0,64.49432488645199
Least developed countries: UN classification,LDC,1985,446546151.0,18.9810242601531
Low & middle income,LMY,1985,3682478101.0,31.1166423271488
Low income,LIC,1985,283234655.0,20.1825898779547
Lower middle income,LMC,1985,1694499225.0,28.0064900063337
Middle East & North Africa (all income levels),MEA,1985,217994983.0,52.6010057702429
Middle East & North Africa (developing only),MNA,1985,194689582.0,49.578687095501614
Middle income,MIC,1985,3399243446.0,32.0281497781312
North America,NAC,1985,263922898.0,74.6823253054761
OECD members,OED,1985,1025143958.0,71.831220138055
Other small states,OSS,1985,11517883.0,30.4154178872975
Pacific island small states,PSS,1985,1576858.0,29.4400333390832
Small states,SST,1985,18881018.0,32.89106192399161
South Asia,SAS,1985,1012110768.0,23.7135766390473
Sub-Saharan Africa (all income levels),SSF,1985,441414277.0,24.393667563077003
Sub-Saharan Africa (developing only),SSA,1985,441032470.0,24.385908602951602
Upper middle income,UMC,1985,1704744221.0,36.0216725898964
World,WLD,1985,4841183892.0,41.132599369434
Afghanistan,AFG,1985,11630498.0,16.958
Albania,ALB,1985,2964762.0,35.083
Algeria,DZA,1985,22565908.0,47.968
American Samoa,ASM,1985,39247.0,77.762
Andorra,ADO,1985,44597.0,95.15899999999999
Angola,AGO,1985,9745209.0,22.541
Antigua and Barbuda,ATG,1985,65744.0,35.021
Argentina,ARG,1985,30388781.0,85.038
Armenia,ARM,1985,3339147.0,67.09
Aruba,ABW,1985,63028.0,50.395
Australia,AUS,1985,15758000.0,85.46
Austria,AUT,1985,7564985.0,65.566
Azerbaijan,AZE,1985,6674107.0,53.498000000000005
"Bahamas, The",BHS,1985,234684.0,76.67399999999999
Bahrain,BHR,1985,419425.0,87.155
Bangladesh,BGD,1985,93015182.0,17.496
Barbados,BRB,1985,255929.0,35.975
Belarus,BLR,1985,9975000.0,61.833
Belgium,BEL,1985,9858308.0,95.93
Belize,BLZ,1985,164916.0,48.419
Benin,BEN,1985,4287263.0,30.796
Bermuda,BMU,1985,56898.0,100.0
Bhutan,BTN,1985,469010.0,12.940999999999999
Bolivia,BOL,1985,6211549.0,50.519
Bosnia and Herzegovina,BIH,1985,4369527.0,37.589
Botswana,BWA,1985,1182942.0,26.724
Brazil,BRA,1985,136836428.0,69.862
Brunei Darussalam,BRN,1985,223049.0,62.251999999999995
Bulgaria,BGR,1985,8960547.0,64.59
Burkina Faso,BFA,1985,7727912.0,12.334000000000001
Burundi,BDI,1985,4774258.0,5.221
Cabo Verde,CPV,1985,313976.0,31.5
Cambodia,KHM,1985,7743065.0,13.931
Cameroon,CMR,1985,10381098.0,36.232
Canada,CAN,1985,25942000.0,76.354
Cayman Islands,CYM,1985,19315.0,100.0
Central African Republic,CAF,1985,2627424.0,35.532
Chad,TCD,1985,5092650.0,19.779
Channel Islands,CHI,1985,133804.0,31.831999999999997
Chile,CHL,1985,12108576.0,82.624
China,CHN,1985,1051040000.0,22.874000000000002
Colombia,COL,1985,31011686.0,65.574
Comoros,COM,1985,357729.0,25.469
"Congo, Dem. Rep.",ZAR,1985,29985665.0,28.513
"Congo, Rep.",COG,1985,2083648.0,52.221000000000004
Costa Rica,CRI,1985,2730231.0,45.445
Cote d'Ivoire,CIV,1985,10158033.0,37.91
Croatia,HRV,1985,4701000.0,52.291000000000004
Cuba,CUB,1985,10082990.0,70.933
Curacao,CUW,1985,152711.0,83.274
Cyprus,CYP,1985,703693.0,64.678
Czech Republic,CZE,1985,10337118.0,75.365
Denmark,DNK,1985,5113691.0,84.351
Djibouti,DJI,1985,423470.0,74.925
Dominica,DMA,1985,73640.0,54.71
Dominican Republic,DOM,1985,6488857.0,53.868
Ecuador,ECU,1985,9045977.0,51.215
"Egypt, Arab Rep.",EGY,1985,49373806.0,43.938
El Salvador,SLV,1985,4920932.0,46.636
Equatorial Guinea,GNQ,1985,314407.0,29.94
Eritrea,ERI,1985,2756493.0,15.228
Estonia,EST,1985,1528781.0,70.767
Ethiopia,ETH,1985,40775997.0,11.453
Faeroe Islands,FRO,1985,45840.0,30.766
Fiji,FJI,1985,711663.0,38.523
Finland,FIN,1985,4902206.0,75.808
France,FRA,1985,56795686.0,73.65
French Polynesia,PYF,1985,175208.0,58.638999999999996
Gabon,GAB,1985,830091.0,62.402
"Gambia, The",GMB,1985,732092.0,33.019
Georgia,GEO,1985,4662900.0,54.193999999999996
Germany,DEU,1985,77684873.0,72.711
Ghana,GHA,1985,12716238.0,32.896
Greece,GRC,1985,9934300.0,70.518
Greenland,GRL,1985,53200.0,77.961
Grenada,GRD,1985,99907.0,33.183
Guam,GUM,1985,116576.0,92.339
Guatemala,GTM,1985,8117499.0,39.152
Guinea,GIN,1985,5078689.0,26.621
Guinea-Bissau,GNB,1985,944941.0,22.430999999999997
Guyana,GUY,1985,765043.0,30.033
Haiti,HTI,1985,6384196.0,23.261
Honduras,HND,1985,4237436.0,37.735
"Hong Kong SAR, China",HKG,1985,5456200.0,92.92
Hungary,HUN,1985,10648713.0,65.095
Iceland,ISL,1985,241405.0,89.57
India,IND,1985,782085127.0,24.348000000000003
Indonesia,IDN,1985,165012195.0,26.089000000000002
"Iran, Islamic Rep.",IRN,1985,47290793.0,53.395
Iraq,IRQ,1985,15576396.0,68.767
Ireland,IRL,1985,3538082.0,56.275
Isle of Man,IMY,1985,64446.0,51.765
Israel,ISR,1985,4233000.0,89.82799999999999
Italy,ITA,1985,56593071.0,66.82600000000001
Jamaica,JAM,1985,2311100.0,48.424
Japan,JPN,1985,120754000.0,76.712
Jordan,JOR,1985,2644000.0,66.99600000000001
Kazakhstan,KAZ,1985,15403006.0,56.01
Kenya,KEN,1985,19660713.0,16.079
Kiribati,KIR,1985,64006.0,33.541
"Korea, Dem. Rep.",PRK,1985,18778101.0,57.644
"Korea, Rep.",KOR,1985,40805744.0,64.876
Kuwait,KWT,1985,1735320.0,97.90299999999999
Kyrgyz Republic,KGZ,1985,3990300.0,38.376999999999995
Lao PDR,LAO,1985,3680145.0,13.804
Latvia,LVA,1985,2578873.0,68.56
Lebanon,LBN,1985,2676593.0,79.422
Lesotho,LSO,1985,1467856.0,11.752
Liberia,LBR,1985,2197442.0,42.373000000000005
Libya,LBY,1985,3840635.0,75.45
Liechtenstein,LIE,1985,27259.0,17.619
Lithuania,LTU,1985,3544543.0,65.038
Luxembourg,LUX,1985,366706.0,80.669
"Macao SAR, China",MAC,1985,296222.0,99.37700000000001
"Macedonia, FYR",MKD,1985,1981532.0,55.696000000000005
Madagascar,MDG,1985,9981113.0,20.933000000000003
Malawi,MWI,1985,7205635.0,10.163
Malaysia,MYS,1985,15764340.0,45.893
Maldives,MDV,1985,189551.0,25.491
Mali,MLI,1985,7831891.0,21.013
Malta,MLT,1985,336452.0,89.82799999999999
Marshall Islands,MHL,1985,38334.0,61.945
Mauritania,MRT,1985,1766855.0,34.994
Mauritius,MUS,1985,1020528.0,42.325
Mexico,MEX,1985,77322643.0,68.95
"Micronesia, Fed. Sts.",FSM,1985,85689.0,26.149
Moldova,MDA,1985,3570000.0,44.176
Monaco,MCO,1985,28836.0,100.0
Mongolia,MNG,1985,1921885.0,55.04
Montenegro,MNE,1985,588434.0,42.325
Morocco,MAR,1985,22596133.0,44.778999999999996
Mozambique,MOZ,1985,13102982.0,18.326
Myanmar,MMR,1985,38508821.0,24.076
Namibia,NAM,1985,1149389.0,26.366
Nepal,NPL,1985,16714335.0,7.386
Netherlands,NLD,1985,14491632.0,66.719
New Caledonia,NCL,1985,154450.0,58.833999999999996
New Zealand,NZL,1985,3247100.0,83.67299999999999
Nicaragua,NIC,1985,3709091.0,51.138000000000005
Niger,NER,1985,6838170.0,14.536
Nigeria,NGA,1985,83901570.0,25.635
Northern Mariana Islands,MNP,1985,30341.0,88.381
Norway,NOR,1985,4152516.0,71.31
Oman,OMN,1985,1498416.0,57.07899999999999
Pakistan,PAK,1985,92165065.0,29.344
Palau,PLW,1985,13698.0,67.38
Panama,PAN,1985,2219276.0,52.143
Papua New Guinea,PNG,1985,3677854.0,13.998
Paraguay,PRY,1985,3671826.0,44.983000000000004
Peru,PER,1985,19544950.0,66.86399999999999
Philippines,PHL,1985,54323651.0,43.04600000000001
Poland,POL,1985,37201885.0,59.942
Portugal,PRT,1985,10023613.0,45.298
Puerto Rico,PRI,1985,3377000.0,84.31700000000001
Qatar,QAT,1985,371071.0,90.1
Romania,ROM,1985,22755427.0,49.641000000000005
Russian Federation,RUS,1985,143858000.0,71.923
Rwanda,RWA,1985,6117966.0,5.0569999999999995
Samoa,WSM,1985,160030.0,21.2
San Marino,SMR,1985,22708.0,88.291
Sao Tome and Principe,STP,1985,103557.0,38.049
Saudi Arabia,SAU,1985,13361284.0,72.64699999999999
Senegal,SEN,1985,6438024.0,37.549
Seychelles,SYC,1985,67400.0,49.292
Sierra Leone,SLE,1985,3466044.0,31.997
Singapore,SGP,1985,2736000.0,100.0
Slovak Republic,SVK,1985,5161768.0,54.176
Slovenia,SVN,1985,1941641.0,49.58
Solomon Islands,SLB,1985,270809.0,12.433
Somalia,SOM,1985,6068425.0,28.066999999999997
South Africa,ZAF,1985,31307880.0,49.372
South Sudan,SSD,1985,5444907.0,9.844
Spain,ESP,1985,38418817.0,74.21300000000001
Sri Lanka,LKA,1985,15842000.0,18.627
St. Kitts and Nevis,KNA,1985,42017.0,35.243
St. Lucia,LCA,1985,126416.0,27.923000000000002
St. Vincent and the Grenadines,VCT,1985,104477.0,38.602
Sudan,SDN,1985,17097619.0,22.936999999999998
Suriname,SUR,1985,371469.0,65.334
Swaziland,SWZ,1985,705492.0,21.804000000000002
Sweden,SWE,1985,8350386.0,83.1
Switzerland,CHE,1985,6470365.0,65.21
Syrian Arab Republic,SYR,1985,10667245.0,47.891000000000005
Tajikistan,TJK,1985,4540688.0,33.235
Tanzania,TZA,1985,21842087.0,16.767
Thailand,THA,1985,52041468.0,28.095
Timor-Leste,TMP,1985,657018.0,18.563
Togo,TGO,1985,3252995.0,26.561999999999998
Tonga,TON,1985,93953.0,22.268
Trinidad and Tobago,TTO,1985,1170935.0,9.597000000000001
Tunisia,TUN,1985,7260361.0,53.839
Turkey,TUR,1985,49178079.0,52.448
Turkmenistan,TKM,1985,3229499.0,45.976000000000006
Turks and Caicos Islands,TCA,1985,9502.0,65.439
Tuvalu,TUV,1985,8648.0,34.251
Uganda,UGA,1985,14631089.0,9.152000000000001
Ukraine,UKR,1985,50917000.0,64.681
United Arab Emirates,ARE,1985,1350433.0,79.804
United Kingdom,GBR,1985,56550268.0,78.39
United States,USA,1985,237924000.0,74.494
Uruguay,URY,1985,3011907.0,87.194
Uzbekistan,UZB,1985,18174143.0,40.722
Vanuatu,VUT,1985,130028.0,16.722
"Venezuela, RB",VEN,1985,17508059.0,81.925
Vietnam,VNM,1985,58868000.0,19.561
Virgin Islands (U.S.),VIR,1985,107000.0,84.28
"Yemen, Rep.",YEM,1985,9774242.0,18.373
Zambia,ZMB,1985,7017292.0,39.655
Zimbabwe,ZWE,1985,8862601.0,25.414
Arab World,ARB,1986,197062077.0,48.4848014766687
Caribbean small states,CSS,1986,5831154.0,38.861602763878295
Central Europe and the Baltics,CEB,1986,109847148.0,60.2580865337897
East Asia & Pacific (all income levels),EAS,1986,1709250537.0,31.137584657010105
East Asia & Pacific (developing only),EAP,1986,1498637395.0,25.371970833410305
Euro area,EMU,1986,306748199.0,70.67720561435151
Europe & Central Asia (all income levels),ECS,1986,823185358.0,66.6509192568486
Europe & Central Asia (developing only),ECA,1986,227221455.0,54.51307628977001
European Union,EUU,1986,471888308.0,69.85236874787539
Fragile and conflict affected situations,FCS,1986,233302129.0,30.446635908517298
Heavily indebted poor countries (HIPC),HPC,1986,316760151.0,23.4269380152808
High income,HIC,1986,1167401352.0,73.76229022848909
High income: nonOECD,NOC,1986,263460516.0,75.3030915719873
High income: OECD,OEC,1986,903940836.0,73.3462366160024
Latin America & Caribbean (all income levels),LCN,1986,413292690.0,68.1127576144387
Latin America & Caribbean (developing only),LAC,1986,343565634.0,65.1482056098079
Least developed countries: UN classification,LDC,1986,458352456.0,19.3903919597215
Low & middle income,LMY,1986,3759645486.0,31.635474600626
Low income,LIC,1986,290486403.0,20.5485187884646
Lower middle income,LMC,1986,1734571932.0,28.3705813731106
Middle East & North Africa (all income levels),MEA,1986,225023065.0,53.16877205513129
Middle East & North Africa (developing only),MNA,1986,200718320.0,50.08330032039429
Middle income,MIC,1986,3469159083.0,32.5642889360938
North America,NAC,1986,266394382.0,74.83222472762209
OECD members,OED,1986,1033067368.0,72.10594894540509
Other small states,OSS,1986,11849575.0,31.339383750472106
Pacific island small states,PSS,1986,1601565.0,29.638337960057807
Small states,SST,1986,19282294.0,33.4728893430937
South Asia,SAS,1986,1035703508.0,23.9734084154526
Sub-Saharan Africa (all income levels),SSF,1986,454197298.0,24.9151669452027
Sub-Saharan Africa (developing only),SSA,1986,453799174.0,24.9071887373334
Upper middle income,UMC,1986,1734587151.0,36.7538085169876
World,WLD,1986,4927046838.0,41.49343452427321
Afghanistan,AFG,1986,11438949.0,17.223
Albania,ALB,1986,3022635.0,35.35
Algeria,DZA,1986,23241276.0,48.86
American Samoa,ASM,1986,40835.0,78.408
Andorra,ADO,1986,46515.0,95.325
Angola,AGO,1986,10023700.0,23.128
Antigua and Barbuda,ATG,1986,64605.0,35.102
Argentina,ARG,1986,30857242.0,85.445
Armenia,ARM,1986,3396511.0,67.296
Aruba,ABW,1986,62644.0,50.38
Australia,AUS,1986,16018400.0,85.4
Austria,AUT,1986,7569794.0,65.60600000000001
Azerbaijan,AZE,1986,6779970.0,53.696999999999996
"Bahamas, The",BHS,1986,239132.0,77.347
Bahrain,BHR,1986,433487.0,87.35700000000001
Bangladesh,BGD,1986,95550798.0,17.941
Barbados,BRB,1986,256738.0,35.271
Belarus,BLR,1986,10043000.0,62.857
Belgium,BEL,1986,9861823.0,96.023
Belize,BLZ,1986,169570.0,48.228
Benin,BEN,1986,4414450.0,31.517
Bermuda,BMU,1986,57382.0,100.0
Bhutan,BTN,1986,484151.0,13.577
Bolivia,BOL,1986,6337893.0,51.535
Bosnia and Herzegovina,BIH,1986,4428460.0,37.919000000000004
Botswana,BWA,1986,1221668.0,29.483
Brazil,BRA,1986,139664639.0,70.703
Brunei Darussalam,BRN,1986,229418.0,62.98
Bulgaria,BGR,1986,8958171.0,64.999
Burkina Faso,BFA,1986,7930690.0,12.832
Burundi,BDI,1986,4936429.0,5.417000000000001
Cabo Verde,CPV,1986,319161.0,33.885
Cambodia,KHM,1986,7990133.0,14.242
Cameroon,CMR,1986,10701458.0,37.124
Canada,CAN,1986,26204000.0,76.502
Cayman Islands,CYM,1986,20254.0,100.0
Central African Republic,CAF,1986,2691312.0,35.868
Chad,TCD,1986,5244158.0,19.983
Channel Islands,CHI,1986,135227.0,31.813000000000002
Chile,CHL,1986,12304203.0,82.755
China,CHN,1986,1066790000.0,23.559
Colombia,COL,1986,31669780.0,66.154
Comoros,COM,1986,368443.0,25.938000000000002
"Congo, Dem. Rep.",ZAR,1986,30829103.0,28.93
"Congo, Rep.",COG,1986,2142529.0,52.641999999999996
Costa Rica,CRI,1986,2800986.0,46.353
Cote d'Ivoire,CIV,1986,10548148.0,38.126999999999995
Croatia,HRV,1986,4722000.0,52.641000000000005
Cuba,CUB,1986,10167998.0,71.43
Curacao,CUW,1986,152662.0,83.56299999999999
Cyprus,CYP,1986,712340.0,65.102
Czech Republic,CZE,1986,10342227.0,75.336
Denmark,DNK,1986,5120534.0,84.458
Djibouti,DJI,1986,451068.0,75.134
Dominica,DMA,1986,73025.0,56.422
Dominican Republic,DOM,1986,6626544.0,54.14
Ecuador,ECU,1986,9272905.0,51.993
"Egypt, Arab Rep.",EGY,1986,50748187.0,43.95399999999999
El Salvador,SLV,1986,4986528.0,47.155
Equatorial Guinea,GNQ,1986,330247.0,30.871
Eritrea,ERI,1986,2843141.0,15.341
Estonia,EST,1986,1540190.0,70.975
Ethiopia,ETH,1986,42097111.0,11.679
Faeroe Islands,FRO,1986,46501.0,30.682
Fiji,FJI,1986,718548.0,38.675
Finland,FIN,1986,4918154.0,76.567
France,FRA,1986,57132691.0,73.725
French Polynesia,PYF,1986,180069.0,58.532
Gabon,GAB,1986,853039.0,63.711000000000006
"Gambia, The",GMB,1986,766598.0,34.049
Georgia,GEO,1986,4704500.0,54.532
Germany,DEU,1986,77720436.0,72.617
Ghana,GHA,1986,13103975.0,33.591
Greece,GRC,1986,9967213.0,70.709
Greenland,GRL,1986,53500.0,78.317
Grenada,GRD,1986,100146.0,33.232
Guam,GUM,1986,119232.0,92.023
Guatemala,GTM,1986,8320498.0,39.543
Guinea,GIN,1986,5223553.0,26.898000000000003
Guinea-Bissau,GNB,1986,966039.0,23.502
Guyana,GUY,1986,755598.0,29.943
Haiti,HTI,1986,6527545.0,24.255
Honduras,HND,1986,4366401.0,38.319
"Hong Kong SAR, China",HKG,1986,5524600.0,94.24799999999999
Hungary,HUN,1986,10630564.0,65.274
Iceland,ISL,1986,243180.0,89.816
India,IND,1986,799607235.0,24.585
Indonesia,IDN,1986,168402027.0,26.953000000000003
"Iran, Islamic Rep.",IRN,1986,49205577.0,54.133
Iraq,IRQ,1986,15937864.0,69.396
Ireland,IRL,1986,3539690.0,56.426
Isle of Man,IMY,1986,65225.0,51.761
Israel,ISR,1986,4299000.0,89.936
Italy,ITA,1986,56596155.0,66.806
Jamaica,JAM,1986,2335800.0,48.628
Japan,JPN,1986,121492000.0,76.835
Jordan,JOR,1986,2744000.0,68.315
Kazakhstan,KAZ,1986,15600928.0,56.121
Kenya,KEN,1986,20393724.0,16.18
Kiribati,KIR,1986,65519.0,33.828
"Korea, Dem. Rep.",PRK,1986,19058988.0,57.792
"Korea, Rep.",KOR,1986,41213674.0,66.679
Kuwait,KWT,1986,1823201.0,97.917
Kyrgyz Republic,KGZ,1986,4066500.0,38.327
Lao PDR,LAO,1986,3785230.0,14.118
Latvia,LVA,1986,2599892.0,68.782
Lebanon,LBN,1986,2677290.0,80.454
Lesotho,LSO,1986,1495101.0,11.905
Liberia,LBR,1986,2206867.0,44.956
Libya,LBY,1986,3961363.0,75.505
Liechtenstein,LIE,1986,27523.0,17.479
Lithuania,LTU,1986,3578914.0,65.793
Luxembourg,LUX,1986,368355.0,80.725
"Macao SAR, China",MAC,1986,309226.0,99.486
